|dates|Calhoun_Alabama_UnitedStates.JHU_ConfirmedCases.data|Calhoun_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Calhoun_Alabama_UnitedStates.NYT_ConfirmedCases.data|Calhoun_Alabama_UnitedStates.NYT_ConfirmedCases.missing|Calhoun_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Calhoun_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Calhoun_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Calhoun_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-19|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-20|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-21|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-22|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-23|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-24|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-25|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-26|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-27|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-28|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-29|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-30|8.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-31|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-04-01|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-04-02|12.0|0|12.0|0|0.0|0|0.0|100
0|2020-04-03|18.0|0|20.0|0|0.0|0|0.0|100
0|2020-04-04|21.0|0|21.0|0|0.0|0|0.0|100
0|2020-04-05|23.0|0|24.0|0|0.0|0|0.0|100
0|2020-04-06|34.0|0|38.0|0|0.0|0|0.0|100
0|2020-04-07|41.0|0|48.0|0|0.0|0|0.0|100
0|2020-04-08|49.0|0|52.0|0|0.0|0|0.0|100
0|2020-04-09|53.0|0|54.0|0|0.0|0|0.0|100
0|2020-04-10|54.0|0|54.0|0|0.0|0|0.0|100
0|2020-04-11|57.0|0|57.0|0|0.0|0|0.0|100
0|2020-04-12|59.0|0|60.0|0|0.0|0|0.0|100
0|2020-04-13|61.0|0|61.0|0|0.0|0|0.0|100
0|2020-04-14|62.0|0|62.0|0|0.0|0|0.0|100
0|2020-04-15|62.0|0|62.0|0|0.0|0|0.0|100
0|2020-04-16|62.0|0|63.0|0|0.0|0|0.0|100
0|2020-04-17|63.0|0|63.0|0|2.0|0|0.0|100
0|2020-04-18|66.0|0|66.0|0|2.0|0|0.0|100
0|2020-04-19|71.0|0|72.0|0|2.0|0|0.0|100
0|2020-04-20|80.0|0|80.0|0|3.0|0|0.0|100
0|2020-04-21|83.0|0|83.0|0|3.0|0|0.0|100
0|2020-04-22|85.0|0|85.0|0|3.0|0|0.0|100
0|2020-04-23|88.0|0|88.0|0|3.0|0|0.0|100
0|2020-04-24|89.0|0|89.0|0|3.0|0|0.0|100
0|2020-04-25|89.0|0|90.0|0|3.0|0|0.0|100
0|2020-04-26|91.0|0|91.0|0|3.0|0|0.0|100
0|2020-04-27|90.0|0|90.0|0|3.0|0|0.0|100
0|2020-04-28|92.0|0|92.0|0|3.0|0|0.0|100
0|2020-04-29|93.0|0|93.0|0|3.0|0|0.0|100
0|2020-04-30|94.0|0|93.0|0|3.0|0|0.0|100
0|2020-05-01|93.0|0|93.0|0|3.0|0|0.0|100
0|2020-05-02|98.0|0|98.0|0|3.0|0|0.0|100
0|2020-05-03|105.0|0|105.0|0|3.0|0|0.0|100
0|2020-05-04|105.0|0|105.0|0|3.0|0|0.0|100
0|2020-05-05|114.0|0|114.0|0|3.0|0|0.0|100
0|2020-05-06|114.0|0|114.0|0|3.0|0|0.0|100
0|2020-05-07|120.0|0|120.0|0|3.0|0|0.0|100
0|2020-05-08|123.0|0|123.0|0|3.0|0|0.0|100
0|2020-05-09|124.0|0|124.0|0|3.0|0|0.0|100
0|2020-05-10|124.0|0|124.0|0|3.0|0|0.0|100
0|2020-05-11|125.0|0|125.0|0|3.0|0|0.0|100
0|2020-05-12|126.0|0|126.0|0|3.0|0|0.0|100
0|2020-05-13|127.0|0|127.0|0|3.0|0|0.0|100
