|dates|WestFeliciana_Louisiana_UnitedStates.JHU_ConfirmedCases.data|WestFeliciana_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|WestFeliciana_Louisiana_UnitedStates.NYT_ConfirmedCases.data|WestFeliciana_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|WestFeliciana_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|WestFeliciana_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|WestFeliciana_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|WestFeliciana_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-27|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-28|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-29|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-30|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-31|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-04-01|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-04-02|20.0|0|10.0|0|0.0|0|0.0|100
0|2020-04-03|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-04-04|18.0|0|18.0|0|0.0|0|0.0|100
0|2020-04-05|19.0|0|19.0|0|0.0|0|0.0|100
0|2020-04-06|30.0|0|30.0|0|0.0|0|0.0|100
0|2020-04-07|31.0|0|31.0|0|0.0|0|0.0|100
0|2020-04-08|32.0|0|32.0|0|0.0|0|0.0|100
0|2020-04-09|38.0|0|38.0|0|0.0|0|0.0|100
0|2020-04-10|41.0|0|41.0|0|0.0|0|0.0|100
0|2020-04-11|45.0|0|45.0|0|0.0|0|0.0|100
0|2020-04-12|46.0|0|46.0|0|0.0|0|0.0|100
0|2020-04-13|46.0|0|46.0|0|0.0|0|0.0|100
0|2020-04-14|46.0|0|46.0|0|0.0|0|0.0|100
0|2020-04-15|47.0|0|47.0|0|0.0|0|0.0|100
0|2020-04-16|55.0|0|55.0|0|0.0|0|0.0|100
0|2020-04-17|60.0|0|60.0|0|0.0|0|0.0|100
0|2020-04-18|74.0|0|74.0|0|0.0|0|0.0|100
0|2020-04-19|74.0|0|74.0|0|0.0|0|0.0|100
0|2020-04-20|78.0|0|78.0|0|1.0|0|0.0|100
0|2020-04-21|81.0|0|81.0|0|1.0|0|0.0|100
0|2020-04-22|82.0|0|82.0|0|1.0|0|0.0|100
0|2020-04-23|84.0|0|84.0|0|2.0|0|0.0|100
0|2020-04-24|89.0|0|89.0|0|2.0|0|0.0|100
0|2020-04-25|97.0|0|97.0|0|3.0|0|0.0|100
0|2020-04-26|103.0|0|103.0|0|3.0|0|0.0|100
0|2020-04-27|104.0|0|104.0|0|3.0|0|0.0|100
0|2020-04-28|109.0|0|109.0|0|3.0|0|0.0|100
0|2020-04-29|111.0|0|111.0|0|3.0|0|0.0|100
0|2020-04-30|115.0|0|115.0|0|2.0|0|0.0|100
0|2020-05-01|129.0|0|129.0|0|2.0|0|0.0|100
0|2020-05-02|142.0|0|142.0|0|2.0|0|0.0|100
0|2020-05-03|149.0|0|149.0|0|3.0|0|0.0|100
0|2020-05-04|153.0|0|153.0|0|3.0|0|0.0|100
0|2020-05-05|156.0|0|156.0|0|4.0|0|0.0|100
0|2020-05-06|158.0|0|158.0|0|4.0|0|0.0|100
0|2020-05-07|174.0|0|174.0|0|5.0|0|0.0|100
0|2020-05-08|176.0|0|176.0|0|6.0|0|0.0|100
0|2020-05-09|183.0|0|183.0|0|6.0|0|0.0|100
0|2020-05-10|184.0|0|184.0|0|6.0|0|0.0|100
0|2020-05-11|184.0|0|184.0|0|6.0|0|0.0|100
0|2020-05-12|186.0|0|186.0|0|8.0|0|0.0|100
