|dates|Steuben_NewYork_UnitedStates.BLS_EmployedPopulation.data|Steuben_NewYork_UnitedStates.BLS_EmployedPopulation.missing|Steuben_NewYork_UnitedStates.BLS_UnemployedPopulation.data|Steuben_NewYork_UnitedStates.BLS_UnemployedPopulation.missing|Steuben_NewYork_UnitedStates.BLS_UnemploymentRate.data|Steuben_NewYork_UnitedStates.BLS_UnemploymentRate.missing|Steuben_NewYork_UnitedStates.BLS_LaborForcePopulation.data|Steuben_NewYork_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|40777.0|0|2369.5|0|5.491754835270532|0|43146.5|0
0|2020-01-02|40777.0|0|2369.5|0|5.491754835270532|0|43146.5|0
0|2020-01-03|40777.0|0|2369.5|0|5.491754835270532|0|43146.5|0
0|2020-01-04|40777.0|0|2369.5|0|5.491754835270532|0|43146.5|0
0|2020-01-05|40777.0|0|2369.5|0|5.491754835270532|0|43146.5|0
0|2020-01-06|40777.0|0|2369.5|0|5.491754835270532|0|43146.5|0
0|2020-01-07|40777.0|0|2369.5|0|5.491754835270532|0|43146.5|0
0|2020-01-08|40777.0|0|2369.5|0|5.491754835270532|0|43146.5|0
0|2020-01-09|40777.0|0|2369.5|0|5.491754835270532|0|43146.5|0
0|2020-01-10|40777.0|0|2369.5|0|5.491754835270532|0|43146.5|0
0|2020-01-11|40777.0|0|2369.5|0|5.491754835270532|0|43146.5|0
0|2020-01-12|40777.0|0|2369.5|0|5.491754835270532|0|43146.5|0
0|2020-01-13|40777.0|0|2369.5|0|5.491754835270532|0|43146.5|0
0|2020-01-14|40777.0|0|2369.5|0|5.491754835270532|0|43146.5|0
0|2020-01-15|40777.0|0|2369.5|0|5.491754835270532|0|43146.5|0
0|2020-01-16|40777.0|0|2369.5|0|5.491754835270532|0|43146.5|0
0|2020-01-17|40777.0|0|2369.5|0|5.491754835270532|0|43146.5|0
0|2020-01-18|40777.0|0|2369.5|0|5.491754835270532|0|43146.5|0
0|2020-01-19|40777.0|0|2369.5|0|5.491754835270532|0|43146.5|0
0|2020-01-20|40777.0|0|2369.5|0|5.491754835270532|0|43146.5|0
0|2020-01-21|40777.0|0|2369.5|0|5.491754835270532|0|43146.5|0
0|2020-01-22|40777.0|0|2369.5|0|5.491754835270532|0|43146.5|0
0|2020-01-23|40777.0|0|2369.5|0|5.491754835270532|0|43146.5|0
0|2020-01-24|40777.0|0|2369.5|0|5.491754835270532|0|43146.5|0
0|2020-01-25|40777.0|0|2369.5|0|5.491754835270532|0|43146.5|0
0|2020-01-26|40777.0|0|2369.5|0|5.491754835270532|0|43146.5|0
0|2020-01-27|40777.0|0|2369.5|0|5.491754835270532|0|43146.5|0
0|2020-01-28|40777.0|0|2369.5|0|5.491754835270532|0|43146.5|0
0|2020-01-29|40777.0|0|2369.5|0|5.491754835270532|0|43146.5|0
0|2020-01-30|40777.0|0|2369.5|0|5.491754835270532|0|43146.5|0
0|2020-01-31|40777.0|0|2369.5|0|5.491754835270532|0|43146.5|0
0|2020-02-01|40193.5|0|2343.0|0|5.508210595606126|0|42536.5|0
0|2020-02-02|40193.5|0|2343.0|0|5.508210595606126|0|42536.5|0
0|2020-02-03|40193.5|0|2343.0|0|5.508210595606126|0|42536.5|0
0|2020-02-04|40193.5|0|2343.0|0|5.508210595606126|0|42536.5|0
0|2020-02-05|40193.5|0|2343.0|0|5.508210595606126|0|42536.5|0
0|2020-02-06|40193.5|0|2343.0|0|5.508210595606126|0|42536.5|0
0|2020-02-07|40193.5|0|2343.0|0|5.508210595606126|0|42536.5|0
0|2020-02-08|40193.5|0|2343.0|0|5.508210595606126|0|42536.5|0
0|2020-02-09|40193.5|0|2343.0|0|5.508210595606126|0|42536.5|0
0|2020-02-10|40193.5|0|2343.0|0|5.508210595606126|0|42536.5|0
0|2020-02-11|40193.5|0|2343.0|0|5.508210595606126|0|42536.5|0
0|2020-02-12|40193.5|0|2343.0|0|5.508210595606126|0|42536.5|0
0|2020-02-13|40193.5|0|2343.0|0|5.508210595606126|0|42536.5|0
0|2020-02-14|40193.5|0|2343.0|0|5.508210595606126|0|42536.5|0
0|2020-02-15|40193.5|0|2343.0|0|5.508210595606126|0|42536.5|0
0|2020-02-16|40193.5|0|2343.0|0|5.508210595606126|0|42536.5|0
0|2020-02-17|40193.5|0|2343.0|0|5.508210595606126|0|42536.5|0
0|2020-02-18|40193.5|0|2343.0|0|5.508210595606126|0|42536.5|0
0|2020-02-19|40193.5|0|2343.0|0|5.508210595606126|0|42536.5|0
0|2020-02-20|40193.5|0|2343.0|0|5.508210595606126|0|42536.5|0
0|2020-02-21|40193.5|0|2343.0|0|5.508210595606126|0|42536.5|0
0|2020-02-22|40193.5|0|2343.0|0|5.508210595606126|0|42536.5|0
