|dates|Pinal_Arizona_UnitedStates.JHU_ConfirmedCases.data|Pinal_Arizona_UnitedStates.JHU_ConfirmedCases.missing|Pinal_Arizona_UnitedStates.NYT_ConfirmedCases.data|Pinal_Arizona_UnitedStates.NYT_ConfirmedCases.missing|Pinal_Arizona_UnitedStates.JHU_ConfirmedDeaths.data|Pinal_Arizona_UnitedStates.JHU_ConfirmedDeaths.missing|Pinal_Arizona_UnitedStates.JHU_ConfirmedRecoveries.data|Pinal_Arizona_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-07|2.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-08|2.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-09|2.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-10|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-11|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-12|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-13|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-14|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-15|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-16|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-17|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-18|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-19|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-20|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-21|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-03-22|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-03-23|17.0|0|17.0|0|0.0|0|0.0|100
0|2020-03-24|22.0|0|22.0|0|0.0|0|0.0|100
0|2020-03-25|23.0|0|23.0|0|0.0|0|0.0|100
0|2020-03-26|35.0|0|35.0|0|0.0|0|0.0|100
0|2020-03-27|36.0|0|36.0|0|0.0|0|0.0|100
0|2020-03-28|41.0|0|41.0|0|0.0|0|0.0|100
0|2020-03-29|51.0|0|51.0|0|0.0|0|0.0|100
0|2020-03-30|64.0|0|64.0|0|0.0|0|0.0|100
0|2020-03-31|62.0|0|62.0|0|0.0|0|0.0|100
0|2020-04-01|65.0|0|65.0|0|0.0|0|0.0|100
0|2020-04-02|69.0|0|69.0|0|0.0|0|0.0|100
0|2020-04-03|77.0|0|77.0|0|0.0|0|0.0|100
0|2020-04-04|89.0|0|89.0|0|0.0|0|0.0|100
0|2020-04-05|103.0|0|103.0|0|0.0|0|0.0|100
0|2020-04-06|106.0|0|107.0|0|0.0|0|0.0|100
0|2020-04-07|120.0|0|120.0|0|0.0|0|0.0|100
0|2020-04-08|124.0|0|124.0|0|0.0|0|0.0|100
0|2020-04-09|137.0|0|137.0|0|0.0|0|0.0|100
0|2020-04-10|138.0|0|138.0|0|0.0|0|0.0|100
0|2020-04-11|146.0|0|146.0|0|0.0|0|0.0|100
0|2020-04-12|163.0|0|163.0|0|0.0|0|0.0|100
0|2020-04-13|168.0|0|168.0|0|0.0|0|0.0|100
0|2020-04-14|175.0|0|175.0|0|0.0|0|0.0|100
0|2020-04-15|182.0|0|182.0|0|0.0|0|0.0|100
0|2020-04-16|197.0|0|197.0|0|0.0|0|0.0|100
0|2020-04-17|212.0|0|212.0|0|0.0|0|0.0|100
0|2020-04-18|235.0|0|235.0|0|6.0|0|0.0|100
0|2020-04-19|247.0|0|247.0|0|7.0|0|0.0|100
0|2020-04-20|256.0|0|256.0|0|7.0|0|0.0|100
0|2020-04-21|268.0|0|268.0|0|7.0|0|0.0|100
0|2020-04-22|283.0|0|283.0|0|8.0|0|0.0|100
0|2020-04-23|303.0|0|303.0|0|8.0|0|0.0|100
0|2020-04-24|317.0|0|317.0|0|9.0|0|0.0|100
0|2020-04-25|332.0|0|332.0|0|9.0|0|0.0|100
0|2020-04-26|342.0|0|342.0|0|9.0|0|0.0|100
0|2020-04-27|359.0|0|359.0|0|9.0|0|0.0|100
0|2020-04-28|365.0|0|365.0|0|9.0|0|0.0|100
0|2020-04-29|387.0|0|387.0|0|11.0|0|0.0|100
0|2020-04-30|397.0|0|397.0|0|11.0|0|0.0|100
0|2020-05-01|417.0|0|417.0|0|13.0|0|0.0|100
0|2020-05-02|435.0|0|435.0|0|13.0|0|0.0|100
0|2020-05-03|456.0|0|456.0|0|13.0|0|0.0|100
0|2020-05-04|468.0|0|468.0|0|13.0|0|0.0|100
0|2020-05-05|478.0|0|478.0|0|15.0|0|0.0|100
0|2020-05-06|497.0|0|497.0|0|15.0|0|0.0|100
0|2020-05-07|530.0|0|530.0|0|15.0|0|0.0|100
0|2020-05-08|566.0|0|566.0|0|19.0|0|0.0|100
0|2020-05-09|585.0|0|585.0|0|19.0|0|0.0|100
0|2020-05-10|600.0|0|600.0|0|19.0|0|0.0|100
0|2020-05-11|620.0|0|620.0|0|19.0|0|0.0|100
0|2020-05-12|636.0|0|636.0|0|20.0|0|0.0|100
0|2020-05-13|643.0|0|643.0|0|20.0|0|0.0|100
