|dates|Catawba_NorthCarolina_UnitedStates.AverageDailyTemperature.data|Catawba_NorthCarolina_UnitedStates.AverageDailyTemperature.missing|Catawba_NorthCarolina_UnitedStates.AverageDewPoint.data|Catawba_NorthCarolina_UnitedStates.AverageDewPoint.missing|Catawba_NorthCarolina_UnitedStates.AverageRelativeHumidity.data|Catawba_NorthCarolina_UnitedStates.AverageRelativeHumidity.missing|Catawba_NorthCarolina_UnitedStates.AverageSurfaceAirPressure.data|Catawba_NorthCarolina_UnitedStates.AverageSurfaceAirPressure.missing
0|2020-01-01|43.583333333333336|0|27.083333333333332|0|53.625|0|28.66833333333334|0
0|2020-01-02|40.625|0|36.0|0|83.88194444444444|0|28.725312500000005|0
0|2020-01-03|46.46875|0|44.73749999999999|0|93.7951388888889|0|28.628472222222225|0
0|2020-01-04|49.694444444444436|0|41.60069444444444|0|76.37152777777777|0|28.557812499999997|0
0|2020-01-05|41.125|0|24.75|0|53.875|0|28.854166666666668|0
0|2020-01-06|45.583333333333336|0|24.875|0|48.833333333333336|0|28.82250000000001|0
0|2020-01-07|42.28472222222222|0|27.388888888888886|0|58.173611111111114|0|28.74826388888889|0
0|2020-01-08|46.166666666666664|0|22.333333333333332|0|40.75|0|29.003749999999997|0
0|2020-01-09|43.208333333333336|0|26.375|0|54.666666666666664|0|29.27791666666666|0
0|2020-01-10|47.618055555555564|0|37.44444444444444|0|68.49305555555556|0|29.203333333333333|0
0|2020-01-11|59.45000000000001|0|57.204861111111114|0|92.3236111111111|0|28.881854166666667|0
0|2020-01-12|61.07638888888889|0|51.395833333333336|0|73.25694444444444|0|28.9325|0
0|2020-01-13|53.68749999999999|0|52.02569444444444|0|94.04583333333333|0|29.046812499999987|0
0|2020-01-14|57.00843253968253|0|55.24057539682539|0|93.93650793650794|0|28.92864583333333|0
0|2020-01-15|56.68680555555556|0|53.96210317460318|0|90.91636904761906|0|28.894769841269845|0
0|2020-01-16|53.40902777777777|0|32.50486111111111|0|52.60069444444445|0|28.97130555555556|0
0|2020-01-17|41.666666666666664|0|13.458333333333334|0|32.375|0|29.27958333333334|0
0|2020-01-18|37.18749999999999|0|27.1875|0|70.27430555555556|0|29.027812500000007|0
0|2020-01-19|40.71597222222223|0|23.988194444444446|0|57.33958333333334|0|28.72593055555555|0
0|2020-01-20|29.125|0|12.833333333333334|0|51.708333333333336|0|29.013750000000005|0
0|2020-01-21|27.958333333333332|0|11.25|0|51.416666666666664|0|29.114166666666673|0
0|2020-01-22|31.958333333333332|0|14.083333333333334|0|51.125|0|29.09291666666667|0
0|2020-01-23|36.666666666666664|0|18.25|0|50.666666666666664|0|29.00750000000001|0
0|2020-01-24|39.20972222222222|0|35.744791666666664|0|88.77881944444444|0|28.764902777777774|0
0|2020-01-25|41.30555555555556|0|33.333333333333336|0|75.86111111111111|0|28.679375000000007|0
0|2020-01-26|40.583333333333336|0|26.458333333333332|0|60.25|0|28.703333333333333|0
0|2020-01-27|42.65277777777778|0|34.666666666666664|0|73.66666666666667|0|28.60111111111112|0
0|2020-01-28|43.541666666666664|0|30.958333333333332|0|63.833333333333336|0|28.69250000000001|0
0|2020-01-29|39.958333333333336|0|30.805555555555554|0|71.2361111111111|0|28.77597222222221|0
0|2020-01-30|41.104166666666664|0|31.729166666666668|0|69.72916666666667|0|28.88854166666668|0
0|2020-01-31|34.86805555555555|0|29.788194444444446|0|82.35069444444444|0|28.918402777777782|0
0|2020-02-01|40.450694444444444|0|34.28541666666667|0|80.03611111111111|0|28.66291666666667|0
0|2020-02-02|49.458333333333336|0|29.041666666666668|0|46.916666666666664|0|28.576666666666668|0
0|2020-02-03|58.708333333333336|0|33.75|0|41.083333333333336|0|28.70583333333334|0
0|2020-02-04|58.291666666666664|0|44.541666666666664|0|61.541666666666664|0|28.689999999999987|0
0|2020-02-05|59.0625|0|56.583333333333336|0|91.46180555555554|0|28.613159722222225|0
