|dates|Tallapoosa_Alabama_UnitedStates.JHU_ConfirmedCases.data|Tallapoosa_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Tallapoosa_Alabama_UnitedStates.NYT_ConfirmedCases.data|Tallapoosa_Alabama_UnitedStates.NYT_ConfirmedCases.missing|Tallapoosa_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Tallapoosa_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Tallapoosa_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Tallapoosa_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-23|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-24|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-25|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-26|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-27|4.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-28|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-29|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-30|8.0|0|12.0|0|0.0|0|0.0|100
0|2020-03-31|12.0|0|13.0|0|1.0|0|0.0|100
0|2020-04-01|13.0|0|14.0|0|1.0|0|0.0|100
0|2020-04-02|17.0|0|17.0|0|1.0|0|0.0|100
0|2020-04-03|19.0|0|20.0|0|1.0|0|0.0|100
0|2020-04-04|20.0|0|20.0|0|1.0|0|0.0|100
0|2020-04-05|29.0|0|30.0|0|1.0|0|0.0|100
0|2020-04-06|30.0|0|31.0|0|1.0|0|0.0|100
0|2020-04-07|33.0|0|33.0|0|1.0|0|0.0|100
0|2020-04-08|35.0|0|43.0|0|1.0|0|0.0|100
0|2020-04-09|45.0|0|48.0|0|2.0|0|0.0|100
0|2020-04-10|53.0|0|53.0|0|2.0|0|0.0|100
0|2020-04-11|61.0|0|62.0|0|4.0|0|0.0|100
0|2020-04-12|98.0|0|99.0|0|4.0|0|0.0|100
0|2020-04-13|101.0|0|107.0|0|5.0|0|0.0|100
0|2020-04-14|123.0|0|123.0|0|7.0|0|0.0|100
0|2020-04-15|127.0|0|149.0|0|7.0|0|0.0|100
0|2020-04-16|158.0|0|160.0|0|7.0|0|0.0|100
0|2020-04-17|160.0|0|160.0|0|9.0|0|0.0|100
0|2020-04-18|179.0|0|180.0|0|11.0|0|0.0|100
0|2020-04-19|195.0|0|195.0|0|12.0|0|0.0|100
0|2020-04-20|193.0|0|193.0|0|12.0|0|0.0|100
0|2020-04-21|228.0|0|228.0|0|14.0|0|0.0|100
0|2020-04-22|242.0|0|242.0|0|15.0|0|0.0|100
0|2020-04-23|254.0|0|254.0|0|16.0|0|0.0|100
0|2020-04-24|261.0|0|261.0|0|17.0|0|0.0|100
0|2020-04-25|261.0|0|267.0|0|17.0|0|0.0|100
0|2020-04-26|274.0|0|274.0|0|17.0|0|0.0|100
0|2020-04-27|275.0|0|275.0|0|17.0|0|0.0|100
0|2020-04-28|279.0|0|279.0|0|17.0|0|0.0|100
0|2020-04-29|282.0|0|280.0|0|17.0|0|0.0|100
0|2020-04-30|285.0|0|285.0|0|18.0|0|0.0|100
0|2020-05-01|286.0|0|286.0|0|18.0|0|0.0|100
0|2020-05-02|290.0|0|290.0|0|18.0|0|0.0|100
0|2020-05-03|295.0|0|295.0|0|18.0|0|0.0|100
0|2020-05-04|298.0|0|298.0|0|19.0|0|0.0|100
0|2020-05-05|303.0|0|303.0|0|22.0|0|0.0|100
0|2020-05-06|304.0|0|304.0|0|23.0|0|0.0|100
0|2020-05-07|314.0|0|314.0|0|40.0|0|0.0|100
0|2020-05-08|315.0|0|315.0|0|41.0|0|0.0|100
0|2020-05-09|316.0|0|316.0|0|42.0|0|0.0|100
0|2020-05-10|323.0|0|323.0|0|42.0|0|0.0|100
0|2020-05-11|328.0|0|328.0|0|42.0|0|0.0|100
0|2020-05-12|330.0|0|330.0|0|50.0|0|0.0|100
