|dates|Davidson_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Davidson_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Davidson_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Davidson_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Davidson_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Davidson_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Davidson_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Davidson_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-09|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-10|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-11|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-12|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-13|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-14|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-03-15|14.0|0|17.0|0|0.0|0|0.0|100
0|2020-03-16|25.0|0|25.0|0|0.0|0|0.0|100
0|2020-03-17|42.0|0|42.0|0|0.0|0|0.0|100
0|2020-03-18|58.0|0|58.0|0|0.0|0|0.0|100
0|2020-03-19|75.0|0|75.0|0|0.0|0|0.0|100
0|2020-03-20|101.0|0|110.0|0|1.0|0|0.0|100
0|2020-03-21|140.0|0|140.0|0|1.0|0|0.0|100
0|2020-03-22|167.0|0|167.0|0|2.0|0|0.0|100
0|2020-03-23|164.0|0|184.0|0|2.0|0|0.0|100
0|2020-03-24|253.0|0|253.0|0|2.0|0|0.0|100
0|2020-03-25|257.0|0|257.0|0|2.0|0|0.0|100
0|2020-03-26|293.0|0|293.0|0|2.0|0|0.0|100
0|2020-03-27|312.0|0|312.0|0|2.0|0|0.0|100
0|2020-03-28|376.0|0|376.0|0|2.0|0|0.0|100
0|2020-03-29|394.0|0|394.0|0|2.0|0|0.0|100
0|2020-03-30|443.0|0|443.0|0|3.0|0|0.0|100
0|2020-03-31|541.0|0|541.0|0|3.0|0|0.0|100
0|2020-04-01|673.0|0|673.0|0|4.0|0|0.0|100
0|2020-04-02|617.0|0|785.0|0|5.0|0|0.0|100
0|2020-04-03|685.0|0|808.0|0|6.0|0|0.0|100
0|2020-04-04|741.0|0|856.0|0|6.0|0|0.0|100
0|2020-04-05|801.0|0|924.0|0|6.0|0|0.0|100
0|2020-04-06|819.0|0|1034.0|0|7.0|0|0.0|100
0|2020-04-07|888.0|0|1075.0|0|9.0|0|0.0|100
0|2020-04-08|946.0|0|1140.0|0|13.0|0|0.0|100
0|2020-04-09|1004.0|0|1140.0|0|13.0|0|0.0|100
0|2020-04-10|1048.0|0|1224.0|0|13.0|0|0.0|100
0|2020-04-11|1111.0|0|1256.0|0|13.0|0|0.0|100
0|2020-04-12|1349.0|0|1348.0|0|13.0|0|0.0|100
0|2020-04-13|1207.0|0|1385.0|0|16.0|0|0.0|100
0|2020-04-14|1237.0|0|1457.0|0|18.0|0|0.0|100
0|2020-04-15|1237.0|0|1492.0|0|18.0|0|0.0|100
0|2020-04-16|1492.0|0|1560.0|0|19.0|0|0.0|100
0|2020-04-17|1307.0|0|1597.0|0|19.0|0|0.0|100
0|2020-04-18|1465.0|0|1680.0|0|19.0|0|0.0|100
0|2020-04-19|1638.0|0|1751.0|0|19.0|0|0.0|100
0|2020-04-20|1675.0|0|1751.0|0|19.0|0|0.0|100
0|2020-04-21|1719.0|0|1936.0|0|20.0|0|0.0|100
0|2020-04-22|1719.0|0|1962.0|0|20.0|0|0.0|100
0|2020-04-23|1934.0|0|2144.0|0|21.0|0|0.0|100
0|2020-04-24|2011.0|0|2176.0|0|21.0|0|0.0|100
0|2020-04-25|2136.0|0|2213.0|0|22.0|0|0.0|100
0|2020-04-26|2236.0|0|2370.0|0|23.0|0|0.0|100
0|2020-04-27|2338.0|0|2488.0|0|25.0|0|0.0|100
0|2020-04-28|2383.0|0|2588.0|0|25.0|0|0.0|100
0|2020-04-29|2454.0|0|2618.0|0|25.0|0|0.0|100
0|2020-04-30|2612.0|0|2669.0|0|28.0|0|0.0|100
0|2020-05-01|2652.0|0|2832.0|0|28.0|0|0.0|100
0|2020-05-02|2773.0|0|2875.0|0|28.0|0|0.0|100
0|2020-05-03|2904.0|0|3026.0|0|28.0|0|0.0|100
0|2020-05-04|2999.0|0|3191.0|0|29.0|0|0.0|100
0|2020-05-05|3033.0|0|3322.0|0|30.0|0|0.0|100
0|2020-05-06|3128.0|0|3346.0|0|31.0|0|0.0|100
0|2020-05-07|3157.0|0|3432.0|0|31.0|0|0.0|100
0|2020-05-08|3300.0|0|3460.0|0|31.0|0|0.0|100
0|2020-05-09|3358.0|0|3586.0|0|31.0|0|0.0|100
0|2020-05-10|3401.0|0|3652.0|0|31.0|0|0.0|100
0|2020-05-11|3465.0|0|3699.0|0|32.0|0|0.0|100
