|dates|Pike_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Pike_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Pike_Mississippi_UnitedStates.NYT_ConfirmedCases.data|Pike_Mississippi_UnitedStates.NYT_ConfirmedCases.missing|Pike_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Pike_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Pike_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Pike_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-21|1.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-22|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-23|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-24|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-25|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-26|12.0|0|12.0|0|0.0|0|0.0|100
0|2020-03-27|12.0|0|12.0|0|0.0|0|0.0|100
0|2020-03-28|12.0|0|12.0|0|0.0|0|0.0|100
0|2020-03-29|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-03-30|14.0|0|16.0|0|0.0|0|0.0|100
0|2020-03-31|17.0|0|17.0|0|0.0|0|0.0|100
0|2020-04-01|20.0|0|20.0|0|0.0|0|0.0|100
0|2020-04-02|21.0|0|21.0|0|0.0|0|0.0|100
0|2020-04-03|21.0|0|21.0|0|0.0|0|0.0|100
0|2020-04-04|23.0|0|23.0|0|0.0|0|0.0|100
0|2020-04-05|26.0|0|26.0|0|0.0|0|0.0|100
0|2020-04-06|28.0|0|28.0|0|0.0|0|0.0|100
0|2020-04-07|31.0|0|31.0|0|0.0|0|0.0|100
0|2020-04-08|33.0|0|33.0|0|1.0|0|0.0|100
0|2020-04-09|35.0|0|35.0|0|1.0|0|0.0|100
0|2020-04-10|39.0|0|39.0|0|1.0|0|0.0|100
0|2020-04-11|47.0|0|47.0|0|1.0|0|0.0|100
0|2020-04-12|54.0|0|54.0|0|1.0|0|0.0|100
0|2020-04-13|59.0|0|59.0|0|1.0|0|0.0|100
0|2020-04-14|62.0|0|62.0|0|1.0|0|0.0|100
0|2020-04-15|72.0|0|72.0|0|2.0|0|0.0|100
0|2020-04-16|82.0|0|82.0|0|2.0|0|0.0|100
0|2020-04-17|93.0|0|93.0|0|2.0|0|0.0|100
0|2020-04-18|97.0|0|97.0|0|2.0|0|0.0|100
0|2020-04-19|104.0|0|104.0|0|2.0|0|0.0|100
0|2020-04-20|115.0|0|115.0|0|2.0|0|0.0|100
0|2020-04-21|118.0|0|118.0|0|3.0|0|0.0|100
0|2020-04-22|118.0|0|118.0|0|3.0|0|0.0|100
0|2020-04-23|126.0|0|126.0|0|3.0|0|0.0|100
0|2020-04-24|127.0|0|127.0|0|4.0|0|0.0|100
0|2020-04-25|133.0|0|133.0|0|5.0|0|0.0|100
0|2020-04-26|136.0|0|136.0|0|5.0|0|0.0|100
0|2020-04-27|136.0|0|136.0|0|5.0|0|0.0|100
0|2020-04-28|142.0|0|142.0|0|7.0|0|0.0|100
0|2020-04-29|143.0|0|143.0|0|7.0|0|0.0|100
0|2020-04-30|148.0|0|148.0|0|7.0|0|0.0|100
0|2020-05-01|149.0|0|149.0|0|7.0|0|0.0|100
0|2020-05-02|153.0|0|153.0|0|7.0|0|0.0|100
0|2020-05-03|155.0|0|155.0|0|7.0|0|0.0|100
0|2020-05-04|155.0|0|155.0|0|7.0|0|0.0|100
0|2020-05-05|160.0|0|160.0|0|9.0|0|0.0|100
0|2020-05-06|159.0|0|159.0|0|9.0|0|0.0|100
0|2020-05-07|162.0|0|162.0|0|9.0|0|0.0|100
0|2020-05-08|163.0|0|163.0|0|10.0|0|0.0|100
0|2020-05-09|168.0|0|168.0|0|10.0|0|0.0|100
0|2020-05-10|168.0|0|168.0|0|10.0|0|0.0|100
0|2020-05-11|170.0|0|170.0|0|10.0|0|0.0|100
0|2020-05-12|173.0|0|173.0|0|10.0|0|0.0|100
0|2020-05-13|173.0|0|173.0|0|10.0|0|0.0|100
