|dates|Unassigned_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Unassigned_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Unassigned_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Unassigned_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Unassigned_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Unassigned_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Unassigned_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Unassigned_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|22.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-20|43.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-21|0.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-22|30.0|0|28.0|0|0.0|0|0.0|100
0|2020-03-23|84.0|0|109.0|0|0.0|0|0.0|100
0|2020-03-24|68.0|0|72.0|0|0.0|0|0.0|100
0|2020-03-25|111.0|0|94.0|0|0.0|0|0.0|100
0|2020-03-26|142.0|0|111.0|0|0.0|0|0.0|100
0|2020-03-27|202.0|0|172.0|0|3.0|0|0.0|100
0|2020-03-28|191.0|0|161.0|0|4.0|0|0.0|100
0|2020-03-29|220.0|0|190.0|0|4.0|0|0.0|100
0|2020-03-30|227.0|0|105.0|0|4.0|0|0.0|100
0|2020-03-31|337.0|0|184.0|0|11.0|0|0.0|100
0|2020-04-01|442.0|0|375.0|0|11.0|0|0.0|100
0|2020-04-02|6.0|0|102.0|0|0.0|0|0.0|100
0|2020-04-03|54.0|0|53.0|0|0.0|0|0.0|100
0|2020-04-04|63.0|0|63.0|0|0.0|0|0.0|100
0|2020-04-05|86.0|0|81.0|0|0.0|0|0.0|100
0|2020-04-06|69.0|0|69.0|0|0.0|0|0.0|100
0|2020-04-07|59.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-08|31.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-09|38.0|0|0.0|0|0.0|0|0.0|100
0|2020-04-10|22.0|0|22.0|0|0.0|0|0.0|100
0|2020-04-11|19.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-12|12.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-13|46.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-14|136.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-15|136.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-16|197.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-17|209.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-18|37.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-19|88.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-20|57.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-21|36.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-22|36.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-23|30.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-24|19.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-25|48.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-26|37.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-27|49.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-28|35.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-29|42.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-30|33.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-01|33.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-02|86.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-03|118.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-04|133.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-05|89.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-06|76.0|0|0.0|100|1.0|0|0.0|100
0|2020-05-07|56.0|0|112.0|0|1.0|0|0.0|100
0|2020-05-08|30.0|0|71.0|0|1.0|0|0.0|100
0|2020-05-09|33.0|0|73.0|0|0.0|0|0.0|100
0|2020-05-10|34.0|0|153.0|0|0.0|0|0.0|100
0|2020-05-11|38.0|0|78.0|0|0.0|0|0.0|100
0|2020-05-12|224.0|0|80.0|0|0.0|0|0.0|100
0|2020-05-13|128.0|0|81.0|0|0.0|0|0.0|100
