|dates|Benton_Washington_UnitedStates.JHU_ConfirmedCases.data|Benton_Washington_UnitedStates.JHU_ConfirmedCases.missing|Benton_Washington_UnitedStates.NYT_ConfirmedCases.data|Benton_Washington_UnitedStates.NYT_ConfirmedCases.missing|Benton_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Benton_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Benton_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Benton_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-19|0.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-20|3.0|0|3.0|0|1.0|0|0.0|100
0|2020-03-21|7.0|0|8.0|0|2.0|0|0.0|100
0|2020-03-22|7.0|0|8.0|0|2.0|0|0.0|100
0|2020-03-23|9.0|0|8.0|0|3.0|0|0.0|100
0|2020-03-24|9.0|0|12.0|0|3.0|0|0.0|100
0|2020-03-25|12.0|0|10.0|0|3.0|0|0.0|100
0|2020-03-26|19.0|0|19.0|0|4.0|0|0.0|100
0|2020-03-27|42.0|0|42.0|0|4.0|0|0.0|100
0|2020-03-28|42.0|0|56.0|0|5.0|0|0.0|100
0|2020-03-29|56.0|0|101.0|0|5.0|0|0.0|100
0|2020-03-30|102.0|0|101.0|0|5.0|0|0.0|100
0|2020-03-31|89.0|0|101.0|0|6.0|0|0.0|100
0|2020-04-01|108.0|0|108.0|0|7.0|0|0.0|100
0|2020-04-02|130.0|0|133.0|0|9.0|0|0.0|100
0|2020-04-03|136.0|0|136.0|0|13.0|0|0.0|100
0|2020-04-04|151.0|0|151.0|0|13.0|0|0.0|100
0|2020-04-05|164.0|0|166.0|0|13.0|0|0.0|100
0|2020-04-06|175.0|0|175.0|0|17.0|0|0.0|100
0|2020-04-07|176.0|0|179.0|0|19.0|0|0.0|100
0|2020-04-08|179.0|0|190.0|0|19.0|0|0.0|100
0|2020-04-09|215.0|0|215.0|0|25.0|0|0.0|100
0|2020-04-10|233.0|0|234.0|0|25.0|0|0.0|100
0|2020-04-11|244.0|0|246.0|0|25.0|0|0.0|100
0|2020-04-12|249.0|0|250.0|0|25.0|0|0.0|100
0|2020-04-13|259.0|0|261.0|0|27.0|0|0.0|100
0|2020-04-14|266.0|0|266.0|0|29.0|0|0.0|100
0|2020-04-15|266.0|0|273.0|0|29.0|0|0.0|100
0|2020-04-16|283.0|0|284.0|0|34.0|0|0.0|100
0|2020-04-17|295.0|0|295.0|0|34.0|0|0.0|100
0|2020-04-18|306.0|0|306.0|0|34.0|0|0.0|100
0|2020-04-19|313.0|0|314.0|0|34.0|0|0.0|100
0|2020-04-20|314.0|0|334.0|0|34.0|0|0.0|100
0|2020-04-21|423.0|0|338.0|0|34.0|0|0.0|100
0|2020-04-22|423.0|0|348.0|0|35.0|0|0.0|100
0|2020-04-23|365.0|0|365.0|0|36.0|0|0.0|100
0|2020-04-24|383.0|0|383.0|0|36.0|0|0.0|100
0|2020-04-25|399.0|0|399.0|0|37.0|0|0.0|100
0|2020-04-26|405.0|0|405.0|0|37.0|0|0.0|100
0|2020-04-27|409.0|0|409.0|0|38.0|0|0.0|100
0|2020-04-28|415.0|0|415.0|0|39.0|0|0.0|100
0|2020-04-29|422.0|0|418.0|0|40.0|0|0.0|100
0|2020-04-30|430.0|0|430.0|0|41.0|0|0.0|100
0|2020-05-01|461.0|0|461.0|0|41.0|0|0.0|100
0|2020-05-02|494.0|0|494.0|0|43.0|0|0.0|100
0|2020-05-03|518.0|0|518.0|0|44.0|0|0.0|100
0|2020-05-04|532.0|0|532.0|0|44.0|0|0.0|100
0|2020-05-05|537.0|0|537.0|0|46.0|0|0.0|100
0|2020-05-06|548.0|0|660.0|0|46.0|0|0.0|100
0|2020-05-07|550.0|0|665.0|0|47.0|0|0.0|100
0|2020-05-08|559.0|0|675.0|0|48.0|0|0.0|100
0|2020-05-09|575.0|0|695.0|0|51.0|0|0.0|100
0|2020-05-10|577.0|0|705.0|0|51.0|0|0.0|100
0|2020-05-11|586.0|0|719.0|0|52.0|0|0.0|100
0|2020-05-12|588.0|0|723.0|0|53.0|0|0.0|100
0|2020-05-13|595.0|0|732.0|0|53.0|0|0.0|100
0|2020-05-14|605.0|0|752.0|0|55.0|0|0.0|100
