|dates|McHenry_Illinois_UnitedStates.JHU_ConfirmedCases.data|McHenry_Illinois_UnitedStates.JHU_ConfirmedCases.missing|McHenry_Illinois_UnitedStates.NYT_ConfirmedCases.data|McHenry_Illinois_UnitedStates.NYT_ConfirmedCases.missing|McHenry_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|McHenry_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|McHenry_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|McHenry_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-11|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-12|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-13|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-14|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-15|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-16|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-17|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-18|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-19|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-20|6.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-21|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-03-22|12.0|0|12.0|0|0.0|0|0.0|100
0|2020-03-23|12.0|0|12.0|0|0.0|0|0.0|100
0|2020-03-24|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-03-25|19.0|0|19.0|0|0.0|0|0.0|100
0|2020-03-26|19.0|0|27.0|0|1.0|0|0.0|100
0|2020-03-27|45.0|0|45.0|0|1.0|0|0.0|100
0|2020-03-28|47.0|0|47.0|0|2.0|0|0.0|100
0|2020-03-29|52.0|0|52.0|0|2.0|0|0.0|100
0|2020-03-30|52.0|0|52.0|0|2.0|0|0.0|100
0|2020-03-31|63.0|0|63.0|0|2.0|0|0.0|100
0|2020-04-01|69.0|0|69.0|0|2.0|0|0.0|100
0|2020-04-02|81.0|0|81.0|0|3.0|0|0.0|100
0|2020-04-03|102.0|0|102.0|0|3.0|0|0.0|100
0|2020-04-04|122.0|0|122.0|0|3.0|0|0.0|100
0|2020-04-05|133.0|0|133.0|0|3.0|0|0.0|100
0|2020-04-06|144.0|0|144.0|0|3.0|0|0.0|100
0|2020-04-07|144.0|0|156.0|0|3.0|0|0.0|100
0|2020-04-08|180.0|0|180.0|0|5.0|0|0.0|100
0|2020-04-09|180.0|0|198.0|0|5.0|0|0.0|100
0|2020-04-10|206.0|0|206.0|0|5.0|0|0.0|100
0|2020-04-11|220.0|0|220.0|0|6.0|0|0.0|100
0|2020-04-12|235.0|0|235.0|0|6.0|0|0.0|100
0|2020-04-13|245.0|0|245.0|0|7.0|0|0.0|100
0|2020-04-14|257.0|0|257.0|0|8.0|0|0.0|100
0|2020-04-15|264.0|0|264.0|0|11.0|0|0.0|100
0|2020-04-16|279.0|0|279.0|0|13.0|0|0.0|100
0|2020-04-17|306.0|0|306.0|0|13.0|0|0.0|100
0|2020-04-18|340.0|0|340.0|0|17.0|0|0.0|100
0|2020-04-19|340.0|0|340.0|0|17.0|0|0.0|100
0|2020-04-20|351.0|0|351.0|0|17.0|0|0.0|100
0|2020-04-21|368.0|0|368.0|0|20.0|0|0.0|100
0|2020-04-22|399.0|0|399.0|0|22.0|0|0.0|100
0|2020-04-23|419.0|0|419.0|0|26.0|0|0.0|100
0|2020-04-24|459.0|0|459.0|0|27.0|0|0.0|100
0|2020-04-25|502.0|0|502.0|0|28.0|0|0.0|100
0|2020-04-26|513.0|0|513.0|0|28.0|0|0.0|100
0|2020-04-27|538.0|0|538.0|0|28.0|0|0.0|100
0|2020-04-28|552.0|0|552.0|0|31.0|0|0.0|100
0|2020-04-29|588.0|0|588.0|0|33.0|0|0.0|100
0|2020-04-30|621.0|0|621.0|0|34.0|0|0.0|100
0|2020-05-01|666.0|0|666.0|0|37.0|0|0.0|100
0|2020-05-02|693.0|0|693.0|0|38.0|0|0.0|100
0|2020-05-03|738.0|0|738.0|0|37.0|0|0.0|100
0|2020-05-04|790.0|0|790.0|0|38.0|0|0.0|100
0|2020-05-05|802.0|0|802.0|0|40.0|0|0.0|100
0|2020-05-06|814.0|0|814.0|0|42.0|0|0.0|100
0|2020-05-07|857.0|0|857.0|0|44.0|0|0.0|100
0|2020-05-08|897.0|0|897.0|0|48.0|0|0.0|100
0|2020-05-09|936.0|0|936.0|0|52.0|0|0.0|100
0|2020-05-10|945.0|0|945.0|0|51.0|0|0.0|100
0|2020-05-11|958.0|0|958.0|0|52.0|0|0.0|100
0|2020-05-12|1026.0|0|1026.0|0|55.0|0|0.0|100
0|2020-05-13|1049.0|0|1049.0|0|56.0|0|0.0|100
