|dates|Yavapai_Arizona_UnitedStates.JHU_ConfirmedCases.data|Yavapai_Arizona_UnitedStates.JHU_ConfirmedCases.missing|Yavapai_Arizona_UnitedStates.NYT_ConfirmedCases.data|Yavapai_Arizona_UnitedStates.NYT_ConfirmedCases.missing|Yavapai_Arizona_UnitedStates.JHU_ConfirmedDeaths.data|Yavapai_Arizona_UnitedStates.JHU_ConfirmedDeaths.missing|Yavapai_Arizona_UnitedStates.JHU_ConfirmedRecoveries.data|Yavapai_Arizona_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-20|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-21|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-22|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-23|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-24|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-25|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-26|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-27|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-28|13.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-29|12.0|0|12.0|0|0.0|0|0.0|100
0|2020-03-30|15.0|0|19.0|0|0.0|0|0.0|100
0|2020-03-31|21.0|0|24.0|0|0.0|0|0.0|100
0|2020-04-01|24.0|0|24.0|0|0.0|0|0.0|100
0|2020-04-02|34.0|0|34.0|0|0.0|0|0.0|100
0|2020-04-03|35.0|0|35.0|0|0.0|0|0.0|100
0|2020-04-04|43.0|0|43.0|0|0.0|0|0.0|100
0|2020-04-05|45.0|0|45.0|0|0.0|0|0.0|100
0|2020-04-06|49.0|0|50.0|0|0.0|0|0.0|100
0|2020-04-07|57.0|0|57.0|0|0.0|0|0.0|100
0|2020-04-08|58.0|0|58.0|0|0.0|0|0.0|100
0|2020-04-09|62.0|0|62.0|0|0.0|0|0.0|100
0|2020-04-10|62.0|0|62.0|0|0.0|0|0.0|100
0|2020-04-11|63.0|0|63.0|0|0.0|0|0.0|100
0|2020-04-12|63.0|0|63.0|0|1.0|0|0.0|100
0|2020-04-13|65.0|0|65.0|0|1.0|0|0.0|100
0|2020-04-14|70.0|0|70.0|0|1.0|0|0.0|100
0|2020-04-15|66.0|0|66.0|0|1.0|0|0.0|100
0|2020-04-16|68.0|0|68.0|0|1.0|0|0.0|100
0|2020-04-17|69.0|0|69.0|0|1.0|0|0.0|100
0|2020-04-18|72.0|0|72.0|0|1.0|0|0.0|100
0|2020-04-19|72.0|0|72.0|0|1.0|0|0.0|100
0|2020-04-20|71.0|0|71.0|0|1.0|0|0.0|100
0|2020-04-21|72.0|0|72.0|0|1.0|0|0.0|100
0|2020-04-22|73.0|0|73.0|0|1.0|0|0.0|100
0|2020-04-23|75.0|0|75.0|0|1.0|0|0.0|100
0|2020-04-24|75.0|0|75.0|0|1.0|0|0.0|100
0|2020-04-25|76.0|0|76.0|0|1.0|0|0.0|100
0|2020-04-26|76.0|0|76.0|0|1.0|0|0.0|100
0|2020-04-27|77.0|0|77.0|0|1.0|0|0.0|100
0|2020-04-28|77.0|0|77.0|0|1.0|0|0.0|100
0|2020-04-29|79.0|0|79.0|0|1.0|0|0.0|100
0|2020-04-30|79.0|0|79.0|0|1.0|0|0.0|100
0|2020-05-01|82.0|0|82.0|0|1.0|0|0.0|100
0|2020-05-02|87.0|0|87.0|0|1.0|0|0.0|100
0|2020-05-03|89.0|0|89.0|0|1.0|0|0.0|100
0|2020-05-04|93.0|0|93.0|0|1.0|0|0.0|100
0|2020-05-05|126.0|0|126.0|0|1.0|0|0.0|100
0|2020-05-06|140.0|0|140.0|0|3.0|0|0.0|100
0|2020-05-07|152.0|0|152.0|0|3.0|0|0.0|100
0|2020-05-08|170.0|0|170.0|0|4.0|0|0.0|100
0|2020-05-09|175.0|0|175.0|0|4.0|0|0.0|100
0|2020-05-10|177.0|0|177.0|0|4.0|0|0.0|100
0|2020-05-11|180.0|0|180.0|0|4.0|0|0.0|100
0|2020-05-12|206.0|0|206.0|0|4.0|0|0.0|100
0|2020-05-13|227.0|0|227.0|0|4.0|0|0.0|100
