|dates|Navajo_Arizona_UnitedStates.JHU_ConfirmedCases.data|Navajo_Arizona_UnitedStates.JHU_ConfirmedCases.missing|Navajo_Arizona_UnitedStates.NYT_ConfirmedCases.data|Navajo_Arizona_UnitedStates.NYT_ConfirmedCases.missing|Navajo_Arizona_UnitedStates.JHU_ConfirmedDeaths.data|Navajo_Arizona_UnitedStates.JHU_ConfirmedDeaths.missing|Navajo_Arizona_UnitedStates.JHU_ConfirmedRecoveries.data|Navajo_Arizona_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-18|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-19|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-20|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-21|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-22|13.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-23|25.0|0|25.0|0|0.0|0|0.0|100
0|2020-03-24|32.0|0|32.0|0|0.0|0|0.0|100
0|2020-03-25|37.0|0|37.0|0|0.0|0|0.0|100
0|2020-03-26|43.0|0|43.0|0|0.0|0|0.0|100
0|2020-03-27|49.0|0|49.0|0|0.0|0|0.0|100
0|2020-03-28|57.0|0|57.0|0|0.0|0|0.0|100
0|2020-03-29|62.0|0|62.0|0|0.0|0|0.0|100
0|2020-03-30|88.0|0|88.0|0|0.0|0|0.0|100
0|2020-03-31|91.0|0|91.0|0|0.0|0|0.0|100
0|2020-04-01|171.0|0|102.0|0|0.0|0|0.0|100
0|2020-04-02|198.0|0|129.0|0|1.0|0|0.0|100
0|2020-04-03|245.0|0|148.0|0|1.0|0|0.0|100
0|2020-04-04|274.0|0|177.0|0|1.0|0|0.0|100
0|2020-04-05|307.0|0|195.0|0|1.0|0|0.0|100
0|2020-04-06|359.0|0|210.0|0|1.0|0|0.0|100
0|2020-04-07|378.0|0|222.0|0|1.0|0|0.0|100
0|2020-04-08|404.0|0|240.0|0|1.0|0|0.0|100
0|2020-04-09|286.0|0|286.0|0|1.0|0|0.0|100
0|2020-04-10|287.0|0|287.0|0|1.0|0|0.0|100
0|2020-04-11|321.0|0|321.0|0|1.0|0|0.0|100
0|2020-04-12|335.0|0|335.0|0|1.0|0|0.0|100
0|2020-04-13|345.0|0|345.0|0|1.0|0|0.0|100
0|2020-04-14|355.0|0|355.0|0|1.0|0|0.0|100
0|2020-04-15|390.0|0|390.0|0|1.0|0|0.0|100
0|2020-04-16|410.0|0|410.0|0|1.0|0|0.0|100
0|2020-04-17|435.0|0|435.0|0|1.0|0|0.0|100
0|2020-04-18|452.0|0|452.0|0|11.0|0|0.0|100
0|2020-04-19|459.0|0|459.0|0|11.0|0|0.0|100
0|2020-04-20|473.0|0|473.0|0|11.0|0|0.0|100
0|2020-04-21|485.0|0|485.0|0|11.0|0|0.0|100
0|2020-04-22|527.0|0|527.0|0|12.0|0|0.0|100
0|2020-04-23|564.0|0|564.0|0|13.0|0|0.0|100
0|2020-04-24|583.0|0|583.0|0|18.0|0|0.0|100
0|2020-04-25|612.0|0|612.0|0|18.0|0|0.0|100
0|2020-04-26|625.0|0|625.0|0|18.0|0|0.0|100
0|2020-04-27|628.0|0|628.0|0|18.0|0|0.0|100
0|2020-04-28|665.0|0|665.0|0|18.0|0|0.0|100
0|2020-04-29|682.0|0|682.0|0|18.0|0|0.0|100
0|2020-04-30|712.0|0|712.0|0|21.0|0|0.0|100
0|2020-05-01|741.0|0|741.0|0|21.0|0|0.0|100
0|2020-05-02|766.0|0|766.0|0|21.0|0|0.0|100
0|2020-05-03|777.0|0|777.0|0|21.0|0|0.0|100
0|2020-05-04|800.0|0|800.0|0|21.0|0|0.0|100
0|2020-05-05|869.0|0|869.0|0|26.0|0|0.0|100
0|2020-05-06|892.0|0|892.0|0|31.0|0|0.0|100
0|2020-05-07|912.0|0|912.0|0|32.0|0|0.0|100
0|2020-05-08|945.0|0|945.0|0|35.0|0|0.0|100
0|2020-05-09|981.0|0|981.0|0|36.0|0|0.0|100
0|2020-05-10|983.0|0|983.0|0|36.0|0|0.0|100
0|2020-05-11|1006.0|0|1006.0|0|37.0|0|0.0|100
0|2020-05-12|1017.0|0|1017.0|0|41.0|0|0.0|100
0|2020-05-13|1099.0|0|1099.0|0|42.0|0|0.0|100
