|dates|Randolph_Georgia_UnitedStates.AverageDailyTemperature.data|Randolph_Georgia_UnitedStates.AverageDailyTemperature.missing|Randolph_Georgia_UnitedStates.AverageDewPoint.data|Randolph_Georgia_UnitedStates.AverageDewPoint.missing|Randolph_Georgia_UnitedStates.AverageRelativeHumidity.data|Randolph_Georgia_UnitedStates.AverageRelativeHumidity.missing|Randolph_Georgia_UnitedStates.AverageSurfaceAirPressure.data|Randolph_Georgia_UnitedStates.AverageSurfaceAirPressure.missing
0|2020-01-27|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-01-28|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-01-29|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-01-30|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-01-31|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-02-01|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-02-02|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-02-03|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-02-04|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-02-05|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-02-06|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-02-07|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-02-08|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-02-09|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-02-10|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-02-11|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-02-12|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-02-13|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-02-14|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-02-15|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-02-16|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-02-17|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-02-18|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-02-19|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-02-20|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-02-21|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-02-22|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-02-23|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-02-24|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-02-25|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-02-26|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-02-27|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-02-28|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-02-29|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-03-01|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-03-02|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-03-03|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-03-04|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-03-05|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-03-06|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-03-07|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-03-08|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-03-09|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-03-10|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-03-11|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-03-12|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-03-13|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-03-14|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-03-15|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-03-16|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-03-17|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-03-18|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-03-19|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-03-20|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-03-21|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-03-22|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-03-23|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-03-24|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-03-25|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-03-26|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-03-27|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-03-28|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-03-29|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-03-30|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-03-31|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-04-01|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-04-02|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-04-03|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-04-04|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-04-05|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-04-06|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-04-07|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-04-08|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-04-09|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-04-10|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-04-11|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-04-12|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-04-13|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-04-14|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-04-15|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-04-16|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-04-17|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-04-18|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-04-19|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-04-20|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-04-21|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-04-22|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-04-23|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-04-24|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-04-25|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-04-26|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-04-27|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-04-28|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-04-29|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-04-30|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-05-01|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-05-02|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-05-03|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-05-04|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-05-05|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-05-06|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-05-07|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-05-08|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-05-09|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-05-10|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-05-11|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-05-12|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-05-13|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-05-14|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-05-15|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-05-16|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-05-17|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-05-18|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-05-19|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-05-20|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-05-21|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-05-22|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-05-23|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-05-24|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-05-25|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-05-26|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-05-27|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-05-28|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-05-29|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-05-30|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-05-31|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-06-01|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-06-02|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-06-03|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-06-04|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-06-05|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-06-06|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-06-07|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-06-08|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-06-09|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-06-10|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-06-11|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-06-12|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-06-13|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-06-14|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-06-15|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-06-16|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-06-17|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-06-18|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-06-19|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-06-20|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-06-21|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-06-22|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-06-23|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-06-24|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-06-25|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-06-26|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-06-27|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-06-28|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-06-29|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-06-30|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-07-01|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-07-02|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-07-03|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-07-04|69.0|0|43.0|0|39.0|0|0.0|0
0|2020-07-05|69.75|0|43.0|0|45.5|0|0.0|0
0|2020-07-06|75.0|0|43.0|0|91.0|0|0.0|0
0|2020-07-07|75.0|0|43.0|0|91.0|0|0.0|0
0|2020-07-08|75.0|0|43.0|0|91.0|0|0.0|0
0|2020-07-09|75.75|0|43.0|0|88.875|0|0.0|0
0|2020-07-10|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-07-11|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-07-12|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-07-13|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-07-14|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-07-15|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-07-16|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-07-17|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-07-18|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-07-19|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-07-20|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-07-21|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-07-22|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-07-23|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-07-24|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-07-25|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-07-26|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-07-27|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-07-28|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-07-29|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-07-30|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-07-31|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-08-01|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-08-02|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-08-03|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-08-04|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-08-05|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-08-06|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-08-07|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-08-08|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-08-09|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-08-10|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-08-11|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-08-12|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-08-13|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-08-14|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-08-15|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-08-16|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-08-17|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-08-18|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-08-19|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-08-20|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-08-21|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-08-22|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-08-23|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-08-24|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-08-25|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-08-26|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-08-27|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-08-28|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-08-29|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-08-30|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-08-31|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-09-01|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-09-02|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-09-03|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-09-04|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-09-05|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-09-06|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-09-07|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-09-08|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-09-09|81.0|0|43.0|0|74.0|0|0.0|0
0|2020-09-10|80.5|0|43.0|0|75.875|0|0.0|0
0|2020-09-11|77.0|0|43.0|0|89.0|0|0.0|0
0|2020-09-12|77.0|0|43.0|0|89.0|0|0.0|0
0|2020-09-13|77.0|0|43.0|0|89.0|0|0.0|0
0|2020-09-14|77.0|0|43.0|0|89.0|0|0.0|0
0|2020-09-15|77.0|0|43.0|0|89.0|0|0.0|0
0|2020-09-16|77.0|0|43.0|0|89.0|0|0.0|0
0|2020-09-17|77.0|0|43.0|0|89.0|0|0.0|0
0|2020-09-18|77.0|0|43.0|0|89.0|0|0.0|0
0|2020-09-19|77.0|0|43.0|0|89.0|0|0.0|0
0|2020-09-20|77.0|0|43.0|0|89.0|0|0.0|0
0|2020-09-21|77.0|0|43.0|0|89.0|0|0.0|0
0|2020-09-22|77.0|0|43.0|0|89.0|0|0.0|0
0|2020-09-23|77.0|0|43.0|0|89.0|0|0.0|0
0|2020-09-24|77.0|0|43.0|0|89.0|0|0.0|0
0|2020-09-25|77.0|0|43.0|0|89.0|0|0.0|0
0|2020-09-26|76.45833333333333|0|42.354166666666664|0|78.6875|0|9.271666666666668|0
0|2020-09-27|73.14930555555556|0|68.75347222222221|0|86.35416666666667|0|29.64545138888889|0
0|2020-09-28|76.55208333333333|0|68.79166666666667|0|79.03125|0|29.5759375|0
0|2020-09-29|62.97569444444445|0|60.006944444444436|0|90.11458333333333|0|29.617638888888887|0
0|2020-09-30|61.458333333333336|0|51.291666666666664|0|73.45833333333333|0|29.760416666666668|0
0|2020-10-01|66.20833333333333|0|55.291666666666664|0|72.125|0|29.735|0
0|2020-10-02|60.833333333333336|0|45.791666666666664|0|63.270833333333336|0|29.785833333333326|0
0|2020-10-03|58.708333333333336|0|47.458333333333336|0|71.125|0|29.824583333333333|0
0|2020-10-04|58.270833333333336|0|44.208333333333336|0|67.45833333333333|0|29.820833333333336|0
0|2020-10-05|58.125|0|34.333333333333336|0|48.8125|0|29.80701388888888|0
0|2020-10-06|64.27708333333334|0|60.78402777777777|0|90.05347222222223|0|29.772680555555556|0
0|2020-10-07|74.77083333333333|0|67.97916666666667|0|80.79166666666667|0|29.73590277777778|0
0|2020-10-08|74.6125|0|67.1986111111111|0|79.18333333333334|0|29.75618055555556|0
0|2020-10-09|76.54861111111113|0|70.97222222222223|0|82.99999999999999|0|29.733750000000004|0
0|2020-10-10|77.70694444444445|0|72.33680555555556|0|83.81458333333332|0|29.574250000000003|0
0|2020-10-11|75.16388888888889|0|68.83333333333333|0|81.175|0|29.518055555555552|0
0|2020-10-12|74.5|0|67.625|0|80.29166666666667|0|29.615833333333338|0
0|2020-10-13|74.5138888888889|0|65.15277777777779|0|74.94791666666666|0|29.686076388888896|0
0|2020-10-14|67.29166666666667|0|58.416666666666664|0|75.16666666666667|0|29.71333333333334|0
0|2020-10-15|70.8888888888889|0|63.21875|0|79.12152777777779|0|29.682777777777776|0
0|2020-10-16|64.96041666666666|0|55.27152777777778|0|72.89166666666667|0|29.808326388888887|0
0|2020-10-17|59.479166666666664|0|46.375|0|63.645833333333336|0|29.928333333333327|0
0|2020-10-18|65.75|0|56.25|0|72.79166666666667|0|29.907916666666665|0
0|2020-10-19|68.79166666666667|0|59.166666666666664|0|73.625|0|29.86375000000001|0
0|2020-10-20|71.3125|0|61.4375|0|72.54166666666667|0|29.82395833333334|0
0|2020-10-21|72.6875|0|65.86111111111111|0|79.66666666666667|0|29.82375|0
0|2020-10-22|73.34722222222223|0|66.28472222222223|0|79.27083333333333|0|29.79368055555555|0
0|2020-10-23|73.41319444444444|0|67.56597222222223|0|82.62152777777779|0|29.750416666666677|0
0|2020-10-24|70.73363095238095|0|67.31324404761905|0|89.06324404761905|0|29.655513392857145|0
0|2020-10-25|70.35972222222222|0|65.97500000000001|0|86.34861111111111|0|29.636319444444442|0
0|2020-10-26|72.87013888888889|0|66.0625|0|80.78333333333333|0|29.734499999999997|0
0|2020-10-27|74.24583333333334|0|69.52222222222223|0|85.29305555555555|0|29.789520833333327|0
0|2020-10-28|78.20833333333333|0|71.20833333333333|0|79.52083333333333|0|29.67104166666667|0
0|2020-10-29|75.35416666666667|0|61.6875|0|64.0625|0|29.474583333333328|0
0|2020-10-30|57.125|0|44.4375|0|63.583333333333336|0|29.78791666666666|0
0|2020-10-31|59.958333333333336|0|48.833333333333336|0|67.83333333333333|0|29.92458333333332|0
0|2020-11-01|60.20138888888889|0|54.743055555555564|0|79.0486111111111|0|29.882152777777776|0
0|2020-11-02|61.0|0|55.0|0|64.0|0|29.88|0
0|2020-11-03|57.25|0|49.5625|0|66.9375|0|29.921666666666667|0
0|2020-11-04|53.854166666666664|0|42.0|0|69.89583333333333|0|30.050208333333316|0
0|2020-11-05|60.541666666666664|0|50.25|0|71.375|0|29.993750000000006|0
0|2020-11-06|66.85416666666667|0|57.166666666666664|0|72.29166666666667|0|29.87666666666667|0
0|2020-11-07|69.17361111111111|0|64.11805555555556|0|82.49305555555556|0|29.821319444444438|0
0|2020-11-08|69.16666666666667|0|67.0|0|84.0|0|29.799999999999994|0
0|2020-11-09|73.21527777777779|0|66.125|0|76.46527777777779|0|29.773819444444445|0
0|2020-11-10|74.5|0|69.25|0|83.6875|0|29.648541666666674|0
0|2020-11-11|75.14930555555556|0|70.71666666666667|0|86.71041666666667|0|29.579020833333335|0
0|2020-11-12|71.02847222222222|0|65.24166666666666|0|82.59791666666666|0|29.595416666666665|0
0|2020-11-13|63.118055555555564|0|53.21527777777777|0|73.91666666666667|0|29.790694444444444|0
0|2020-11-14|59.9375|0|46.75|0|68.60416666666667|0|29.80541666666666|0
0|2020-11-15|64.33333333333333|0|55.6875|0|75.16666666666667|0|29.777708333333337|0
0|2020-11-16|53.645833333333336|0|35.791666666666664|0|54.8125|0|29.948333333333338|0
0|2020-11-17|53.291666666666664|0|31.916666666666668|0|50.708333333333336|0|30.04291666666666|0
0|2020-11-18|50.416666666666664|0|30.375|0|50.916666666666664|0|30.168750000000003|0
0|2020-11-19|52.833333333333336|0|39.5|0|62.083333333333336|0|30.19083333333332|0
0|2020-11-20|58.208333333333336|0|49.0|0|73.79166666666667|0|30.13000000000001|0
0|2020-11-21|60.69722222222222|0|51.68055555555555|0|74.85000000000001|0|30.01800000000001|0
0|2020-11-22|64.33333333333333|0|54.791666666666664|0|73.08333333333333|0|29.874583333333344|0
0|2020-11-23|55.145833333333336|0|43.0|0|68.04166666666667|0|29.885624999999994|0
0|2020-11-24|52.25|0|42.25|0|72.45833333333333|0|29.92749999999999|0
0|2020-11-25|65.125|0|57.395833333333336|0|78.14583333333333|0|29.838981481481472|0
0|2020-11-26|68.10813492063491|0|65.42609126984127|0|91.00595238095237|0|29.781974206349194|0
0|2020-11-27|66.8|0|62.725297619047616|0|87.06160714285716|0|29.780360119047618|0
0|2020-11-28|63.217261904761905|0|58.89186507936508|0|86.37797619047619|0|29.74989087301587|0
0|2020-11-29|61.104166666666664|0|58.42708333333332|0|90.96875|0|29.642013888888886|0
0|2020-11-30|48.97222222222222|0|38.45337301587302|0|67.45833333333333|0|29.612738095238097|0
0|2020-12-01|35.958333333333336|0|23.166666666666668|0|64.08333333333333|0|29.907083333333336|0
0|2020-12-02|38.333333333333336|0|25.083333333333332|0|66.25|0|30.02|0
0|2020-12-03|44.75|0|38.0|0|79.04166666666667|0|29.96041666666666|0
0|2020-12-04|52.45902777777778|0|47.947916666666664|0|84.99861111111112|0|29.782625|0
0|2020-12-05|46.416666666666664|0|37.25|0|73.16666666666667|0|29.826666666666654|0
0|2020-12-06|51.75|0|42.416666666666664|0|73.04166666666667|0|29.698333333333327|0
0|2020-12-07|47.11111111111111|0|36.86805555555556|0|69.65277777777777|0|29.633888888888887|0
0|2020-12-08|41.958333333333336|0|29.708333333333332|0|63.708333333333336|0|29.827916666666667|0
0|2020-12-09|45.78472222222223|0|36.72222222222222|0|75.09375|0|29.82378472222221|0
0|2020-12-10|50.635416666666664|0|40.87847222222222|0|74.26388888888889|0|29.819965277777786|0
0|2020-12-11|50.74573412698413|0|45.35406746031746|0|83.49444444444445|0|29.828050595238082|0
0|2020-12-12|62.916666666666664|0|52.75|0|70.83333333333333|0|29.751250000000002|0
0|2020-12-13|64.12847222222223|0|60.27777777777777|0|87.44791666666667|0|29.72774305555555|0
0|2020-12-14|57.30138888888889|0|47.770833333333336|0|71.53333333333333|0|29.67766666666667|0
0|2020-12-15|48.68402777777777|0|39.861111111111114|0|72.31597222222221|0|29.78222222222222|0
0|2020-12-16|47.666666666666664|0|44.22222222222222|0|87.84027777777777|0|29.643263888888892|0
0|2020-12-17|39.354166666666664|0|31.708333333333332|0|74.375|0|29.87229166666667|0
0|2020-12-18|38.25|0|28.416666666666668|0|71.20833333333333|0|30.063333333333347|0
0|2020-12-19|42.666666666666664|0|33.708333333333336|0|74.25|0|29.977499999999996|0
0|2020-12-20|51.576388888888886|0|48.270833333333336|0|88.5|0|29.71881944444444|0
0|2020-12-21|50.78586309523809|0|42.54598214285714|0|76.74960317460318|0|29.7973070436508|0
0|2020-12-22|49.875|0|35.375|0|64.0|0|29.930000000000007|0
0|2020-12-23|51.458333333333336|0|35.666666666666664|0|60.583333333333336|0|29.864166666666662|0
0|2020-12-24|49.71006944444445|0|42.975694444444436|0|78.4079861111111|0|29.57710069444444|0
0|2020-12-25|34.291666666666664|0|16.333333333333332|0|49.708333333333336|0|29.840833333333332|0
0|2020-12-26|34.875|0|17.541666666666668|0|54.541666666666664|0|29.926249999999992|0
0|2020-12-27|40.12152777777778|0|26.927083333333332|0|65.92708333333333|0|29.92506944444445|0
0|2020-12-28|45.708333333333336|0|36.5|0|74.0|0|30.009999999999994|0
0|2020-12-29|50.55833333333334|0|42.300000000000004|0|76.3|0|30.029361111111115|0
0|2020-12-30|58.541666666666664|0|50.166666666666664|0|74.45833333333333|0|29.91000000000001|0
0|2020-12-31|63.208333333333336|0|59.63194444444445|0|88.21527777777777|0|29.747361111111108|0
0|2021-01-01|67.64365079365079|0|64.78789682539683|0|90.44662698412698|0|29.70066765873017|0
0|2021-01-02|58.28541666666666|0|55.49771825396826|0|90.53075396825396|0|29.72665674603176|0
