|dates|Denver_Colorado_UnitedStates.JHU_ConfirmedCases.data|Denver_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Denver_Colorado_UnitedStates.NYT_ConfirmedCases.data|Denver_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Denver_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Denver_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Denver_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Denver_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-07|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-08|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-09|2.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-10|3.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-11|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-12|10.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-13|15.0|0|17.0|0|0.0|0|0.0|100
0|2020-03-14|21.0|0|23.0|0|0.0|0|0.0|100
0|2020-03-15|21.0|0|28.0|0|0.0|0|0.0|100
0|2020-03-16|25.0|0|28.0|0|0.0|0|0.0|100
0|2020-03-17|38.0|0|41.0|0|0.0|0|0.0|100
0|2020-03-18|43.0|0|45.0|0|0.0|0|0.0|100
0|2020-03-19|43.0|0|61.0|0|0.0|0|0.0|100
0|2020-03-20|67.0|0|79.0|0|0.0|0|0.0|100
0|2020-03-21|97.0|0|98.0|0|0.0|0|0.0|100
0|2020-03-22|125.0|0|125.0|0|0.0|0|0.0|100
0|2020-03-23|148.0|0|148.0|0|0.0|0|0.0|100
0|2020-03-24|148.0|0|176.0|0|0.0|0|0.0|100
0|2020-03-25|214.0|0|214.0|0|3.0|0|0.0|100
0|2020-03-26|262.0|0|262.0|0|3.0|0|0.0|100
0|2020-03-27|262.0|0|312.0|0|3.0|0|0.0|100
0|2020-03-28|312.0|0|367.0|0|3.0|0|0.0|100
0|2020-03-29|408.0|0|408.0|0|5.0|0|0.0|100
0|2020-03-30|408.0|0|465.0|0|5.0|0|0.0|100
0|2020-03-31|539.0|0|539.0|0|7.0|0|0.0|100
0|2020-04-01|539.0|0|586.0|0|7.0|0|0.0|100
0|2020-04-02|586.0|0|643.0|0|8.0|0|0.0|100
0|2020-04-03|643.0|0|716.0|0|11.0|0|0.0|100
0|2020-04-04|716.0|0|769.0|0|14.0|0|0.0|100
0|2020-04-05|825.0|0|825.0|0|16.0|0|0.0|100
0|2020-04-06|847.0|0|847.0|0|15.0|0|0.0|100
0|2020-04-07|884.0|0|884.0|0|15.0|0|0.0|100
0|2020-04-08|927.0|0|927.0|0|33.0|0|0.0|100
0|2020-04-09|927.0|0|1031.0|0|33.0|0|0.0|100
0|2020-04-10|1031.0|0|1113.0|0|33.0|0|0.0|100
0|2020-04-11|1113.0|0|1182.0|0|42.0|0|0.0|100
0|2020-04-12|1247.0|0|1247.0|0|46.0|0|0.0|100
0|2020-04-13|1346.0|0|1346.0|0|51.0|0|0.0|100
0|2020-04-14|1402.0|0|1402.0|0|56.0|0|0.0|100
0|2020-04-15|1402.0|0|1468.0|0|56.0|0|0.0|100
0|2020-04-16|1468.0|0|1549.0|0|61.0|0|0.0|100
0|2020-04-17|1549.0|0|1636.0|0|63.0|0|0.0|100
0|2020-04-18|1636.0|0|1723.0|0|66.0|0|0.0|100
0|2020-04-19|1784.0|0|1784.0|0|75.0|0|0.0|100
0|2020-04-20|1784.0|0|1880.0|0|75.0|0|0.0|100
0|2020-04-21|2004.0|0|2004.0|0|91.0|0|0.0|100
0|2020-04-22|2071.0|0|2071.0|0|96.0|0|0.0|100
0|2020-04-23|2172.0|0|2172.0|0|98.0|0|0.0|100
0|2020-04-24|2385.0|0|2385.0|0|128.0|0|0.0|100
0|2020-04-25|2487.0|0|2487.0|0|132.0|0|0.0|100
0|2020-04-26|2583.0|0|2583.0|0|132.0|0|0.0|100
0|2020-04-27|2682.0|0|2682.0|0|135.0|0|0.0|100
0|2020-04-28|2791.0|0|2791.0|0|145.0|0|0.0|100
0|2020-04-29|2890.0|0|2890.0|0|150.0|0|0.0|100
0|2020-04-30|3001.0|0|3001.0|0|154.0|0|0.0|100
0|2020-05-01|3092.0|0|3092.0|0|163.0|0|0.0|100
0|2020-05-02|3222.0|0|3222.0|0|164.0|0|0.0|100
0|2020-05-03|3345.0|0|3345.0|0|166.0|0|0.0|100
0|2020-05-04|3428.0|0|3428.0|0|166.0|0|0.0|100
0|2020-05-05|3546.0|0|3546.0|0|188.0|0|0.0|100
0|2020-05-06|3674.0|0|3674.0|0|195.0|0|0.0|100
0|2020-05-07|3799.0|0|3799.0|0|199.0|0|0.0|100
0|2020-05-08|3892.0|0|3892.0|0|202.0|0|0.0|100
0|2020-05-09|4001.0|0|4001.0|0|205.0|0|0.0|100
0|2020-05-10|4070.0|0|4070.0|0|206.0|0|0.0|100
0|2020-05-11|4118.0|0|4118.0|0|212.0|0|0.0|100
