|dates|Delaware_Indiana_UnitedStates.JHU_ConfirmedCases.data|Delaware_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Delaware_Indiana_UnitedStates.NYT_ConfirmedCases.data|Delaware_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Delaware_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Delaware_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Delaware_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Delaware_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|1.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-21|1.0|0|1.0|0|1.0|0|0.0|100
0|2020-03-22|2.0|0|2.0|0|1.0|0|0.0|100
0|2020-03-23|2.0|0|3.0|0|1.0|0|0.0|100
0|2020-03-24|4.0|0|4.0|0|1.0|0|0.0|100
0|2020-03-25|7.0|0|7.0|0|1.0|0|0.0|100
0|2020-03-26|7.0|0|7.0|0|1.0|0|0.0|100
0|2020-03-27|8.0|0|8.0|0|1.0|0|0.0|100
0|2020-03-28|8.0|0|8.0|0|1.0|0|0.0|100
0|2020-03-29|14.0|0|14.0|0|1.0|0|0.0|100
0|2020-03-30|15.0|0|15.0|0|1.0|0|0.0|100
0|2020-03-31|18.0|0|18.0|0|1.0|0|0.0|100
0|2020-04-01|22.0|0|22.0|0|1.0|0|0.0|100
0|2020-04-02|25.0|0|25.0|0|1.0|0|0.0|100
0|2020-04-03|30.0|0|30.0|0|1.0|0|0.0|100
0|2020-04-04|33.0|0|33.0|0|1.0|0|0.0|100
0|2020-04-05|37.0|0|37.0|0|1.0|0|0.0|100
0|2020-04-06|40.0|0|40.0|0|1.0|0|0.0|100
0|2020-04-07|40.0|0|40.0|0|1.0|0|0.0|100
0|2020-04-08|46.0|0|46.0|0|1.0|0|0.0|100
0|2020-04-09|49.0|0|49.0|0|1.0|0|0.0|100
0|2020-04-10|56.0|0|56.0|0|1.0|0|0.0|100
0|2020-04-11|63.0|0|63.0|0|2.0|0|0.0|100
0|2020-04-12|66.0|0|66.0|0|2.0|0|0.0|100
0|2020-04-13|69.0|0|69.0|0|2.0|0|0.0|100
0|2020-04-14|72.0|0|72.0|0|3.0|0|0.0|100
0|2020-04-15|77.0|0|77.0|0|4.0|0|0.0|100
0|2020-04-16|85.0|0|85.0|0|5.0|0|0.0|100
0|2020-04-17|91.0|0|91.0|0|5.0|0|0.0|100
0|2020-04-18|92.0|0|92.0|0|5.0|0|0.0|100
0|2020-04-19|110.0|0|110.0|0|6.0|0|0.0|100
0|2020-04-20|114.0|0|114.0|0|7.0|0|0.0|100
0|2020-04-21|116.0|0|116.0|0|9.0|0|0.0|100
0|2020-04-22|121.0|0|121.0|0|9.0|0|0.0|100
0|2020-04-23|126.0|0|126.0|0|10.0|0|0.0|100
0|2020-04-24|132.0|0|132.0|0|11.0|0|0.0|100
0|2020-04-25|144.0|0|144.0|0|11.0|0|0.0|100
0|2020-04-26|146.0|0|146.0|0|11.0|0|0.0|100
0|2020-04-27|147.0|0|147.0|0|13.0|0|0.0|100
0|2020-04-28|152.0|0|152.0|0|13.0|0|0.0|100
0|2020-04-29|156.0|0|156.0|0|13.0|0|0.0|100
0|2020-04-30|176.0|0|176.0|0|15.0|0|0.0|100
0|2020-05-01|182.0|0|182.0|0|15.0|0|0.0|100
0|2020-05-02|198.0|0|198.0|0|15.0|0|0.0|100
0|2020-05-03|200.0|0|200.0|0|15.0|0|0.0|100
0|2020-05-04|200.0|0|200.0|0|15.0|0|0.0|100
0|2020-05-05|209.0|0|209.0|0|15.0|0|0.0|100
0|2020-05-06|212.0|0|212.0|0|15.0|0|0.0|100
0|2020-05-07|213.0|0|213.0|0|15.0|0|0.0|100
0|2020-05-08|214.0|0|214.0|0|15.0|0|0.0|100
0|2020-05-09|219.0|0|219.0|0|15.0|0|0.0|100
0|2020-05-10|225.0|0|225.0|0|15.0|0|0.0|100
0|2020-05-11|229.0|0|229.0|0|19.0|0|0.0|100
0|2020-05-12|228.0|0|228.0|0|19.0|0|0.0|100
0|2020-05-13|230.0|0|230.0|0|19.0|0|0.0|100
