|dates|Williamson_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Williamson_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Williamson_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Williamson_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Williamson_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Williamson_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Williamson_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Williamson_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-06|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-07|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-08|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-09|1.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-10|1.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-11|5.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-12|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-13|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-14|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-15|10.0|0|14.0|0|0.0|0|0.0|100
0|2020-03-16|18.0|0|18.0|0|0.0|0|0.0|100
0|2020-03-17|21.0|0|21.0|0|0.0|0|0.0|100
0|2020-03-18|24.0|0|24.0|0|0.0|0|0.0|100
0|2020-03-19|30.0|0|35.0|0|0.0|0|0.0|100
0|2020-03-20|35.0|0|35.0|0|0.0|0|0.0|100
0|2020-03-21|47.0|0|47.0|0|0.0|0|0.0|100
0|2020-03-22|48.0|0|48.0|0|0.0|0|0.0|100
0|2020-03-23|53.0|0|48.0|0|0.0|0|0.0|100
0|2020-03-24|64.0|0|64.0|0|0.0|0|0.0|100
0|2020-03-25|66.0|0|66.0|0|0.0|0|0.0|100
0|2020-03-26|70.0|0|70.0|0|0.0|0|0.0|100
0|2020-03-27|91.0|0|91.0|0|0.0|0|0.0|100
0|2020-03-28|95.0|0|95.0|0|0.0|0|0.0|100
0|2020-03-29|101.0|0|101.0|0|0.0|0|0.0|100
0|2020-03-30|101.0|0|111.0|0|0.0|0|0.0|100
0|2020-03-31|131.0|0|111.0|0|0.0|0|0.0|100
0|2020-04-01|148.0|0|148.0|0|0.0|0|0.0|100
0|2020-04-02|199.0|0|199.0|0|2.0|0|0.0|100
0|2020-04-03|221.0|0|221.0|0|3.0|0|0.0|100
0|2020-04-04|239.0|0|239.0|0|3.0|0|0.0|100
0|2020-04-05|258.0|0|258.0|0|3.0|0|0.0|100
0|2020-04-06|260.0|0|260.0|0|2.0|0|0.0|100
0|2020-04-07|278.0|0|278.0|0|3.0|0|0.0|100
0|2020-04-08|287.0|0|287.0|0|3.0|0|0.0|100
0|2020-04-09|288.0|0|288.0|0|3.0|0|0.0|100
0|2020-04-10|299.0|0|299.0|0|4.0|0|0.0|100
0|2020-04-11|312.0|0|312.0|0|4.0|0|0.0|100
0|2020-04-12|318.0|0|312.0|0|4.0|0|0.0|100
0|2020-04-13|318.0|0|318.0|0|4.0|0|0.0|100
0|2020-04-14|322.0|0|322.0|0|5.0|0|0.0|100
0|2020-04-15|322.0|0|322.0|0|5.0|0|0.0|100
0|2020-04-16|321.0|0|324.0|0|5.0|0|0.0|100
0|2020-04-17|324.0|0|336.0|0|5.0|0|0.0|100
0|2020-04-18|336.0|0|342.0|0|5.0|0|0.0|100
0|2020-04-19|348.0|0|348.0|0|6.0|0|0.0|100
0|2020-04-20|357.0|0|358.0|0|6.0|0|0.0|100
0|2020-04-21|359.0|0|359.0|0|6.0|0|0.0|100
0|2020-04-22|359.0|0|365.0|0|6.0|0|0.0|100
0|2020-04-23|369.0|0|369.0|0|7.0|0|0.0|100
0|2020-04-24|377.0|0|377.0|0|7.0|0|0.0|100
0|2020-04-25|381.0|0|381.0|0|7.0|0|0.0|100
0|2020-04-26|397.0|0|397.0|0|7.0|0|0.0|100
0|2020-04-27|399.0|0|399.0|0|7.0|0|0.0|100
0|2020-04-28|399.0|0|399.0|0|8.0|0|0.0|100
0|2020-04-29|408.0|0|408.0|0|9.0|0|0.0|100
0|2020-04-30|411.0|0|411.0|0|9.0|0|0.0|100
0|2020-05-01|416.0|0|416.0|0|9.0|0|0.0|100
0|2020-05-02|419.0|0|419.0|0|9.0|0|0.0|100
0|2020-05-03|427.0|0|427.0|0|9.0|0|0.0|100
0|2020-05-04|431.0|0|431.0|0|9.0|0|0.0|100
0|2020-05-05|439.0|0|439.0|0|9.0|0|0.0|100
0|2020-05-06|436.0|0|436.0|0|10.0|0|0.0|100
0|2020-05-07|434.0|0|434.0|0|10.0|0|0.0|100
0|2020-05-08|441.0|0|441.0|0|10.0|0|0.0|100
0|2020-05-09|441.0|0|441.0|0|10.0|0|0.0|100
0|2020-05-10|443.0|0|443.0|0|10.0|0|0.0|100
0|2020-05-11|445.0|0|445.0|0|10.0|0|0.0|100
0|2020-05-12|447.0|0|447.0|0|10.0|0|0.0|100
0|2020-05-13|453.0|0|453.0|0|10.0|0|0.0|100
