|dates|Nassau_NewYork_UnitedStates.JHU_ConfirmedCases.data|Nassau_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Nassau_NewYork_UnitedStates.NYT_ConfirmedCases.data|Nassau_NewYork_UnitedStates.NYT_ConfirmedCases.missing|Nassau_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Nassau_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Nassau_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Nassau_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-06|1.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-07|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-08|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-09|17.0|0|17.0|0|0.0|0|0.0|100
0|2020-03-10|19.0|0|19.0|0|0.0|0|0.0|100
0|2020-03-11|28.0|0|28.0|0|0.0|0|0.0|100
0|2020-03-12|41.0|0|41.0|0|0.0|0|0.0|100
0|2020-03-13|51.0|0|51.0|0|0.0|0|0.0|100
0|2020-03-14|68.0|0|79.0|0|0.0|0|0.0|100
0|2020-03-15|79.0|0|98.0|0|0.0|0|0.0|100
0|2020-03-16|109.0|0|109.0|0|0.0|0|0.0|100
0|2020-03-17|140.0|0|131.0|0|1.0|0|0.0|100
0|2020-03-18|278.0|0|183.0|0|1.0|0|0.0|100
0|2020-03-19|372.0|0|382.0|0|3.0|0|0.0|100
0|2020-03-20|754.0|0|754.0|0|4.0|0|0.0|100
0|2020-03-21|1234.0|0|1234.0|0|4.0|0|0.0|100
0|2020-03-22|1900.0|0|1900.0|0|4.0|0|0.0|100
0|2020-03-23|2442.0|0|2442.0|0|4.0|0|0.0|100
0|2020-03-24|2869.0|0|2869.0|0|9.0|0|0.0|100
0|2020-03-25|3285.0|0|3285.0|0|17.0|0|0.0|100
0|2020-03-26|3914.0|0|3914.0|0|17.0|0|0.0|100
0|2020-03-27|4657.0|0|4657.0|0|19.0|0|0.0|100
0|2020-03-28|5537.0|0|5537.0|0|27.0|0|0.0|100
0|2020-03-29|6445.0|0|6445.0|0|39.0|0|0.0|100
0|2020-03-30|7344.0|0|7344.0|0|39.0|0|0.0|100
0|2020-03-31|8544.0|0|8544.0|0|48.0|0|0.0|100
0|2020-04-01|9554.0|0|9555.0|0|76.0|0|0.0|100
0|2020-04-02|10587.0|0|10587.0|0|76.0|0|0.0|100
0|2020-04-03|12024.0|0|12024.0|0|95.0|0|0.0|100
0|2020-04-04|13346.0|0|13346.0|0|95.0|0|0.0|100
0|2020-04-05|14398.0|0|14398.0|0|162.0|0|0.0|100
0|2020-04-06|15616.0|0|15616.0|0|162.0|0|0.0|100
0|2020-04-07|16610.0|0|16610.0|0|500.0|0|0.0|100
0|2020-04-08|18548.0|0|18548.0|0|500.0|0|0.0|100
0|2020-04-09|20140.0|0|20140.0|0|633.0|0|0.0|100
0|2020-04-10|21512.0|0|21512.0|0|723.0|0|0.0|100
0|2020-04-11|22584.0|0|22584.0|0|792.0|0|0.0|100
0|2020-04-12|23553.0|0|23553.0|0|846.0|0|0.0|100
0|2020-04-13|24358.0|0|24358.0|0|910.0|0|0.0|100
0|2020-04-14|25250.0|0|25250.0|0|1001.0|0|0.0|100
0|2020-04-15|26715.0|0|26715.0|0|1057.0|0|0.0|100
0|2020-04-16|27772.0|0|27772.0|0|1109.0|0|0.0|100
0|2020-04-17|28539.0|0|28539.0|0|1109.0|0|0.0|100
0|2020-04-18|29180.0|0|29180.0|0|1109.0|0|0.0|100
0|2020-04-19|30013.0|0|30013.0|0|1109.0|0|0.0|100
0|2020-04-20|30677.0|0|30677.0|0|1329.0|0|0.0|100
0|2020-04-21|31079.0|0|31079.0|0|1390.0|0|0.0|100
0|2020-04-22|31555.0|0|31555.0|0|1431.0|0|0.0|100
0|2020-04-23|32124.0|0|32124.0|0|1471.0|0|0.0|100
0|2020-04-24|32765.0|0|32765.0|0|1518.0|0|0.0|100
0|2020-04-25|33798.0|0|33798.0|0|1558.0|0|0.0|100
0|2020-04-26|34522.0|0|34522.0|0|1587.0|0|0.0|100
0|2020-04-27|34865.0|0|34865.0|0|1620.0|0|0.0|100
0|2020-04-28|35085.0|0|35085.0|0|1647.0|0|0.0|100
0|2020-04-29|35505.0|0|35505.0|0|1678.0|0|0.0|100
0|2020-04-30|35854.0|0|35854.0|0|1700.0|0|0.0|100
0|2020-05-01|36161.0|0|36161.0|0|1720.0|0|0.0|100
0|2020-05-02|36519.0|0|36519.0|0|1745.0|0|0.0|100
0|2020-05-03|36780.0|0|36780.0|0|1770.0|0|0.0|100
0|2020-05-04|36965.0|0|36965.0|0|1792.0|0|0.0|100
0|2020-05-05|37152.0|0|37152.0|0|1818.0|0|0.0|100
0|2020-05-06|37350.0|0|37350.0|0|1891.0|0|0.0|100
0|2020-05-07|37593.0|0|37593.0|0|1904.0|0|0.0|100
0|2020-05-08|37812.0|0|37812.0|0|1918.0|0|0.0|100
0|2020-05-09|38028.0|0|38028.0|0|1940.0|0|0.0|100
