|dates|Gentry_Missouri_UnitedStates.AveragePrecipitationTotal.data|Gentry_Missouri_UnitedStates.AveragePrecipitationTotal.missing|Gentry_Missouri_UnitedStates.AveragePrecipitation.data|Gentry_Missouri_UnitedStates.AveragePrecipitation.missing|Gentry_Missouri_UnitedStates.AverageWindDirection.data|Gentry_Missouri_UnitedStates.AverageWindDirection.missing|Gentry_Missouri_UnitedStates.AverageWindSpeed.data|Gentry_Missouri_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|197.08333333333334|0|12.416666666666666|0
0|2020-01-02|0.0|0|0.0|0|273.5416666666667|0|9.75|0
0|2020-01-03|0.0|0|0.00010416666666666667|0|258.75|0|11.878472222222221|0
0|2020-01-04|0.00125|0|0.0005208333333333333|0|265.7291666666667|0|12.0625|0
0|2020-01-05|0.0|0|0.0|0|277.0833333333333|0|15.583333333333334|0
0|2020-01-06|0.0|0|0.0|0|195.83333333333334|0|5.083333333333333|0
0|2020-01-07|0.0|0|0.0|0|270.4166666666667|0|10.75|0
0|2020-01-08|0.0|0|0.0|0|92.91666666666667|0|11.375|0
0|2020-01-09|0.0|0|0.0|0|206.25|0|14.916666666666666|0
0|2020-01-10|0.0|0|0.022033730158730155|0|90.21825396825398|0|16.386904761904763|0
0|2020-01-11|0.03208333333333333|0|0.00125|0|251.875|0|11.180555555555557|0
0|2020-01-12|0.000625|0|0.0015277777777777779|0|140.41666666666666|0|7.208333333333335|0
0|2020-01-13|0.0020833333333333333|0|0.0|0|167.67361111111111|0|9.597222222222221|0
0|2020-01-14|0.0|0|0.0|0|165.76388888888889|0|8.138888888888888|0
0|2020-01-15|0.0|0|0.0|0|236.5277777777778|0|12.075694444444444|0
0|2020-01-16|0.0|0|0.0|0|165.41666666666666|0|8.083333333333334|0
0|2020-01-17|0.0|0|0.021937500000000002|0|127.79861111111113|0|11.909722222222221|0
0|2020-01-18|0.016041666666666666|0|0.000625|0|285.7291666666667|0|19.979166666666668|0
0|2020-01-19|0.0|0|0.0|0|315.8333333333333|0|12.645833333333334|0
0|2020-01-20|0.0|0|0.0|0|247.84722222222226|0|6.048611111111112|0
0|2020-01-21|0.0|0|0.0|0|187.5|0|9.583333333333334|0
0|2020-01-22|0.0|0|0.012034722222222224|0|167.65972222222223|0|10.63611111111111|0
0|2020-01-23|0.008541666666666666|0|0.004583333333333333|0|105.69444444444444|0|6.621527777777778|0
0|2020-01-24|0.009583333333333334|0|0.007277777777777779|0|338.0555555555556|0|13.715972222222222|0
0|2020-01-25|0.005833333333333334|0|0.0|0|281.6388888888889|0|10.961805555555557|0
0|2020-01-26|0.0|0|0.0|0|223.33333333333334|0|5.760416666666667|0
0|2020-01-27|0.0|0|0.0|0|224.375|0|6.291666666666667|0
0|2020-01-28|0.0|0|0.0|0|140.41666666666666|0|5.583333333333333|0
0|2020-01-29|0.0008333333333333334|0|0.002965277777777778|0|100.6736111111111|0|2.588888888888889|0
0|2020-01-30|0.00125|0|0.0|0|142.1527777777778|0|5.541666666666667|0
0|2020-01-31|0.0|0|0.0|0|198.8888888888889|0|7.430555555555556|0
0|2020-02-01|0.0|0|0.0|0|239.6875|0|11.677083333333334|0
0|2020-02-02|0.0|0|0.0|0|204.58333333333334|0|9.458333333333334|0
0|2020-02-03|0.0|0|0.0|0|38.958333333333336|0|15.625|0
0|2020-02-04|0.0|0|0.0|0|21.458333333333332|0|17.020833333333332|0
0|2020-02-05|0.0|0|0.0|0|38.75|0|10.541666666666666|0
0|2020-02-06|0.0|0|0.0|0|150.41666666666666|0|3.2083333333333335|0
0|2020-02-07|0.0|0|0.0002777777777777778|0|259.44444444444446|0|10.694444444444445|0
0|2020-02-08|0.0004166666666666667|0|0.0|0|230.52083333333334|0|8.09375|0
0|2020-02-09|0.0|0|0.0010416666666666667|0|250.55555555555554|0|12.916666666666666|0
0|2020-02-10|0.00125|0|0.0|0|170.41666666666666|0|4.083333333333333|0
0|2020-02-11|0.0|0|0.0|0|245.83333333333334|0|8.791666666666666|0
0|2020-02-12|0.0|0|0.004159722222222222|0|218.7222222222222|0|9.629166666666666|0
0|2020-02-13|0.006666666666666667|0|0.0|0|319.5833333333333|0|12.770833333333334|0
0|2020-02-14|0.0|0|0.0|0|177.29166666666666|0|10.4375|0
0|2020-02-15|0.0|0|0.0|0|225.83333333333334|0|8.75|0
0|2020-02-16|0.0|0|0.0|0|175.41666666666666|0|8.083333333333334|0
