|dates|St.Francis_Arkansas_UnitedStates.JHU_ConfirmedCases.data|St.Francis_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|St.Francis_Arkansas_UnitedStates.NYT_ConfirmedCases.data|St.Francis_Arkansas_UnitedStates.NYT_ConfirmedCases.missing|St.Francis_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|St.Francis_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|St.Francis_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|St.Francis_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-30|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-31|1.0|0|2.0|0|0.0|0|0.0|100
0|2020-04-01|1.0|0|2.0|0|0.0|0|0.0|100
0|2020-04-02|1.0|0|2.0|0|0.0|0|0.0|100
0|2020-04-03|1.0|0|2.0|0|0.0|0|0.0|100
0|2020-04-04|1.0|0|3.0|0|0.0|0|0.0|100
0|2020-04-05|10.0|0|11.0|0|0.0|0|0.0|100
0|2020-04-06|11.0|0|17.0|0|0.0|0|0.0|100
0|2020-04-07|27.0|0|28.0|0|0.0|0|0.0|100
0|2020-04-08|29.0|0|31.0|0|0.0|0|0.0|100
0|2020-04-09|31.0|0|31.0|0|0.0|0|0.0|100
0|2020-04-10|31.0|0|31.0|0|0.0|0|0.0|100
0|2020-04-11|31.0|0|31.0|0|0.0|0|0.0|100
0|2020-04-12|32.0|0|32.0|0|0.0|0|0.0|100
0|2020-04-13|34.0|0|45.0|0|0.0|0|0.0|100
0|2020-04-14|45.0|0|45.0|0|0.0|0|0.0|100
0|2020-04-15|45.0|0|45.0|0|0.0|0|0.0|100
0|2020-04-16|63.0|0|63.0|0|0.0|0|0.0|100
0|2020-04-17|63.0|0|63.0|0|0.0|0|0.0|100
0|2020-04-18|64.0|0|64.0|0|0.0|0|0.0|100
0|2020-04-19|64.0|0|64.0|0|0.0|0|0.0|100
0|2020-04-20|65.0|0|65.0|0|0.0|0|0.0|100
0|2020-04-21|65.0|0|66.0|0|0.0|0|0.0|100
0|2020-04-22|66.0|0|66.0|0|0.0|0|0.0|100
0|2020-04-23|69.0|0|69.0|0|0.0|0|0.0|100
0|2020-04-24|74.0|0|74.0|0|0.0|0|0.0|100
0|2020-04-25|75.0|0|75.0|0|0.0|0|0.0|100
0|2020-04-26|80.0|0|80.0|0|0.0|0|0.0|100
0|2020-04-27|81.0|0|81.0|0|0.0|0|0.0|100
0|2020-04-28|82.0|0|82.0|0|0.0|0|0.0|100
0|2020-04-29|83.0|0|83.0|0|0.0|0|0.0|100
0|2020-04-30|83.0|0|83.0|0|0.0|0|0.0|100
0|2020-05-01|84.0|0|84.0|0|0.0|0|0.0|100
0|2020-05-02|87.0|0|87.0|0|0.0|0|0.0|100
0|2020-05-03|93.0|0|93.0|0|0.0|0|0.0|100
0|2020-05-04|95.0|0|95.0|0|0.0|0|0.0|100
0|2020-05-05|95.0|0|95.0|0|0.0|0|0.0|100
0|2020-05-06|98.0|0|98.0|0|0.0|0|0.0|100
0|2020-05-07|104.0|0|104.0|0|0.0|0|0.0|100
0|2020-05-08|108.0|0|108.0|0|0.0|0|0.0|100
0|2020-05-09|108.0|0|108.0|0|0.0|0|0.0|100
0|2020-05-10|278.0|0|278.0|0|0.0|0|0.0|100
0|2020-05-11|279.0|0|279.0|0|0.0|0|0.0|100
0|2020-05-12|305.0|0|305.0|0|0.0|0|0.0|100
0|2020-05-13|310.0|0|310.0|0|0.0|0|0.0|100
