|dates|Baldwin_Alabama_UnitedStates.JHU_ConfirmedCases.data|Baldwin_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Baldwin_Alabama_UnitedStates.NYT_ConfirmedCases.data|Baldwin_Alabama_UnitedStates.NYT_ConfirmedCases.missing|Baldwin_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Baldwin_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Baldwin_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Baldwin_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-15|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-16|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-17|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-18|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-19|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-20|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-21|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-22|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-23|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-24|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-25|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-26|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-27|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-28|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-29|15.0|0|15.0|0|1.0|0|0.0|100
0|2020-03-30|18.0|0|18.0|0|1.0|0|0.0|100
0|2020-03-31|19.0|0|19.0|0|1.0|0|0.0|100
0|2020-04-01|20.0|0|23.0|0|1.0|0|0.0|100
0|2020-04-02|24.0|0|25.0|0|1.0|0|0.0|100
0|2020-04-03|28.0|0|28.0|0|1.0|0|0.0|100
0|2020-04-04|29.0|0|29.0|0|1.0|0|0.0|100
0|2020-04-05|29.0|0|34.0|0|1.0|0|0.0|100
0|2020-04-06|38.0|0|38.0|0|1.0|0|0.0|100
0|2020-04-07|42.0|0|42.0|0|1.0|0|0.0|100
0|2020-04-08|44.0|0|49.0|0|1.0|0|0.0|100
0|2020-04-09|56.0|0|59.0|0|1.0|0|0.0|100
0|2020-04-10|59.0|0|59.0|0|1.0|0|0.0|100
0|2020-04-11|66.0|0|66.0|0|1.0|0|0.0|100
0|2020-04-12|71.0|0|71.0|0|1.0|0|0.0|100
0|2020-04-13|72.0|0|78.0|0|1.0|0|0.0|100
0|2020-04-14|87.0|0|87.0|0|2.0|0|0.0|100
0|2020-04-15|91.0|0|98.0|0|2.0|0|0.0|100
0|2020-04-16|101.0|0|102.0|0|2.0|0|0.0|100
0|2020-04-17|103.0|0|103.0|0|2.0|0|0.0|100
0|2020-04-18|109.0|0|109.0|0|2.0|0|0.0|100
0|2020-04-19|112.0|0|114.0|0|2.0|0|0.0|100
0|2020-04-20|117.0|0|117.0|0|3.0|0|0.0|100
0|2020-04-21|123.0|0|123.0|0|3.0|0|0.0|100
0|2020-04-22|132.0|0|132.0|0|3.0|0|0.0|100
0|2020-04-23|143.0|0|143.0|0|3.0|0|0.0|100
0|2020-04-24|147.0|0|147.0|0|3.0|0|0.0|100
0|2020-04-25|147.0|0|154.0|0|3.0|0|0.0|100
0|2020-04-26|161.0|0|161.0|0|3.0|0|0.0|100
0|2020-04-27|168.0|0|168.0|0|3.0|0|0.0|100
0|2020-04-28|171.0|0|171.0|0|3.0|0|0.0|100
0|2020-04-29|174.0|0|173.0|0|3.0|0|0.0|100
0|2020-04-30|174.0|0|174.0|0|3.0|0|0.0|100
0|2020-05-01|175.0|0|175.0|0|4.0|0|0.0|100
0|2020-05-02|181.0|0|181.0|0|4.0|0|0.0|100
0|2020-05-03|187.0|0|187.0|0|4.0|0|0.0|100
0|2020-05-04|188.0|0|188.0|0|4.0|0|0.0|100
0|2020-05-05|189.0|0|189.0|0|5.0|0|0.0|100
0|2020-05-06|196.0|0|196.0|0|5.0|0|0.0|100
0|2020-05-07|205.0|0|205.0|0|5.0|0|0.0|100
0|2020-05-08|208.0|0|208.0|0|5.0|0|0.0|100
0|2020-05-09|216.0|0|216.0|0|5.0|0|0.0|100
0|2020-05-10|222.0|0|222.0|0|5.0|0|0.0|100
0|2020-05-11|224.0|0|224.0|0|6.0|0|0.0|100
0|2020-05-12|227.0|0|227.0|0|7.0|0|0.0|100
0|2020-05-13|231.0|0|231.0|0|7.0|0|0.0|100
