|dates|LaSalle_Texas_UnitedStates.AveragePrecipitationTotal.data|LaSalle_Texas_UnitedStates.AveragePrecipitationTotal.missing|LaSalle_Texas_UnitedStates.AveragePrecipitation.data|LaSalle_Texas_UnitedStates.AveragePrecipitation.missing|LaSalle_Texas_UnitedStates.AverageWindDirection.data|LaSalle_Texas_UnitedStates.AverageWindDirection.missing|LaSalle_Texas_UnitedStates.AverageWindSpeed.data|LaSalle_Texas_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|118.09027777777777|0|4.293055555555555|0
0|2020-01-02|0.0|0|0.0|0|192.08333333333334|0|5.458333333333333|0
0|2020-01-03|0.0|0|0.0|0|307.9166666666667|0|10.125|0
0|2020-01-04|0.0|0|0.0|0|222.5|0|5.666666666666667|0
0|2020-01-05|0.0|0|0.0|0|146.66666666666666|0|6.75|0
0|2020-01-06|0.0|0|0.0|0|95.0|0|4.625|0
0|2020-01-07|0.0|0|0.0|0|165.83333333333334|0|7.375|0
0|2020-01-08|0.0|0|0.0|0|135.41666666666666|0|10.145833333333334|0
0|2020-01-09|0.0|0|0.0|0|139.58333333333334|0|8.833333333333334|0
0|2020-01-10|0.0|0|0.0008333333333333334|0|190.41666666666666|0|13.708333333333334|0
0|2020-01-11|0.0008333333333333334|0|0.0|0|251.66666666666666|0|12.875|0
0|2020-01-12|0.0|0|0.0|0|122.5|0|7.541666666666667|0
0|2020-01-13|0.0|0|0.0013095238095238097|0|89.41765873015872|0|5.615277777777777|0
0|2020-01-14|0.0010416666666666667|0|0.0|0|86.80555555555556|0|4.520833333333333|0
0|2020-01-15|0.0|0|0.0|0|122.70833333333333|0|7.423611111111111|0
0|2020-01-16|0.00020833333333333335|0|0.0036111111111111114|0|149.93055555555557|0|10.854166666666666|0
0|2020-01-17|0.0033333333333333335|0|0.0010416666666666667|0|247.08333333333334|0|4.993055555555556|0
0|2020-01-18|0.00125|0|0.0|0|113.95833333333333|0|6.4375|0
0|2020-01-19|0.0|0|0.0|0|87.91666666666667|0|8.833333333333334|0
0|2020-01-20|0.0|0|0.0|0|88.33333333333333|0|7.625|0
0|2020-01-21|0.0|0|0.0|0|135.83333333333334|0|11.791666666666666|0
0|2020-01-22|0.0006666666666666666|0|0.004208333333333334|0|95.79166666666667|0|5.323611111111112|0
0|2020-01-23|0.0004166666666666667|0|0.0|0|166.60218253968253|0|6.252480158730158|0
0|2020-01-24|0.0|0|0.0|0|105.0|0|6.166666666666667|0
0|2020-01-25|0.0|0|0.0003125|0|107.0138888888889|0|6.395833333333333|0
0|2020-01-26|0.00010416666666666667|0|0.0|0|169.75694444444446|0|5.645833333333333|0
0|2020-01-27|0.0|0|0.0|0|116.25|0|10.333333333333334|0
0|2020-01-28|0.0|0|0.0|0|232.91666666666666|0|13.0625|0
0|2020-01-29|0.0|0|0.0|0|182.08333333333334|0|8.375|0
0|2020-01-30|0.0|0|0.0|0|58.541666666666664|0|8.75|0
0|2020-01-31|0.0|0|0.0|0|162.08333333333334|0|5.875|0
0|2020-02-01|0.0|0|0.0|0|267.0833333333333|0|6.416666666666667|0
0|2020-02-02|0.0|0|0.0|0|104.58333333333333|0|5.666666666666667|0
0|2020-02-03|0.0|0|0.0|0|149.16666666666666|0|8.25|0
0|2020-02-04|0.0|0|0.0|0|72.66666666666667|0|4.9944444444444445|0
0|2020-02-05|0.0|0|0.0|0|252.56944444444446|0|13.513888888888888|0
0|2020-02-06|0.0|0|0.0|0|247.08333333333334|0|6.791666666666667|0
