|dates|St.Bernard_Louisiana_UnitedStates.JHU_ConfirmedCases.data|St.Bernard_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|St.Bernard_Louisiana_UnitedStates.NYT_ConfirmedCases.data|St.Bernard_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|St.Bernard_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|St.Bernard_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|St.Bernard_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|St.Bernard_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-16|1.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-17|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-18|2.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-19|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-20|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-21|12.0|0|12.0|0|0.0|0|0.0|100
0|2020-03-22|12.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-23|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-03-24|19.0|0|19.0|0|0.0|0|0.0|100
0|2020-03-25|23.0|0|23.0|0|1.0|0|0.0|100
0|2020-03-26|28.0|0|28.0|0|1.0|0|0.0|100
0|2020-03-27|31.0|0|31.0|0|1.0|0|0.0|100
0|2020-03-28|43.0|0|43.0|0|2.0|0|0.0|100
0|2020-03-29|45.0|0|45.0|0|2.0|0|0.0|100
0|2020-03-30|53.0|0|53.0|0|2.0|0|0.0|100
0|2020-03-31|71.0|0|71.0|0|2.0|0|0.0|100
0|2020-04-01|94.0|0|94.0|0|3.0|0|0.0|100
0|2020-04-02|181.0|0|181.0|0|5.0|0|0.0|100
0|2020-04-03|196.0|0|196.0|0|7.0|0|0.0|100
0|2020-04-04|239.0|0|239.0|0|8.0|0|0.0|100
0|2020-04-05|242.0|0|242.0|0|8.0|0|0.0|100
0|2020-04-06|267.0|0|267.0|0|8.0|0|0.0|100
0|2020-04-07|289.0|0|289.0|0|10.0|0|0.0|100
0|2020-04-08|304.0|0|304.0|0|10.0|0|0.0|100
0|2020-04-09|325.0|0|325.0|0|10.0|0|0.0|100
0|2020-04-10|343.0|0|343.0|0|10.0|0|0.0|100
0|2020-04-11|358.0|0|358.0|0|10.0|0|0.0|100
0|2020-04-12|361.0|0|361.0|0|10.0|0|0.0|100
0|2020-04-13|369.0|0|369.0|0|8.0|0|0.0|100
0|2020-04-14|377.0|0|377.0|0|8.0|0|0.0|100
0|2020-04-15|383.0|0|383.0|0|10.0|0|0.0|100
0|2020-04-16|388.0|0|388.0|0|12.0|0|0.0|100
0|2020-04-17|404.0|0|404.0|0|11.0|0|0.0|100
0|2020-04-18|409.0|0|409.0|0|11.0|0|0.0|100
0|2020-04-19|411.0|0|411.0|0|12.0|0|0.0|100
0|2020-04-20|423.0|0|423.0|0|12.0|0|0.0|100
0|2020-04-21|428.0|0|428.0|0|12.0|0|0.0|100
0|2020-04-22|430.0|0|430.0|0|13.0|0|0.0|100
0|2020-04-23|435.0|0|435.0|0|15.0|0|0.0|100
0|2020-04-24|440.0|0|440.0|0|15.0|0|0.0|100
0|2020-04-25|443.0|0|443.0|0|15.0|0|0.0|100
0|2020-04-26|446.0|0|446.0|0|15.0|0|0.0|100
0|2020-04-27|449.0|0|449.0|0|15.0|0|0.0|100
0|2020-04-28|452.0|0|452.0|0|18.0|0|0.0|100
0|2020-04-29|461.0|0|461.0|0|19.0|0|0.0|100
0|2020-04-30|464.0|0|464.0|0|20.0|0|0.0|100
0|2020-05-01|469.0|0|469.0|0|20.0|0|0.0|100
0|2020-05-02|474.0|0|474.0|0|20.0|0|0.0|100
0|2020-05-03|475.0|0|475.0|0|20.0|0|0.0|100
0|2020-05-04|480.0|0|480.0|0|20.0|0|0.0|100
0|2020-05-05|502.0|0|502.0|0|20.0|0|0.0|100
0|2020-05-06|505.0|0|505.0|0|20.0|0|0.0|100
0|2020-05-07|508.0|0|508.0|0|20.0|0|0.0|100
0|2020-05-08|508.0|0|508.0|0|20.0|0|0.0|100
0|2020-05-09|512.0|0|512.0|0|20.0|0|0.0|100
0|2020-05-10|513.0|0|513.0|0|20.0|0|0.0|100
0|2020-05-11|514.0|0|514.0|0|20.0|0|0.0|100
0|2020-05-12|515.0|0|515.0|0|19.0|0|0.0|100
