|dates|Harnett_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Harnett_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Harnett_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Harnett_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Harnett_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Harnett_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Harnett_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Harnett_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|1.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-15|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-16|3.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-17|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-18|3.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-19|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-20|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-21|7.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-22|7.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-23|8.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-24|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-25|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-26|11.0|0|11.0|0|1.0|0|0.0|100
0|2020-03-27|11.0|0|11.0|0|1.0|0|0.0|100
0|2020-03-28|11.0|0|13.0|0|1.0|0|0.0|100
0|2020-03-29|14.0|0|14.0|0|1.0|0|0.0|100
0|2020-03-30|14.0|0|15.0|0|1.0|0|0.0|100
0|2020-03-31|18.0|0|18.0|0|1.0|0|0.0|100
0|2020-04-01|18.0|0|18.0|0|1.0|0|0.0|100
0|2020-04-02|19.0|0|19.0|0|1.0|0|0.0|100
0|2020-04-03|19.0|0|19.0|0|1.0|0|0.0|100
0|2020-04-04|24.0|0|23.0|0|1.0|0|0.0|100
0|2020-04-05|25.0|0|25.0|0|2.0|0|0.0|100
0|2020-04-06|31.0|0|31.0|0|2.0|0|0.0|100
0|2020-04-07|32.0|0|32.0|0|2.0|0|0.0|100
0|2020-04-08|34.0|0|34.0|0|2.0|0|0.0|100
0|2020-04-09|34.0|0|34.0|0|2.0|0|0.0|100
0|2020-04-10|35.0|0|35.0|0|2.0|0|0.0|100
0|2020-04-11|38.0|0|38.0|0|2.0|0|0.0|100
0|2020-04-12|41.0|0|41.0|0|2.0|0|0.0|100
0|2020-04-13|45.0|0|45.0|0|2.0|0|0.0|100
0|2020-04-14|49.0|0|49.0|0|2.0|0|0.0|100
0|2020-04-15|53.0|0|50.0|0|2.0|0|0.0|100
0|2020-04-16|53.0|0|53.0|0|2.0|0|0.0|100
0|2020-04-17|54.0|0|54.0|0|3.0|0|0.0|100
0|2020-04-18|55.0|0|55.0|0|3.0|0|0.0|100
0|2020-04-19|58.0|0|58.0|0|3.0|0|0.0|100
0|2020-04-20|61.0|0|61.0|0|3.0|0|0.0|100
0|2020-04-21|62.0|0|62.0|0|5.0|0|0.0|100
0|2020-04-22|66.0|0|66.0|0|5.0|0|0.0|100
0|2020-04-23|74.0|0|72.0|0|5.0|0|0.0|100
0|2020-04-24|77.0|0|77.0|0|5.0|0|0.0|100
0|2020-04-25|119.0|0|119.0|0|5.0|0|0.0|100
0|2020-04-26|128.0|0|128.0|0|5.0|0|0.0|100
0|2020-04-27|137.0|0|137.0|0|5.0|0|0.0|100
0|2020-04-28|145.0|0|145.0|0|7.0|0|0.0|100
0|2020-04-29|151.0|0|151.0|0|7.0|0|0.0|100
0|2020-04-30|156.0|0|155.0|0|7.0|0|0.0|100
0|2020-05-01|164.0|0|164.0|0|7.0|0|0.0|100
0|2020-05-02|173.0|0|173.0|0|8.0|0|0.0|100
0|2020-05-03|174.0|0|174.0|0|8.0|0|0.0|100
0|2020-05-04|182.0|0|182.0|0|8.0|0|0.0|100
0|2020-05-05|188.0|0|188.0|0|9.0|0|0.0|100
0|2020-05-06|192.0|0|192.0|0|10.0|0|0.0|100
0|2020-05-07|199.0|0|199.0|0|12.0|0|0.0|100
0|2020-05-08|207.0|0|207.0|0|12.0|0|0.0|100
0|2020-05-09|212.0|0|212.0|0|13.0|0|0.0|100
0|2020-05-10|217.0|0|217.0|0|13.0|0|0.0|100
0|2020-05-11|228.0|0|228.0|0|13.0|0|0.0|100
0|2020-05-12|228.0|0|228.0|0|15.0|0|0.0|100
