|dates|Dorchester_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Dorchester_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Dorchester_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|Dorchester_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Dorchester_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Dorchester_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Dorchester_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Dorchester_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-20|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-21|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-22|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-23|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-24|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-25|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-26|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-27|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-28|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-29|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-30|12.0|0|12.0|0|0.0|0|0.0|100
0|2020-03-31|17.0|0|17.0|0|0.0|0|0.0|100
0|2020-04-01|27.0|0|27.0|0|0.0|0|0.0|100
0|2020-04-02|35.0|0|35.0|0|0.0|0|0.0|100
0|2020-04-03|36.0|0|36.0|0|0.0|0|0.0|100
0|2020-04-04|45.0|0|45.0|0|0.0|0|0.0|100
0|2020-04-05|44.0|0|44.0|0|0.0|0|0.0|100
0|2020-04-06|52.0|0|52.0|0|0.0|0|0.0|100
0|2020-04-07|51.0|0|51.0|0|0.0|0|0.0|100
0|2020-04-08|51.0|0|54.0|0|0.0|0|0.0|100
0|2020-04-09|58.0|0|58.0|0|0.0|0|0.0|100
0|2020-04-10|65.0|0|65.0|0|0.0|0|0.0|100
0|2020-04-11|67.0|0|67.0|0|1.0|0|0.0|100
0|2020-04-12|71.0|0|71.0|0|1.0|0|0.0|100
0|2020-04-13|73.0|0|73.0|0|1.0|0|0.0|100
0|2020-04-14|73.0|0|73.0|0|1.0|0|0.0|100
0|2020-04-15|78.0|0|78.0|0|1.0|0|0.0|100
0|2020-04-16|78.0|0|78.0|0|1.0|0|0.0|100
0|2020-04-17|83.0|0|83.0|0|1.0|0|0.0|100
0|2020-04-18|84.0|0|84.0|0|1.0|0|0.0|100
0|2020-04-19|88.0|0|88.0|0|1.0|0|0.0|100
0|2020-04-20|88.0|0|83.0|0|1.0|0|0.0|100
0|2020-04-21|83.0|0|85.0|0|1.0|0|0.0|100
0|2020-04-22|85.0|0|85.0|0|1.0|0|0.0|100
0|2020-04-23|84.0|0|84.0|0|1.0|0|0.0|100
0|2020-04-24|84.0|0|84.0|0|2.0|0|0.0|100
0|2020-04-25|86.0|0|86.0|0|2.0|0|0.0|100
0|2020-04-26|90.0|0|90.0|0|2.0|0|0.0|100
0|2020-04-27|92.0|0|92.0|0|2.0|0|0.0|100
0|2020-04-28|91.0|0|91.0|0|2.0|0|0.0|100
0|2020-04-29|94.0|0|94.0|0|3.0|0|0.0|100
0|2020-04-30|97.0|0|97.0|0|3.0|0|0.0|100
0|2020-05-01|100.0|0|100.0|0|3.0|0|0.0|100
0|2020-05-02|100.0|0|100.0|0|3.0|0|0.0|100
0|2020-05-03|101.0|0|101.0|0|3.0|0|0.0|100
0|2020-05-04|100.0|0|100.0|0|3.0|0|0.0|100
0|2020-05-05|101.0|0|101.0|0|3.0|0|0.0|100
0|2020-05-06|103.0|0|103.0|0|3.0|0|0.0|100
0|2020-05-07|104.0|0|104.0|0|3.0|0|0.0|100
0|2020-05-08|105.0|0|105.0|0|3.0|0|0.0|100
0|2020-05-09|105.0|0|105.0|0|3.0|0|0.0|100
0|2020-05-10|106.0|0|106.0|0|3.0|0|0.0|100
0|2020-05-11|108.0|0|108.0|0|3.0|0|0.0|100
0|2020-05-12|109.0|0|109.0|0|3.0|0|0.0|100
