|dates|Allendale_SouthCarolina_UnitedStates.BLS_EmployedPopulation.data|Allendale_SouthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Allendale_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Allendale_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Allendale_SouthCarolina_UnitedStates.BLS_UnemploymentRate.data|Allendale_SouthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Allendale_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Allendale_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|2484.0|0|184.5|0|6.913996627318719|0|2668.5|0
0|2020-01-02|2484.0|0|184.5|0|6.913996627318719|0|2668.5|0
0|2020-01-03|2484.0|0|184.5|0|6.913996627318719|0|2668.5|0
0|2020-01-04|2484.0|0|184.5|0|6.913996627318719|0|2668.5|0
0|2020-01-05|2484.0|0|184.5|0|6.913996627318719|0|2668.5|0
0|2020-01-06|2484.0|0|184.5|0|6.913996627318719|0|2668.5|0
0|2020-01-07|2484.0|0|184.5|0|6.913996627318719|0|2668.5|0
0|2020-01-08|2484.0|0|184.5|0|6.913996627318719|0|2668.5|0
0|2020-01-09|2484.0|0|184.5|0|6.913996627318719|0|2668.5|0
0|2020-01-10|2484.0|0|184.5|0|6.913996627318719|0|2668.5|0
0|2020-01-11|2484.0|0|184.5|0|6.913996627318719|0|2668.5|0
0|2020-01-12|2484.0|0|184.5|0|6.913996627318719|0|2668.5|0
0|2020-01-13|2484.0|0|184.5|0|6.913996627318719|0|2668.5|0
0|2020-01-14|2484.0|0|184.5|0|6.913996627318719|0|2668.5|0
0|2020-01-15|2484.0|0|184.5|0|6.913996627318719|0|2668.5|0
0|2020-01-16|2484.0|0|184.5|0|6.913996627318719|0|2668.5|0
0|2020-01-17|2484.0|0|184.5|0|6.913996627318719|0|2668.5|0
0|2020-01-18|2484.0|0|184.5|0|6.913996627318719|0|2668.5|0
0|2020-01-19|2484.0|0|184.5|0|6.913996627318719|0|2668.5|0
0|2020-01-20|2484.0|0|184.5|0|6.913996627318719|0|2668.5|0
0|2020-01-21|2484.0|0|184.5|0|6.913996627318719|0|2668.5|0
0|2020-01-22|2484.0|0|184.5|0|6.913996627318719|0|2668.5|0
0|2020-01-23|2484.0|0|184.5|0|6.913996627318719|0|2668.5|0
0|2020-01-24|2484.0|0|184.5|0|6.913996627318719|0|2668.5|0
0|2020-01-25|2484.0|0|184.5|0|6.913996627318719|0|2668.5|0
0|2020-01-26|2484.0|0|184.5|0|6.913996627318719|0|2668.5|0
0|2020-01-27|2484.0|0|184.5|0|6.913996627318719|0|2668.5|0
0|2020-01-28|2484.0|0|184.5|0|6.913996627318719|0|2668.5|0
0|2020-01-29|2484.0|0|184.5|0|6.913996627318719|0|2668.5|0
0|2020-01-30|2484.0|0|184.5|0|6.913996627318719|0|2668.5|0
0|2020-01-31|2484.0|0|184.5|0|6.913996627318719|0|2668.5|0
0|2020-02-01|2489.5|0|171.0|0|6.427363277579403|0|2660.5|0
0|2020-02-02|2489.5|0|171.0|0|6.427363277579403|0|2660.5|0
0|2020-02-03|2489.5|0|171.0|0|6.427363277579403|0|2660.5|0
0|2020-02-04|2489.5|0|171.0|0|6.427363277579403|0|2660.5|0
0|2020-02-05|2489.5|0|171.0|0|6.427363277579403|0|2660.5|0
0|2020-02-06|2489.5|0|171.0|0|6.427363277579403|0|2660.5|0
0|2020-02-07|2489.5|0|171.0|0|6.427363277579403|0|2660.5|0
0|2020-02-08|2489.5|0|171.0|0|6.427363277579403|0|2660.5|0
0|2020-02-09|2489.5|0|171.0|0|6.427363277579403|0|2660.5|0
0|2020-02-10|2489.5|0|171.0|0|6.427363277579403|0|2660.5|0
0|2020-02-11|2489.5|0|171.0|0|6.427363277579403|0|2660.5|0
0|2020-02-12|2489.5|0|171.0|0|6.427363277579403|0|2660.5|0
0|2020-02-13|2489.5|0|171.0|0|6.427363277579403|0|2660.5|0
0|2020-02-14|2489.5|0|171.0|0|6.427363277579403|0|2660.5|0
0|2020-02-15|2489.5|0|171.0|0|6.427363277579403|0|2660.5|0
0|2020-02-16|2489.5|0|171.0|0|6.427363277579403|0|2660.5|0
0|2020-02-17|2489.5|0|171.0|0|6.427363277579403|0|2660.5|0
0|2020-02-18|2489.5|0|171.0|0|6.427363277579403|0|2660.5|0
0|2020-02-19|2489.5|0|171.0|0|6.427363277579403|0|2660.5|0
0|2020-02-20|2489.5|0|171.0|0|6.427363277579403|0|2660.5|0
0|2020-02-21|2489.5|0|171.0|0|6.427363277579403|0|2660.5|0
0|2020-02-22|2489.5|0|171.0|0|6.427363277579403|0|2660.5|0
0|2020-02-23|2489.5|0|171.0|0|6.427363277579403|0|2660.5|0
0|2020-02-24|2489.5|0|171.0|0|6.427363277579403|0|2660.5|0
0|2020-02-25|2489.5|0|171.0|0|6.427363277579403|0|2660.5|0
0|2020-02-26|2489.5|0|171.0|0|6.427363277579403|0|2660.5|0
0|2020-02-27|2489.5|0|171.0|0|6.427363277579403|0|2660.5|0
