|dates|Garrett_Maryland_UnitedStates.AverageDailyTemperature.data|Garrett_Maryland_UnitedStates.AverageDailyTemperature.missing|Garrett_Maryland_UnitedStates.AverageDewPoint.data|Garrett_Maryland_UnitedStates.AverageDewPoint.missing|Garrett_Maryland_UnitedStates.AverageRelativeHumidity.data|Garrett_Maryland_UnitedStates.AverageRelativeHumidity.missing|Garrett_Maryland_UnitedStates.AverageSurfaceAirPressure.data|Garrett_Maryland_UnitedStates.AverageSurfaceAirPressure.missing
0|2020-01-01|28.364583333333332|0|21.020833333333332|0|75.13541666666667|0|26.736250000000016|0
0|2020-01-02|37.90625|0|25.078125|0|64.08333333333333|0|26.807395833333327|0
0|2020-01-03|46.385416666666664|0|46.385416666666664|0|100.0|0|26.746562499999996|0
0|2020-01-04|38.71875|0|38.71875|0|100.0|0|26.66526041666664|0
0|2020-01-05|24.03125|0|23.489583333333332|0|97.78125|0|26.880520833333367|0
0|2020-01-06|30.104166666666668|0|23.104166666666668|0|76.11458333333333|0|26.934374999999992|0
0|2020-01-07|26.885416666666668|0|23.0625|0|86.71875|0|26.8645833333333|0
0|2020-01-08|25.166666666666668|0|15.666666666666666|0|70.0|0|26.997708333333346|0
0|2020-01-09|24.177083333333332|0|12.416666666666666|0|62.8125|0|27.334583333333338|0
0|2020-01-10|45.552083333333336|0|33.4375|0|63.40625|0|27.26010416666664|0
0|2020-01-11|56.229166666666664|0|47.697916666666664|0|74.55208333333333|0|26.986354166666676|0
0|2020-01-12|40.583333333333336|0|38.833333333333336|0|93.20833333333333|0|27.069791666666692|0
0|2020-01-13|38.760416666666664|0|34.15625|0|84.1875|0|27.213437499999984|0
0|2020-01-14|41.135416666666664|0|39.552083333333336|0|93.96875|0|27.07802083333333|0
0|2020-01-15|44.135416666666664|0|36.90625|0|81.13541666666667|0|27.03135416666665|0
0|2020-01-16|31.770833333333332|0|26.083333333333332|0|79.91666666666667|0|27.093749999999996|0
0|2020-01-17|19.864583333333332|0|10.947916666666666|0|69.66666666666667|0|27.403437500000024|0
0|2020-01-18|28.15625|0|26.3125|0|93.38541666666667|0|26.96229166666664|0
0|2020-01-19|19.885416666666668|0|17.1875|0|89.5625|0|26.81770833333331|0
0|2020-01-20|12.09375|0|8.21875|0|84.96875|0|27.1503125|0
0|2020-01-21|12.9375|0|9.010416666666666|0|84.04166666666667|0|27.25812500000001|0
0|2020-01-22|24.84375|0|10.239583333333334|0|58.005208333333336|0|27.20333333333335|0
0|2020-01-23|34.572916666666664|0|8.416666666666666|0|34.71875|0|27.130833333333303|0
0|2020-01-24|32.25|0|26.395833333333332|0|82.20833333333333|0|26.981979166666687|0
0|2020-01-25|32.895833333333336|0|32.583333333333336|0|98.90625|0|26.797291666666656|0
0|2020-01-26|27.322916666666668|0|27.322916666666668|0|100.0|0|26.76374999999999|0
0|2020-01-27|27.78125|0|27.645833333333332|0|99.05208333333333|0|26.713437500000037|0
0|2020-01-28|26.708333333333332|0|26.708333333333332|0|100.0|0|26.843124999999958|0
0|2020-01-29|23.354166666666668|0|22.21875|0|95.84375|0|26.960833333333337|0
0|2020-01-30|24.5|0|22.395833333333332|0|91.55208333333333|0|27.019583333333344|0
0|2020-01-31|31.260416666666668|0|29.833333333333332|0|95.32291666666667|0|27.028645833333286|0
