|dates|Washington_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Washington_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Washington_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Washington_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Washington_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-14|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-15|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-16|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-17|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-18|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-19|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-20|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-21|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-22|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-23|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-24|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-25|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-26|12.0|0|12.0|0|0.0|0|0.0|100
0|2020-03-27|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-03-28|23.0|0|23.0|0|0.0|0|0.0|100
0|2020-03-29|24.0|0|24.0|0|0.0|0|0.0|100
0|2020-03-30|26.0|0|26.0|0|0.0|0|0.0|100
0|2020-03-31|33.0|0|33.0|0|0.0|0|0.0|100
0|2020-04-01|35.0|0|35.0|0|0.0|0|0.0|100
0|2020-04-02|38.0|0|38.0|0|0.0|0|0.0|100
0|2020-04-03|40.0|0|40.0|0|0.0|0|0.0|100
0|2020-04-04|46.0|0|46.0|0|0.0|0|0.0|100
0|2020-04-05|50.0|0|50.0|0|0.0|0|0.0|100
0|2020-04-06|53.0|0|53.0|0|0.0|0|0.0|100
0|2020-04-07|57.0|0|57.0|0|0.0|0|0.0|100
0|2020-04-08|59.0|0|59.0|0|0.0|0|0.0|100
0|2020-04-09|63.0|0|63.0|0|0.0|0|0.0|100
0|2020-04-10|66.0|0|66.0|0|0.0|0|0.0|100
0|2020-04-11|66.0|0|66.0|0|0.0|0|0.0|100
0|2020-04-12|68.0|0|68.0|0|0.0|0|0.0|100
0|2020-04-13|69.0|0|69.0|0|0.0|0|0.0|100
0|2020-04-14|70.0|0|70.0|0|1.0|0|0.0|100
0|2020-04-15|71.0|0|71.0|0|1.0|0|0.0|100
0|2020-04-16|73.0|0|73.0|0|1.0|0|0.0|100
0|2020-04-17|75.0|0|75.0|0|1.0|0|0.0|100
0|2020-04-18|79.0|0|79.0|0|2.0|0|0.0|100
0|2020-04-19|82.0|0|82.0|0|2.0|0|0.0|100
0|2020-04-20|83.0|0|83.0|0|2.0|0|0.0|100
0|2020-04-21|86.0|0|86.0|0|2.0|0|0.0|100
0|2020-04-22|87.0|0|87.0|0|2.0|0|0.0|100
0|2020-04-23|92.0|0|92.0|0|2.0|0|0.0|100
0|2020-04-24|96.0|0|96.0|0|2.0|0|0.0|100
0|2020-04-25|99.0|0|99.0|0|2.0|0|0.0|100
0|2020-04-26|101.0|0|101.0|0|2.0|0|0.0|100
0|2020-04-27|107.0|0|107.0|0|2.0|0|0.0|100
0|2020-04-28|109.0|0|109.0|0|2.0|0|0.0|100
0|2020-04-29|113.0|0|113.0|0|2.0|0|0.0|100
0|2020-04-30|115.0|0|115.0|0|2.0|0|0.0|100
0|2020-05-01|116.0|0|116.0|0|2.0|0|0.0|100
0|2020-05-02|118.0|0|118.0|0|2.0|0|0.0|100
0|2020-05-03|119.0|0|119.0|0|2.0|0|0.0|100
0|2020-05-04|120.0|0|120.0|0|2.0|0|0.0|100
0|2020-05-05|120.0|0|120.0|0|2.0|0|0.0|100
0|2020-05-06|121.0|0|121.0|0|2.0|0|0.0|100
0|2020-05-07|120.0|0|120.0|0|4.0|0|0.0|100
0|2020-05-08|121.0|0|121.0|0|4.0|0|0.0|100
0|2020-05-09|124.0|0|124.0|0|4.0|0|0.0|100
0|2020-05-10|124.0|0|124.0|0|4.0|0|0.0|100
0|2020-05-11|124.0|0|124.0|0|4.0|0|0.0|100
0|2020-05-12|126.0|0|126.0|0|4.0|0|0.0|100
0|2020-05-13|127.0|0|127.0|0|4.0|0|0.0|100
