|dates|Benton_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Benton_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Benton_Arkansas_UnitedStates.NYT_ConfirmedCases.data|Benton_Arkansas_UnitedStates.NYT_ConfirmedCases.missing|Benton_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Benton_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Benton_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Benton_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-20|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-21|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-22|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-23|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-24|1.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-25|1.0|0|18.0|0|0.0|0|0.0|100
0|2020-03-26|18.0|0|23.0|0|0.0|0|0.0|100
0|2020-03-27|23.0|0|24.0|0|0.0|0|0.0|100
0|2020-03-28|28.0|0|29.0|0|0.0|0|0.0|100
0|2020-03-29|31.0|0|33.0|0|0.0|0|0.0|100
0|2020-03-30|35.0|0|38.0|0|0.0|0|0.0|100
0|2020-03-31|38.0|0|38.0|0|0.0|0|0.0|100
0|2020-04-01|39.0|0|40.0|0|0.0|0|0.0|100
0|2020-04-02|40.0|0|42.0|0|0.0|0|0.0|100
0|2020-04-03|42.0|0|41.0|0|0.0|0|0.0|100
0|2020-04-04|42.0|0|40.0|0|0.0|0|0.0|100
0|2020-04-05|43.0|0|42.0|0|0.0|0|0.0|100
0|2020-04-06|42.0|0|42.0|0|0.0|0|0.0|100
0|2020-04-07|42.0|0|44.0|0|0.0|0|0.0|100
0|2020-04-08|45.0|0|46.0|0|0.0|0|0.0|100
0|2020-04-09|47.0|0|47.0|0|0.0|0|0.0|100
0|2020-04-10|47.0|0|47.0|0|0.0|0|0.0|100
0|2020-04-11|47.0|0|47.0|0|0.0|0|0.0|100
0|2020-04-12|48.0|0|48.0|0|0.0|0|0.0|100
0|2020-04-13|50.0|0|59.0|0|0.0|0|0.0|100
0|2020-04-14|60.0|0|60.0|0|0.0|0|0.0|100
0|2020-04-15|62.0|0|62.0|0|0.0|0|0.0|100
0|2020-04-16|61.0|0|61.0|0|0.0|0|0.0|100
0|2020-04-17|62.0|0|62.0|0|0.0|0|0.0|100
0|2020-04-18|62.0|0|62.0|0|0.0|0|0.0|100
0|2020-04-19|62.0|0|62.0|0|0.0|0|0.0|100
0|2020-04-20|62.0|0|62.0|0|0.0|0|0.0|100
0|2020-04-21|66.0|0|67.0|0|0.0|0|0.0|100
0|2020-04-22|68.0|0|69.0|0|0.0|0|0.0|100
0|2020-04-23|70.0|0|70.0|0|0.0|0|0.0|100
0|2020-04-24|77.0|0|77.0|0|0.0|0|0.0|100
0|2020-04-25|79.0|0|79.0|0|0.0|0|0.0|100
0|2020-04-26|93.0|0|93.0|0|0.0|0|0.0|100
0|2020-04-27|94.0|0|94.0|0|0.0|0|0.0|100
0|2020-04-28|94.0|0|94.0|0|0.0|0|0.0|100
0|2020-04-29|101.0|0|101.0|0|0.0|0|0.0|100
0|2020-04-30|102.0|0|102.0|0|0.0|0|0.0|100
0|2020-05-01|107.0|0|101.0|0|0.0|0|0.0|100
0|2020-05-02|112.0|0|112.0|0|0.0|0|0.0|100
0|2020-05-03|112.0|0|106.0|0|0.0|0|0.0|100
0|2020-05-04|112.0|0|108.0|0|0.0|0|0.0|100
0|2020-05-05|110.0|0|110.0|0|0.0|0|0.0|100
0|2020-05-06|111.0|0|111.0|0|0.0|0|0.0|100
0|2020-05-07|113.0|0|113.0|0|0.0|0|0.0|100
0|2020-05-08|116.0|0|116.0|0|0.0|0|0.0|100
0|2020-05-09|116.0|0|116.0|0|0.0|0|0.0|100
0|2020-05-10|123.0|0|123.0|0|0.0|0|0.0|100
0|2020-05-11|123.0|0|123.0|0|0.0|0|0.0|100
0|2020-05-12|127.0|0|127.0|0|0.0|0|0.0|100
0|2020-05-13|131.0|0|131.0|0|0.0|0|0.0|100
