|dates|Chilton_Alabama_UnitedStates.JHU_ConfirmedCases.data|Chilton_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Chilton_Alabama_UnitedStates.NYT_ConfirmedCases.data|Chilton_Alabama_UnitedStates.NYT_ConfirmedCases.missing|Chilton_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Chilton_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Chilton_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Chilton_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-25|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-26|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-27|6.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-28|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-29|7.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-30|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-31|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-04-01|13.0|0|13.0|0|0.0|0|0.0|100
0|2020-04-02|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-04-03|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-04-04|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-04-05|15.0|0|18.0|0|0.0|0|0.0|100
0|2020-04-06|19.0|0|20.0|0|0.0|0|0.0|100
0|2020-04-07|20.0|0|20.0|0|0.0|0|0.0|100
0|2020-04-08|20.0|0|22.0|0|0.0|0|0.0|100
0|2020-04-09|25.0|0|25.0|0|0.0|0|0.0|100
0|2020-04-10|26.0|0|27.0|0|0.0|0|0.0|100
0|2020-04-11|30.0|0|30.0|0|0.0|0|0.0|100
0|2020-04-12|30.0|0|30.0|0|0.0|0|0.0|100
0|2020-04-13|33.0|0|33.0|0|0.0|0|0.0|100
0|2020-04-14|33.0|0|33.0|0|0.0|0|0.0|100
0|2020-04-15|35.0|0|37.0|0|0.0|0|0.0|100
0|2020-04-16|37.0|0|37.0|0|0.0|0|0.0|100
0|2020-04-17|37.0|0|37.0|0|0.0|0|0.0|100
0|2020-04-18|39.0|0|39.0|0|0.0|0|0.0|100
0|2020-04-19|41.0|0|42.0|0|0.0|0|0.0|100
0|2020-04-20|43.0|0|43.0|0|0.0|0|0.0|100
0|2020-04-21|44.0|0|44.0|0|0.0|0|0.0|100
0|2020-04-22|46.0|0|46.0|0|1.0|0|0.0|100
0|2020-04-23|47.0|0|47.0|0|1.0|0|0.0|100
0|2020-04-24|49.0|0|49.0|0|1.0|0|0.0|100
0|2020-04-25|49.0|0|49.0|0|1.0|0|0.0|100
0|2020-04-26|51.0|0|51.0|0|1.0|0|0.0|100
0|2020-04-27|51.0|0|51.0|0|1.0|0|0.0|100
0|2020-04-28|52.0|0|52.0|0|1.0|0|0.0|100
0|2020-04-29|53.0|0|53.0|0|1.0|0|0.0|100
0|2020-04-30|53.0|0|53.0|0|1.0|0|0.0|100
0|2020-05-01|52.0|0|52.0|0|1.0|0|0.0|100
0|2020-05-02|54.0|0|54.0|0|1.0|0|0.0|100
0|2020-05-03|57.0|0|57.0|0|1.0|0|0.0|100
0|2020-05-04|58.0|0|58.0|0|1.0|0|0.0|100
0|2020-05-05|60.0|0|60.0|0|1.0|0|0.0|100
0|2020-05-06|61.0|0|61.0|0|1.0|0|0.0|100
0|2020-05-07|63.0|0|63.0|0|1.0|0|0.0|100
0|2020-05-08|63.0|0|63.0|0|1.0|0|0.0|100
0|2020-05-09|64.0|0|64.0|0|1.0|0|0.0|100
0|2020-05-10|65.0|0|65.0|0|1.0|0|0.0|100
0|2020-05-11|67.0|0|67.0|0|1.0|0|0.0|100
0|2020-05-12|69.0|0|69.0|0|1.0|0|0.0|100
0|2020-05-13|73.0|0|73.0|0|1.0|0|0.0|100
