|dates|Livingston_NewYork_UnitedStates.JHU_ConfirmedCases.data|Livingston_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Livingston_NewYork_UnitedStates.NYT_ConfirmedCases.data|Livingston_NewYork_UnitedStates.NYT_ConfirmedCases.missing|Livingston_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Livingston_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Livingston_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Livingston_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-19|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-20|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-21|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-22|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-23|2.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-24|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-25|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-26|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-27|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-28|10.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-29|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-30|13.0|0|12.0|0|0.0|0|0.0|100
0|2020-03-31|15.0|0|13.0|0|0.0|0|0.0|100
0|2020-04-01|18.0|0|14.0|0|0.0|0|0.0|100
0|2020-04-02|18.0|0|18.0|0|1.0|0|0.0|100
0|2020-04-03|18.0|0|18.0|0|1.0|0|0.0|100
0|2020-04-04|18.0|0|18.0|0|1.0|0|0.0|100
0|2020-04-05|24.0|0|19.0|0|1.0|0|0.0|100
0|2020-04-06|24.0|0|26.0|0|1.0|0|0.0|100
0|2020-04-07|24.0|0|28.0|0|2.0|0|0.0|100
0|2020-04-08|29.0|0|28.0|0|2.0|0|0.0|100
0|2020-04-09|29.0|0|26.0|0|2.0|0|0.0|100
0|2020-04-10|29.0|0|29.0|0|2.0|0|0.0|100
0|2020-04-11|30.0|0|30.0|0|2.0|0|0.0|100
0|2020-04-12|34.0|0|30.0|0|2.0|0|0.0|100
0|2020-04-13|34.0|0|30.0|0|3.0|0|0.0|100
0|2020-04-14|34.0|0|31.0|0|3.0|0|0.0|100
0|2020-04-15|34.0|0|31.0|0|3.0|0|0.0|100
0|2020-04-16|34.0|0|32.0|0|3.0|0|0.0|100
0|2020-04-17|34.0|0|34.0|0|3.0|0|0.0|100
0|2020-04-18|37.0|0|37.0|0|3.0|0|0.0|100
0|2020-04-19|39.0|0|39.0|0|3.0|0|0.0|100
0|2020-04-20|39.0|0|39.0|0|3.0|0|0.0|100
0|2020-04-21|39.0|0|39.0|0|4.0|0|0.0|100
0|2020-04-22|39.0|0|39.0|0|4.0|0|0.0|100
0|2020-04-23|41.0|0|41.0|0|5.0|0|0.0|100
0|2020-04-24|44.0|0|44.0|0|5.0|0|0.0|100
0|2020-04-25|58.0|0|58.0|0|5.0|0|0.0|100
0|2020-04-26|60.0|0|60.0|0|5.0|0|0.0|100
0|2020-04-27|62.0|0|62.0|0|5.0|0|0.0|100
0|2020-04-28|65.0|0|65.0|0|5.0|0|0.0|100
0|2020-04-29|67.0|0|67.0|0|5.0|0|0.0|100
0|2020-04-30|69.0|0|69.0|0|5.0|0|0.0|100
0|2020-05-01|73.0|0|73.0|0|5.0|0|0.0|100
0|2020-05-02|76.0|0|76.0|0|5.0|0|0.0|100
0|2020-05-03|83.0|0|83.0|0|5.0|0|0.0|100
0|2020-05-04|85.0|0|85.0|0|6.0|0|0.0|100
0|2020-05-05|86.0|0|86.0|0|6.0|0|0.0|100
0|2020-05-06|89.0|0|89.0|0|6.0|0|0.0|100
0|2020-05-07|95.0|0|95.0|0|6.0|0|0.0|100
0|2020-05-08|100.0|0|100.0|0|6.0|0|0.0|100
0|2020-05-09|101.0|0|101.0|0|6.0|0|0.0|100
0|2020-05-10|102.0|0|102.0|0|6.0|0|0.0|100
0|2020-05-11|102.0|0|102.0|0|6.0|0|0.0|100
0|2020-05-12|102.0|0|102.0|0|7.0|0|0.0|100
0|2020-05-13|103.0|0|103.0|0|7.0|0|0.0|100
