|dates|Berks_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Berks_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Berks_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Berks_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Berks_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Berks_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Berks_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Berks_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-19|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-20|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-21|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-22|13.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-23|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-03-24|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-03-25|20.0|0|20.0|0|0.0|0|0.0|100
0|2020-03-26|36.0|0|36.0|0|0.0|0|0.0|100
0|2020-03-27|65.0|0|65.0|0|0.0|0|0.0|100
0|2020-03-28|65.0|0|65.0|0|0.0|0|0.0|100
0|2020-03-29|68.0|0|68.0|0|0.0|0|0.0|100
0|2020-03-30|82.0|0|82.0|0|0.0|0|0.0|100
0|2020-03-31|110.0|0|110.0|0|0.0|0|0.0|100
0|2020-04-01|151.0|0|151.0|0|0.0|0|0.0|100
0|2020-04-02|168.0|0|168.0|0|1.0|0|0.0|100
0|2020-04-03|201.0|0|201.0|0|1.0|0|0.0|100
0|2020-04-04|235.0|0|235.0|0|2.0|0|0.0|100
0|2020-04-05|276.0|0|276.0|0|3.0|0|0.0|100
0|2020-04-06|326.0|0|326.0|0|3.0|0|0.0|100
0|2020-04-07|369.0|0|369.0|0|4.0|0|0.0|100
0|2020-04-08|416.0|0|416.0|0|12.0|0|0.0|100
0|2020-04-09|616.0|0|616.0|0|12.0|0|0.0|100
0|2020-04-10|720.0|0|720.0|0|12.0|0|0.0|100
0|2020-04-11|930.0|0|930.0|0|19.0|0|0.0|100
0|2020-04-12|1035.0|0|1035.0|0|20.0|0|0.0|100
0|2020-04-13|1150.0|0|1150.0|0|21.0|0|0.0|100
0|2020-04-14|1247.0|0|1247.0|0|27.0|0|0.0|100
0|2020-04-15|1335.0|0|1335.0|0|28.0|0|0.0|100
0|2020-04-16|1419.0|0|1419.0|0|31.0|0|0.0|100
0|2020-04-17|1537.0|0|1537.0|0|34.0|0|0.0|100
0|2020-04-18|1748.0|0|1748.0|0|40.0|0|0.0|100
0|2020-04-19|1898.0|0|1898.0|0|65.0|0|0.0|100
0|2020-04-20|1945.0|0|1945.0|0|74.0|0|0.0|100
0|2020-04-21|1988.0|0|1988.0|0|82.0|0|0.0|100
0|2020-04-22|2069.0|0|2069.0|0|85.0|0|0.0|100
0|2020-04-23|2212.0|0|2212.0|0|86.0|0|0.0|100
0|2020-04-24|2339.0|0|2339.0|0|87.0|0|0.0|100
0|2020-04-25|2406.0|0|2406.0|0|88.0|0|0.0|100
0|2020-04-26|2491.0|0|2491.0|0|88.0|0|0.0|100
0|2020-04-27|2526.0|0|2526.0|0|89.0|0|0.0|100
0|2020-04-28|2605.0|0|2605.0|0|91.0|0|0.0|100
0|2020-04-29|2637.0|0|2637.0|0|116.0|0|0.0|100
0|2020-04-30|2698.0|0|2698.0|0|117.0|0|0.0|100
0|2020-05-01|2748.0|0|2748.0|0|117.0|0|0.0|100
0|2020-05-02|2810.0|0|2810.0|0|118.0|0|0.0|100
0|2020-05-03|2886.0|0|2886.0|0|118.0|0|0.0|100
0|2020-05-04|2948.0|0|2948.0|0|118.0|0|0.0|100
0|2020-05-05|3004.0|0|3004.0|0|147.0|0|0.0|100
0|2020-05-06|3048.0|0|3048.0|0|148.0|0|0.0|100
0|2020-05-07|3095.0|0|3095.0|0|168.0|0|0.0|100
0|2020-05-08|3190.0|0|3190.0|0|168.0|0|0.0|100
0|2020-05-09|3257.0|0|3257.0|0|169.0|0|0.0|100
0|2020-05-10|3371.0|0|3371.0|0|170.0|0|0.0|100
0|2020-05-11|3417.0|0|3417.0|0|171.0|0|0.0|100
