|dates|Bossier_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Bossier_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Bossier_Louisiana_UnitedStates.NYT_ConfirmedCases.data|Bossier_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|Bossier_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Bossier_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Bossier_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Bossier_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-15|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-16|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-17|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-18|1.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-19|2.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-20|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-21|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-22|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-23|12.0|0|12.0|0|0.0|0|0.0|100
0|2020-03-24|12.0|0|12.0|0|0.0|0|0.0|100
0|2020-03-25|25.0|0|25.0|0|0.0|0|0.0|100
0|2020-03-26|32.0|0|32.0|0|0.0|0|0.0|100
0|2020-03-27|37.0|0|37.0|0|0.0|0|0.0|100
0|2020-03-28|45.0|0|45.0|0|0.0|0|0.0|100
0|2020-03-29|56.0|0|56.0|0|0.0|0|0.0|100
0|2020-03-30|57.0|0|57.0|0|0.0|0|0.0|100
0|2020-03-31|63.0|0|63.0|0|1.0|0|0.0|100
0|2020-04-01|75.0|0|75.0|0|1.0|0|0.0|100
0|2020-04-02|87.0|0|87.0|0|2.0|0|0.0|100
0|2020-04-03|95.0|0|95.0|0|2.0|0|0.0|100
0|2020-04-04|126.0|0|126.0|0|2.0|0|0.0|100
0|2020-04-05|133.0|0|133.0|0|3.0|0|0.0|100
0|2020-04-06|139.0|0|139.0|0|3.0|0|0.0|100
0|2020-04-07|146.0|0|146.0|0|4.0|0|0.0|100
0|2020-04-08|159.0|0|159.0|0|6.0|0|0.0|100
0|2020-04-09|171.0|0|171.0|0|7.0|0|0.0|100
0|2020-04-10|175.0|0|175.0|0|7.0|0|0.0|100
0|2020-04-11|178.0|0|178.0|0|9.0|0|0.0|100
0|2020-04-12|186.0|0|186.0|0|9.0|0|0.0|100
0|2020-04-13|188.0|0|188.0|0|10.0|0|0.0|100
0|2020-04-14|207.0|0|207.0|0|10.0|0|0.0|100
0|2020-04-15|211.0|0|211.0|0|11.0|0|0.0|100
0|2020-04-16|220.0|0|220.0|0|11.0|0|0.0|100
0|2020-04-17|230.0|0|230.0|0|11.0|0|0.0|100
0|2020-04-18|230.0|0|230.0|0|11.0|0|0.0|100
0|2020-04-19|233.0|0|233.0|0|11.0|0|0.0|100
0|2020-04-20|233.0|0|233.0|0|11.0|0|0.0|100
0|2020-04-21|241.0|0|241.0|0|11.0|0|0.0|100
0|2020-04-22|246.0|0|246.0|0|12.0|0|0.0|100
0|2020-04-23|255.0|0|255.0|0|12.0|0|0.0|100
0|2020-04-24|258.0|0|258.0|0|12.0|0|0.0|100
0|2020-04-25|265.0|0|265.0|0|12.0|0|0.0|100
0|2020-04-26|270.0|0|270.0|0|13.0|0|0.0|100
0|2020-04-27|274.0|0|274.0|0|13.0|0|0.0|100
0|2020-04-28|277.0|0|277.0|0|14.0|0|0.0|100
0|2020-04-29|285.0|0|285.0|0|15.0|0|0.0|100
0|2020-04-30|286.0|0|286.0|0|17.0|0|0.0|100
0|2020-05-01|287.0|0|287.0|0|17.0|0|0.0|100
0|2020-05-02|292.0|0|292.0|0|17.0|0|0.0|100
0|2020-05-03|295.0|0|295.0|0|17.0|0|0.0|100
0|2020-05-04|300.0|0|300.0|0|17.0|0|0.0|100
0|2020-05-05|300.0|0|300.0|0|17.0|0|0.0|100
0|2020-05-06|303.0|0|303.0|0|18.0|0|0.0|100
0|2020-05-07|307.0|0|307.0|0|18.0|0|0.0|100
0|2020-05-08|308.0|0|308.0|0|19.0|0|0.0|100
0|2020-05-09|310.0|0|310.0|0|20.0|0|0.0|100
0|2020-05-10|310.0|0|310.0|0|20.0|0|0.0|100
0|2020-05-11|312.0|0|312.0|0|21.0|0|0.0|100
0|2020-05-12|313.0|0|313.0|0|22.0|0|0.0|100
0|2020-05-13|324.0|0|324.0|0|22.0|0|0.0|100
