|dates|Troup_Georgia_UnitedStates.JHU_ConfirmedCases.data|Troup_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Troup_Georgia_UnitedStates.NYT_ConfirmedCases.data|Troup_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Troup_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Troup_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Troup_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Troup_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-17|1.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-18|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-19|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-20|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-21|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-22|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-23|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-24|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-25|6.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-26|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-27|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-03-28|9.0|0|9.0|0|1.0|0|0.0|100
0|2020-03-29|9.0|0|10.0|0|1.0|0|0.0|100
0|2020-03-30|11.0|0|15.0|0|1.0|0|0.0|100
0|2020-03-31|16.0|0|18.0|0|1.0|0|0.0|100
0|2020-04-01|19.0|0|19.0|0|1.0|0|0.0|100
0|2020-04-02|20.0|0|21.0|0|1.0|0|0.0|100
0|2020-04-03|26.0|0|30.0|0|1.0|0|0.0|100
0|2020-04-04|32.0|0|33.0|0|1.0|0|0.0|100
0|2020-04-05|34.0|0|34.0|0|1.0|0|0.0|100
0|2020-04-06|37.0|0|36.0|0|1.0|0|0.0|100
0|2020-04-07|46.0|0|47.0|0|3.0|0|0.0|100
0|2020-04-08|48.0|0|49.0|0|3.0|0|0.0|100
0|2020-04-09|52.0|0|54.0|0|3.0|0|0.0|100
0|2020-04-10|56.0|0|56.0|0|3.0|0|0.0|100
0|2020-04-11|55.0|0|57.0|0|3.0|0|0.0|100
0|2020-04-12|57.0|0|60.0|0|3.0|0|0.0|100
0|2020-04-13|61.0|0|62.0|0|3.0|0|0.0|100
0|2020-04-14|68.0|0|68.0|0|4.0|0|0.0|100
0|2020-04-15|68.0|0|72.0|0|4.0|0|0.0|100
0|2020-04-16|75.0|0|77.0|0|4.0|0|0.0|100
0|2020-04-17|78.0|0|80.0|0|4.0|0|0.0|100
0|2020-04-18|82.0|0|86.0|0|4.0|0|0.0|100
0|2020-04-19|87.0|0|92.0|0|4.0|0|0.0|100
0|2020-04-20|100.0|0|100.0|0|4.0|0|0.0|100
0|2020-04-21|105.0|0|107.0|0|4.0|0|0.0|100
0|2020-04-22|109.0|0|109.0|0|4.0|0|0.0|100
0|2020-04-23|118.0|0|118.0|0|4.0|0|0.0|100
0|2020-04-24|122.0|0|122.0|0|4.0|0|0.0|100
0|2020-04-25|122.0|0|122.0|0|4.0|0|0.0|100
0|2020-04-26|126.0|0|126.0|0|4.0|0|0.0|100
0|2020-04-27|138.0|0|138.0|0|4.0|0|0.0|100
0|2020-04-28|141.0|0|140.0|0|4.0|0|0.0|100
0|2020-04-29|145.0|0|145.0|0|4.0|0|0.0|100
0|2020-04-30|148.0|0|148.0|0|4.0|0|0.0|100
0|2020-05-01|150.0|0|150.0|0|4.0|0|0.0|100
0|2020-05-02|154.0|0|154.0|0|4.0|0|0.0|100
0|2020-05-03|154.0|0|154.0|0|4.0|0|0.0|100
0|2020-05-04|159.0|0|159.0|0|5.0|0|0.0|100
0|2020-05-05|163.0|0|163.0|0|5.0|0|0.0|100
0|2020-05-06|168.0|0|168.0|0|5.0|0|0.0|100
0|2020-05-07|171.0|0|173.0|0|5.0|0|0.0|100
0|2020-05-08|176.0|0|177.0|0|5.0|0|0.0|100
0|2020-05-09|185.0|0|185.0|0|5.0|0|0.0|100
0|2020-05-10|186.0|0|186.0|0|5.0|0|0.0|100
0|2020-05-11|190.0|0|190.0|0|5.0|0|0.0|100
0|2020-05-12|196.0|0|196.0|0|5.0|0|0.0|100
0|2020-05-13|192.0|0|192.0|0|5.0|0|0.0|100
