|dates|Prentiss_Mississippi_UnitedStates.BLS_EmployedPopulation.data|Prentiss_Mississippi_UnitedStates.BLS_EmployedPopulation.missing|Prentiss_Mississippi_UnitedStates.BLS_UnemployedPopulation.data|Prentiss_Mississippi_UnitedStates.BLS_UnemployedPopulation.missing|Prentiss_Mississippi_UnitedStates.BLS_UnemploymentRate.data|Prentiss_Mississippi_UnitedStates.BLS_UnemploymentRate.missing|Prentiss_Mississippi_UnitedStates.BLS_LaborForcePopulation.data|Prentiss_Mississippi_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|10655.5|0|541.0|0|4.831867101326307|0|11196.5|0
0|2020-01-02|10655.5|0|541.0|0|4.831867101326307|0|11196.5|0
0|2020-01-03|10655.5|0|541.0|0|4.831867101326307|0|11196.5|0
0|2020-01-04|10655.5|0|541.0|0|4.831867101326307|0|11196.5|0
0|2020-01-05|10655.5|0|541.0|0|4.831867101326307|0|11196.5|0
0|2020-01-06|10655.5|0|541.0|0|4.831867101326307|0|11196.5|0
0|2020-01-07|10655.5|0|541.0|0|4.831867101326307|0|11196.5|0
0|2020-01-08|10655.5|0|541.0|0|4.831867101326307|0|11196.5|0
0|2020-01-09|10655.5|0|541.0|0|4.831867101326307|0|11196.5|0
0|2020-01-10|10655.5|0|541.0|0|4.831867101326307|0|11196.5|0
0|2020-01-11|10655.5|0|541.0|0|4.831867101326307|0|11196.5|0
0|2020-01-12|10655.5|0|541.0|0|4.831867101326307|0|11196.5|0
0|2020-01-13|10655.5|0|541.0|0|4.831867101326307|0|11196.5|0
0|2020-01-14|10655.5|0|541.0|0|4.831867101326307|0|11196.5|0
0|2020-01-15|10655.5|0|541.0|0|4.831867101326307|0|11196.5|0
0|2020-01-16|10655.5|0|541.0|0|4.831867101326307|0|11196.5|0
0|2020-01-17|10655.5|0|541.0|0|4.831867101326307|0|11196.5|0
0|2020-01-18|10655.5|0|541.0|0|4.831867101326307|0|11196.5|0
0|2020-01-19|10655.5|0|541.0|0|4.831867101326307|0|11196.5|0
0|2020-01-20|10655.5|0|541.0|0|4.831867101326307|0|11196.5|0
0|2020-01-21|10655.5|0|541.0|0|4.831867101326307|0|11196.5|0
0|2020-01-22|10655.5|0|541.0|0|4.831867101326307|0|11196.5|0
0|2020-01-23|10655.5|0|541.0|0|4.831867101326307|0|11196.5|0
0|2020-01-24|10655.5|0|541.0|0|4.831867101326307|0|11196.5|0
0|2020-01-25|10655.5|0|541.0|0|4.831867101326307|0|11196.5|0
0|2020-01-26|10655.5|0|541.0|0|4.831867101326307|0|11196.5|0
0|2020-01-27|10655.5|0|541.0|0|4.831867101326307|0|11196.5|0
0|2020-01-28|10655.5|0|541.0|0|4.831867101326307|0|11196.5|0
0|2020-01-29|10655.5|0|541.0|0|4.831867101326307|0|11196.5|0
0|2020-01-30|10655.5|0|541.0|0|4.831867101326307|0|11196.5|0
0|2020-01-31|10655.5|0|541.0|0|4.831867101326307|0|11196.5|0
