|dates|Miami_Ohio_UnitedStates.JHU_ConfirmedCases.data|Miami_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Miami_Ohio_UnitedStates.NYT_ConfirmedCases.data|Miami_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Miami_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Miami_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Miami_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Miami_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-19|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-20|2.0|0|1.0|0|1.0|0|0.0|100
0|2020-03-21|11.0|0|11.0|0|1.0|0|0.0|100
0|2020-03-22|13.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-23|17.0|0|17.0|0|0.0|0|0.0|100
0|2020-03-24|19.0|0|19.0|0|0.0|0|0.0|100
0|2020-03-25|19.0|0|19.0|0|1.0|0|0.0|100
0|2020-03-26|20.0|0|20.0|0|2.0|0|0.0|100
0|2020-03-27|32.0|0|32.0|0|4.0|0|0.0|100
0|2020-03-28|38.0|0|38.0|0|4.0|0|0.0|100
0|2020-03-29|43.0|0|43.0|0|5.0|0|0.0|100
0|2020-03-30|46.0|0|46.0|0|5.0|0|0.0|100
0|2020-03-31|52.0|0|52.0|0|6.0|0|0.0|100
0|2020-04-01|60.0|0|60.0|0|6.0|0|0.0|100
0|2020-04-02|62.0|0|62.0|0|8.0|0|0.0|100
0|2020-04-03|66.0|0|64.0|0|8.0|0|0.0|100
0|2020-04-04|69.0|0|69.0|0|9.0|0|0.0|100
0|2020-04-05|76.0|0|76.0|0|10.0|0|0.0|100
0|2020-04-06|90.0|0|90.0|0|10.0|0|0.0|100
0|2020-04-07|101.0|0|101.0|0|12.0|0|0.0|100
0|2020-04-08|107.0|0|107.0|0|14.0|0|0.0|100
0|2020-04-09|110.0|0|110.0|0|14.0|0|0.0|100
0|2020-04-10|113.0|0|113.0|0|14.0|0|0.0|100
0|2020-04-11|116.0|0|116.0|0|15.0|0|0.0|100
0|2020-04-12|117.0|0|117.0|0|15.0|0|0.0|100
0|2020-04-13|121.0|0|121.0|0|15.0|0|0.0|100
0|2020-04-14|122.0|0|122.0|0|19.0|0|0.0|100
0|2020-04-15|125.0|0|125.0|0|21.0|0|0.0|100
0|2020-04-16|127.0|0|127.0|0|22.0|0|0.0|100
0|2020-04-17|129.0|0|129.0|0|22.0|0|0.0|100
0|2020-04-18|129.0|0|129.0|0|22.0|0|0.0|100
0|2020-04-19|129.0|0|129.0|0|22.0|0|0.0|100
0|2020-04-20|131.0|0|131.0|0|22.0|0|0.0|100
0|2020-04-21|133.0|0|133.0|0|22.0|0|0.0|100
0|2020-04-22|134.0|0|134.0|0|22.0|0|0.0|100
0|2020-04-23|134.0|0|134.0|0|23.0|0|0.0|100
0|2020-04-24|134.0|0|134.0|0|24.0|0|0.0|100
0|2020-04-25|135.0|0|135.0|0|25.0|0|0.0|100
0|2020-04-26|135.0|0|135.0|0|25.0|0|0.0|100
0|2020-04-27|136.0|0|136.0|0|25.0|0|0.0|100
0|2020-04-28|136.0|0|136.0|0|25.0|0|0.0|100
0|2020-04-29|138.0|0|138.0|0|27.0|0|0.0|100
0|2020-04-30|139.0|0|139.0|0|27.0|0|0.0|100
0|2020-05-01|142.0|0|142.0|0|27.0|0|0.0|100
0|2020-05-02|143.0|0|143.0|0|27.0|0|0.0|100
0|2020-05-03|143.0|0|143.0|0|27.0|0|0.0|100
0|2020-05-04|144.0|0|144.0|0|27.0|0|0.0|100
0|2020-05-05|144.0|0|144.0|0|27.0|0|0.0|100
0|2020-05-06|144.0|0|144.0|0|27.0|0|0.0|100
0|2020-05-07|145.0|0|145.0|0|27.0|0|0.0|100
0|2020-05-08|176.0|0|176.0|0|27.0|0|0.0|100
0|2020-05-09|244.0|0|244.0|0|27.0|0|0.0|100
0|2020-05-10|268.0|0|268.0|0|28.0|0|0.0|100
0|2020-05-11|313.0|0|313.0|0|28.0|0|0.0|100
0|2020-05-12|314.0|0|314.0|0|28.0|0|0.0|100
0|2020-05-13|316.0|0|316.0|0|28.0|0|0.0|100
