|dates|Henry_Georgia_UnitedStates.JHU_ConfirmedCases.data|Henry_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Henry_Georgia_UnitedStates.NYT_ConfirmedCases.data|Henry_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Henry_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Henry_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Henry_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Henry_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-14|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-15|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-16|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-17|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-18|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-19|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-20|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-21|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-22|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-23|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-24|13.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-25|13.0|0|20.0|0|0.0|0|0.0|100
0|2020-03-26|25.0|0|29.0|0|0.0|0|0.0|100
0|2020-03-27|40.0|0|44.0|0|0.0|0|0.0|100
0|2020-03-28|50.0|0|50.0|0|1.0|0|0.0|100
0|2020-03-29|55.0|0|56.0|0|1.0|0|0.0|100
0|2020-03-30|58.0|0|68.0|0|2.0|0|0.0|100
0|2020-03-31|78.0|0|86.0|0|2.0|0|0.0|100
0|2020-04-01|90.0|0|95.0|0|2.0|0|0.0|100
0|2020-04-02|108.0|0|115.0|0|2.0|0|0.0|100
0|2020-04-03|125.0|0|143.0|0|3.0|0|0.0|100
0|2020-04-04|150.0|0|167.0|0|3.0|0|0.0|100
0|2020-04-05|167.0|0|168.0|0|3.0|0|0.0|100
0|2020-04-06|178.0|0|181.0|0|3.0|0|0.0|100
0|2020-04-07|194.0|0|208.0|0|3.0|0|0.0|100
0|2020-04-08|215.0|0|219.0|0|3.0|0|0.0|100
0|2020-04-09|225.0|0|233.0|0|3.0|0|0.0|100
0|2020-04-10|242.0|0|249.0|0|3.0|0|0.0|100
0|2020-04-11|249.0|0|254.0|0|3.0|0|0.0|100
0|2020-04-12|260.0|0|263.0|0|3.0|0|0.0|100
0|2020-04-13|280.0|0|289.0|0|4.0|0|0.0|100
0|2020-04-14|306.0|0|306.0|0|4.0|0|0.0|100
0|2020-04-15|321.0|0|328.0|0|5.0|0|0.0|100
0|2020-04-16|330.0|0|330.0|0|5.0|0|0.0|100
0|2020-04-17|344.0|0|350.0|0|5.0|0|0.0|100
0|2020-04-18|353.0|0|355.0|0|7.0|0|0.0|100
0|2020-04-19|367.0|0|371.0|0|7.0|0|0.0|100
0|2020-04-20|382.0|0|382.0|0|11.0|0|0.0|100
0|2020-04-21|384.0|0|384.0|0|11.0|0|0.0|100
0|2020-04-22|388.0|0|386.0|0|10.0|0|0.0|100
0|2020-04-23|413.0|0|413.0|0|10.0|0|0.0|100
0|2020-04-24|419.0|0|419.0|0|10.0|0|0.0|100
0|2020-04-25|436.0|0|436.0|0|10.0|0|0.0|100
0|2020-04-26|451.0|0|451.0|0|10.0|0|0.0|100
0|2020-04-27|464.0|0|464.0|0|11.0|0|0.0|100
0|2020-04-28|487.0|0|488.0|0|11.0|0|0.0|100
0|2020-04-29|492.0|0|495.0|0|12.0|0|0.0|100
0|2020-04-30|492.0|0|492.0|0|12.0|0|0.0|100
0|2020-05-01|492.0|0|492.0|0|13.0|0|0.0|100
0|2020-05-02|512.0|0|512.0|0|13.0|0|0.0|100
0|2020-05-03|520.0|0|520.0|0|13.0|0|0.0|100
0|2020-05-04|520.0|0|520.0|0|13.0|0|0.0|100
0|2020-05-05|528.0|0|527.0|0|14.0|0|0.0|100
0|2020-05-06|546.0|0|546.0|0|14.0|0|0.0|100
0|2020-05-07|559.0|0|558.0|0|14.0|0|0.0|100
0|2020-05-08|566.0|0|566.0|0|14.0|0|0.0|100
0|2020-05-09|593.0|0|593.0|0|14.0|0|0.0|100
0|2020-05-10|604.0|0|604.0|0|14.0|0|0.0|100
0|2020-05-11|610.0|0|610.0|0|14.0|0|0.0|100
0|2020-05-12|614.0|0|614.0|0|15.0|0|0.0|100
0|2020-05-13|615.0|0|615.0|0|16.0|0|0.0|100
