|dates|Hancock_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Hancock_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Hancock_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Hancock_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Hancock_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Hancock_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Hancock_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Hancock_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-05-15|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-05-16|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-05-17|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-05-18|6.0|0|7.0|0|0.0|0|0.0|100
0|2020-05-19|6.0|0|7.0|0|0.0|0|0.0|100
0|2020-05-20|6.0|0|7.0|0|0.0|0|0.0|100
0|2020-05-21|6.0|0|7.0|0|0.0|0|0.0|100
0|2020-05-22|6.0|0|7.0|0|0.0|0|0.0|100
0|2020-05-23|6.0|0|7.0|0|0.0|0|0.0|100
0|2020-05-24|6.0|0|7.0|0|0.0|0|0.0|100
0|2020-05-25|6.0|0|7.0|0|0.0|0|0.0|100
0|2020-05-26|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-05-27|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-05-28|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-05-29|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-05-30|7.0|0|8.0|0|0.0|0|0.0|100
0|2020-05-31|7.0|0|8.0|0|0.0|0|0.0|100
0|2020-06-01|7.0|0|8.0|0|0.0|0|0.0|100
0|2020-06-02|7.0|0|8.0|0|0.0|0|0.0|100
0|2020-06-03|7.0|0|8.0|0|0.0|0|0.0|100
0|2020-06-04|7.0|0|8.0|0|0.0|0|0.0|100
0|2020-06-05|7.0|0|9.0|0|0.0|0|0.0|100
0|2020-06-06|7.0|0|9.0|0|0.0|0|0.0|100
0|2020-06-07|7.0|0|9.0|0|0.0|0|0.0|100
0|2020-06-08|7.0|0|9.0|0|0.0|0|0.0|100
0|2020-06-09|7.0|0|9.0|0|0.0|0|0.0|100
0|2020-06-10|7.0|0|9.0|0|0.0|0|0.0|100
0|2020-06-11|7.0|0|10.0|0|0.0|0|0.0|100
0|2020-06-12|9.0|0|11.0|0|0.0|0|0.0|100
0|2020-06-13|9.0|0|11.0|0|0.0|0|0.0|100
0|2020-06-14|9.0|0|12.0|0|0.0|0|0.0|100
0|2020-06-15|9.0|0|12.0|0|0.0|0|0.0|100
0|2020-06-16|9.0|0|12.0|0|0.0|0|0.0|100
0|2020-06-17|11.0|0|13.0|0|0.0|0|0.0|100
0|2020-06-18|11.0|0|13.0|0|0.0|0|0.0|100
0|2020-06-19|11.0|0|14.0|0|0.0|0|0.0|100
0|2020-06-20|11.0|0|14.0|0|0.0|0|0.0|100
0|2020-06-21|11.0|0|14.0|0|0.0|0|0.0|100
0|2020-06-22|11.0|0|14.0|0|0.0|0|0.0|100
0|2020-06-23|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-06-24|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-06-25|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-06-26|17.0|0|17.0|0|0.0|0|0.0|100
0|2020-06-27|17.0|0|18.0|0|0.0|0|0.0|100
0|2020-06-28|17.0|0|18.0|0|0.0|0|0.0|100
0|2020-06-29|17.0|0|18.0|0|0.0|0|0.0|100
0|2020-06-30|18.0|0|18.0|0|0.0|0|0.0|100
0|2020-07-01|18.0|0|18.0|0|0.0|0|0.0|100
0|2020-07-02|18.0|0|19.0|0|0.0|0|0.0|100
0|2020-07-03|19.0|0|19.0|0|0.0|0|0.0|100
0|2020-07-04|19.0|0|19.0|0|0.0|0|0.0|100
0|2020-07-05|19.0|0|19.0|0|0.0|0|0.0|100
0|2020-07-06|19.0|0|19.0|0|0.0|0|0.0|100
0|2020-07-07|19.0|0|19.0|0|0.0|0|0.0|100
0|2020-07-08|22.0|0|22.0|0|0.0|0|0.0|100
0|2020-07-09|22.0|0|22.0|0|0.0|0|0.0|100
0|2020-07-10|25.0|0|25.0|0|0.0|0|0.0|100
0|2020-07-11|26.0|0|26.0|0|0.0|0|0.0|100
0|2020-07-12|27.0|0|27.0|0|0.0|0|0.0|100
0|2020-07-13|32.0|0|32.0|0|0.0|0|0.0|100
0|2020-07-14|32.0|0|32.0|0|0.0|0|0.0|100
0|2020-07-15|33.0|0|33.0|0|0.0|0|0.0|100
0|2020-07-16|33.0|0|33.0|0|0.0|0|0.0|100
0|2020-07-17|33.0|0|33.0|0|0.0|0|0.0|100
0|2020-07-18|34.0|0|34.0|0|0.0|0|0.0|100
0|2020-07-19|35.0|0|35.0|0|0.0|0|0.0|100
0|2020-07-20|35.0|0|35.0|0|0.0|0|0.0|100
0|2020-07-21|36.0|0|36.0|0|0.0|0|0.0|100
0|2020-07-22|38.0|0|38.0|0|0.0|0|0.0|100
0|2020-07-23|39.0|0|39.0|0|0.0|0|0.0|100
0|2020-07-24|39.0|0|39.0|0|0.0|0|0.0|100
0|2020-07-25|40.0|0|40.0|0|0.0|0|0.0|100
0|2020-07-26|40.0|0|40.0|0|0.0|0|0.0|100
0|2020-07-27|42.0|0|42.0|0|0.0|0|0.0|100
0|2020-07-28|42.0|0|42.0|0|0.0|0|0.0|100
0|2020-07-29|42.0|0|42.0|0|0.0|0|0.0|100
0|2020-07-30|43.0|0|43.0|0|0.0|0|0.0|100
0|2020-07-31|43.0|0|43.0|0|0.0|0|0.0|100
0|2020-08-01|45.0|0|45.0|0|0.0|0|0.0|100
0|2020-08-02|47.0|0|47.0|0|0.0|0|0.0|100
0|2020-08-03|47.0|0|47.0|0|0.0|0|0.0|100
0|2020-08-04|49.0|0|49.0|0|0.0|0|0.0|100
0|2020-08-05|49.0|0|49.0|0|0.0|0|0.0|100
0|2020-08-06|49.0|0|49.0|0|0.0|0|0.0|100
0|2020-08-07|50.0|0|50.0|0|0.0|0|0.0|100
0|2020-08-08|50.0|0|50.0|0|0.0|0|0.0|100
0|2020-08-09|50.0|0|50.0|0|0.0|0|0.0|100
0|2020-08-10|50.0|0|50.0|0|0.0|0|0.0|100
0|2020-08-11|50.0|0|50.0|0|0.0|0|0.0|100
0|2020-08-12|50.0|0|50.0|0|0.0|0|0.0|100
0|2020-08-13|52.0|0|52.0|0|0.0|0|0.0|100
0|2020-08-14|52.0|0|52.0|0|0.0|0|0.0|100
0|2020-08-15|52.0|0|52.0|0|0.0|0|0.0|100
0|2020-08-16|52.0|0|52.0|0|0.0|0|0.0|100
0|2020-08-17|54.0|0|54.0|0|0.0|0|0.0|100
0|2020-08-18|55.0|0|55.0|0|0.0|0|0.0|100
0|2020-08-19|55.0|0|55.0|0|0.0|0|0.0|100
0|2020-08-20|55.0|0|55.0|0|0.0|0|0.0|100
0|2020-08-21|55.0|0|55.0|0|0.0|0|0.0|100
0|2020-08-22|55.0|0|55.0|0|0.0|0|0.0|100
0|2020-08-23|55.0|0|55.0|0|0.0|0|0.0|100
0|2020-08-24|56.0|0|56.0|0|0.0|0|0.0|100
0|2020-08-25|56.0|0|56.0|0|0.0|0|0.0|100
0|2020-08-26|56.0|0|56.0|0|0.0|0|0.0|100
0|2020-08-27|56.0|0|56.0|0|0.0|0|0.0|100
0|2020-08-28|56.0|0|56.0|0|0.0|0|0.0|100
0|2020-08-29|56.0|0|56.0|0|0.0|0|0.0|100
0|2020-08-30|56.0|0|56.0|0|0.0|0|0.0|100
0|2020-08-31|57.0|0|57.0|0|0.0|0|0.0|100
0|2020-09-01|59.0|0|59.0|0|0.0|0|0.0|100
0|2020-09-02|59.0|0|59.0|0|0.0|0|0.0|100
0|2020-09-03|63.0|0|63.0|0|0.0|0|0.0|100
0|2020-09-04|64.0|0|64.0|0|0.0|0|0.0|100
0|2020-09-05|65.0|0|65.0|0|0.0|0|0.0|100
0|2020-09-06|65.0|0|65.0|0|0.0|0|0.0|100
0|2020-09-07|64.0|0|64.0|0|0.0|0|0.0|100
0|2020-09-08|64.0|0|64.0|0|0.0|0|0.0|100
0|2020-09-09|65.0|0|65.0|0|0.0|0|0.0|100
0|2020-09-10|66.0|0|66.0|0|0.0|0|0.0|100
0|2020-09-11|66.0|0|66.0|0|0.0|0|0.0|100
0|2020-09-12|67.0|0|67.0|0|0.0|0|0.0|100
0|2020-09-13|67.0|0|67.0|0|0.0|0|0.0|100
0|2020-09-14|67.0|0|67.0|0|0.0|0|0.0|100
0|2020-09-15|69.0|0|69.0|0|0.0|0|0.0|100
0|2020-09-16|70.0|0|70.0|0|0.0|0|0.0|100
0|2020-09-17|71.0|0|71.0|0|0.0|0|0.0|100
0|2020-09-18|73.0|0|73.0|0|0.0|0|0.0|100
0|2020-09-19|73.0|0|73.0|0|0.0|0|0.0|100
0|2020-09-20|73.0|0|73.0|0|0.0|0|0.0|100
0|2020-09-21|73.0|0|73.0|0|0.0|0|0.0|100
0|2020-09-22|77.0|0|77.0|0|0.0|0|0.0|100
0|2020-09-23|79.0|0|79.0|0|0.0|0|0.0|100
0|2020-09-24|79.0|0|79.0|0|0.0|0|0.0|100
0|2020-09-25|80.0|0|80.0|0|0.0|0|0.0|100
0|2020-09-26|81.0|0|81.0|0|0.0|0|0.0|100
0|2020-09-27|81.0|0|81.0|0|0.0|0|0.0|100
0|2020-09-28|83.0|0|83.0|0|0.0|0|0.0|100
0|2020-09-29|84.0|0|84.0|0|0.0|0|0.0|100
0|2020-09-30|89.0|0|89.0|0|0.0|0|0.0|100
0|2020-10-01|90.0|0|90.0|0|0.0|0|0.0|100
0|2020-10-02|91.0|0|91.0|0|0.0|0|0.0|100
0|2020-10-03|93.0|0|93.0|0|0.0|0|0.0|100
0|2020-10-04|93.0|0|93.0|0|0.0|0|0.0|100
0|2020-10-05|94.0|0|94.0|0|0.0|0|0.0|100
0|2020-10-06|98.0|0|98.0|0|0.0|0|0.0|100
0|2020-10-07|100.0|0|100.0|0|0.0|0|0.0|100
0|2020-10-08|101.0|0|101.0|0|0.0|0|0.0|100
0|2020-10-09|102.0|0|102.0|0|0.0|0|0.0|100
0|2020-10-10|103.0|0|103.0|0|1.0|0|0.0|100
0|2020-10-11|104.0|0|104.0|0|1.0|0|0.0|100
0|2020-10-12|105.0|0|105.0|0|1.0|0|0.0|100
0|2020-10-13|107.0|0|107.0|0|1.0|0|0.0|100
0|2020-10-14|110.0|0|110.0|0|1.0|0|0.0|100
0|2020-10-15|111.0|0|111.0|0|1.0|0|0.0|100
0|2020-10-16|112.0|0|112.0|0|1.0|0|0.0|100
0|2020-10-17|114.0|0|114.0|0|1.0|0|0.0|100
0|2020-10-18|115.0|0|115.0|0|1.0|0|0.0|100
0|2020-10-19|115.0|0|115.0|0|1.0|0|0.0|100
0|2020-10-20|120.0|0|120.0|0|1.0|0|0.0|100
0|2020-10-21|124.0|0|124.0|0|1.0|0|0.0|100
0|2020-10-22|124.0|0|125.0|0|1.0|0|0.0|100
0|2020-10-23|124.0|0|126.0|0|1.0|0|0.0|100
0|2020-10-24|124.0|0|130.0|0|1.0|0|0.0|100
0|2020-10-25|124.0|0|133.0|0|1.0|0|0.0|100
0|2020-10-26|124.0|0|135.0|0|1.0|0|0.0|100
0|2020-10-27|124.0|0|147.0|0|1.0|0|0.0|100
0|2020-10-28|124.0|0|150.0|0|1.0|0|0.0|100
0|2020-10-29|124.0|0|155.0|0|1.0|0|0.0|100
0|2020-10-30|124.0|0|161.0|0|1.0|0|0.0|100
0|2020-10-31|124.0|0|165.0|0|1.0|0|0.0|100
0|2020-11-01|124.0|0|167.0|0|1.0|0|0.0|100
0|2020-11-02|168.0|0|168.0|0|3.0|0|0.0|100
0|2020-11-03|169.0|0|169.0|0|3.0|0|0.0|100
0|2020-11-04|172.0|0|172.0|0|5.0|0|0.0|100
0|2020-11-05|172.0|0|177.0|0|5.0|0|0.0|100
0|2020-11-06|172.0|0|182.0|0|5.0|0|0.0|100
0|2020-11-07|172.0|0|184.0|0|5.0|0|0.0|100
0|2020-11-08|172.0|0|185.0|0|5.0|0|0.0|100
0|2020-11-09|193.0|0|193.0|0|6.0|0|0.0|100
0|2020-11-10|193.0|0|193.0|0|6.0|0|0.0|100
0|2020-11-11|208.0|0|208.0|0|6.0|0|0.0|100
0|2020-11-12|208.0|0|218.0|0|6.0|0|0.0|100
0|2020-11-13|208.0|0|222.0|0|6.0|0|0.0|100
0|2020-11-14|227.0|0|227.0|0|6.0|0|0.0|100
0|2020-11-15|227.0|0|231.0|0|6.0|0|0.0|100
0|2020-11-16|231.0|0|233.0|0|6.0|0|0.0|100
0|2020-11-17|231.0|0|248.0|0|6.0|0|0.0|100
0|2020-11-18|231.0|0|254.0|0|6.0|0|0.0|100
0|2020-11-19|231.0|0|261.0|0|6.0|0|0.0|100
0|2020-11-20|231.0|0|270.0|0|6.0|0|0.0|100
0|2020-11-21|276.0|0|276.0|0|8.0|0|0.0|100
0|2020-11-22|276.0|0|276.0|0|8.0|0|0.0|100
0|2020-11-23|281.0|0|281.0|0|8.0|0|0.0|100
0|2020-11-24|288.0|0|288.0|0|8.0|0|0.0|100
0|2020-11-25|288.0|0|295.0|0|8.0|0|0.0|100
0|2020-11-26|288.0|0|295.0|0|8.0|0|0.0|100
0|2020-11-27|288.0|0|298.0|0|8.0|0|0.0|100
0|2020-11-28|288.0|0|299.0|0|8.0|0|0.0|100
0|2020-11-29|288.0|0|307.0|0|8.0|0|0.0|100
0|2020-11-30|288.0|0|308.0|0|8.0|0|0.0|100
0|2020-12-01|288.0|0|312.0|0|8.0|0|0.0|100
0|2020-12-02|288.0|0|313.0|0|8.0|0|0.0|100
0|2020-12-03|320.0|0|320.0|0|9.0|0|0.0|100
0|2020-12-04|320.0|0|328.0|0|9.0|0|0.0|100
0|2020-12-05|336.0|0|336.0|0|9.0|0|0.0|100
0|2020-12-06|341.0|0|341.0|0|9.0|0|0.0|100
0|2020-12-07|341.0|0|343.0|0|9.0|0|0.0|100
0|2020-12-08|341.0|0|347.0|0|9.0|0|0.0|100
0|2020-12-09|341.0|0|351.0|0|9.0|0|0.0|100
0|2020-12-10|352.0|0|352.0|0|9.0|0|0.0|100
0|2020-12-11|352.0|0|357.0|0|9.0|0|0.0|100
0|2020-12-12|364.0|0|364.0|0|9.0|0|0.0|100
0|2020-12-13|364.0|0|364.0|0|9.0|0|0.0|100
0|2020-12-14|365.0|0|365.0|0|9.0|0|0.0|100
0|2020-12-15|365.0|0|369.0|0|9.0|0|0.0|100
0|2020-12-16|365.0|0|371.0|0|9.0|0|0.0|100
0|2020-12-17|376.0|0|376.0|0|9.0|0|0.0|100
0|2020-12-18|376.0|0|384.0|0|9.0|0|0.0|100
0|2020-12-19|392.0|0|392.0|0|10.0|0|0.0|100
0|2020-12-20|392.0|0|392.0|0|10.0|0|0.0|100
0|2020-12-21|392.0|0|393.0|0|10.0|0|0.0|100
0|2020-12-22|392.0|0|400.0|0|10.0|0|0.0|100
0|2020-12-23|392.0|0|408.0|0|10.0|0|0.0|100
0|2020-12-24|392.0|0|408.0|0|10.0|0|0.0|100
0|2020-12-25|392.0|0|408.0|0|10.0|0|0.0|100
0|2020-12-26|392.0|0|413.0|0|10.0|0|0.0|100
0|2020-12-27|392.0|0|419.0|0|10.0|0|0.0|100
0|2020-12-28|392.0|0|422.0|0|10.0|0|0.0|100
0|2020-12-29|392.0|0|433.0|0|10.0|0|0.0|100
0|2020-12-30|392.0|0|447.0|0|10.0|0|0.0|100
0|2020-12-31|447.0|0|447.0|0|11.0|0|0.0|100
0|2021-01-01|447.0|0|447.0|0|11.0|0|0.0|100
0|2021-01-02|447.0|0|474.0|0|11.0|0|0.0|100
0|2021-01-03|447.0|0|485.0|0|11.0|0|0.0|100
0|2021-01-04|447.0|0|492.0|0|11.0|0|0.0|100
0|2021-01-05|501.0|0|501.0|0|11.0|0|0.0|100
0|2021-01-06|501.0|0|529.0|0|11.0|0|0.0|100
0|2021-01-07|501.0|0|540.0|0|11.0|0|0.0|100
0|2021-01-08|501.0|0|556.0|0|11.0|0|0.0|100
0|2021-01-09|566.0|0|566.0|0|11.0|0|0.0|100
0|2021-01-10|566.0|0|569.0|0|11.0|0|0.0|100
0|2021-01-11|566.0|0|572.0|0|11.0|0|0.0|100
0|2021-01-12|583.0|0|583.0|0|11.0|0|0.0|100
0|2021-01-13|591.0|0|591.0|0|11.0|0|0.0|100
0|2021-01-14|607.0|0|607.0|0|11.0|0|0.0|100
0|2021-01-15|607.0|0|621.0|0|11.0|0|0.0|100
0|2021-01-16|633.0|0|633.0|0|11.0|0|0.0|100
0|2021-01-17|638.0|0|638.0|0|11.0|0|0.0|100
0|2021-01-18|640.0|0|640.0|0|11.0|0|0.0|100
0|2021-01-19|640.0|0|646.0|0|11.0|0|0.0|100
0|2021-01-20|657.0|0|657.0|0|11.0|0|0.0|100
0|2021-01-21|667.0|0|667.0|0|12.0|0|0.0|100
0|2021-01-22|674.0|0|674.0|0|12.0|0|0.0|100
0|2021-01-23|674.0|0|686.0|0|12.0|0|0.0|100
0|2021-01-24|674.0|0|693.0|0|12.0|0|0.0|100
0|2021-01-25|697.0|0|697.0|0|12.0|0|0.0|100
0|2021-01-26|709.0|0|709.0|0|13.0|0|0.0|100
0|2021-01-27|714.0|0|714.0|0|13.0|0|0.0|100
0|2021-01-28|717.0|0|717.0|0|13.0|0|0.0|100
0|2021-01-29|717.0|0|724.0|0|13.0|0|0.0|100
0|2021-01-30|717.0|0|728.0|0|13.0|0|0.0|100
0|2021-01-31|717.0|0|733.0|0|13.0|0|0.0|100
0|2021-02-01|735.0|0|735.0|0|13.0|0|0.0|100
0|2021-02-02|735.0|0|738.0|0|13.0|0|0.0|100
0|2021-02-03|742.0|0|742.0|0|13.0|0|0.0|100
0|2021-02-04|742.0|0|746.0|0|13.0|0|0.0|100
0|2021-02-05|751.0|0|751.0|0|13.0|0|0.0|100
0|2021-02-06|760.0|0|760.0|0|13.0|0|0.0|100
0|2021-02-07|760.0|0|764.0|0|13.0|0|0.0|100
0|2021-02-08|760.0|0|768.0|0|13.0|0|0.0|100
0|2021-02-09|771.0|0|771.0|0|13.0|0|0.0|100
0|2021-02-10|771.0|0|778.0|0|13.0|0|0.0|100
