|dates|Shasta_California_UnitedStates.AveragePrecipitationTotal.data|Shasta_California_UnitedStates.AveragePrecipitationTotal.missing|Shasta_California_UnitedStates.AveragePrecipitation.data|Shasta_California_UnitedStates.AveragePrecipitation.missing|Shasta_California_UnitedStates.AverageWindDirection.data|Shasta_California_UnitedStates.AverageWindDirection.missing|Shasta_California_UnitedStates.AverageWindSpeed.data|Shasta_California_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|0.0|0|0.0|0
0|2020-01-02|0.0|0|0.0|0|0.0|0|0.0|0
0|2020-01-03|0.0|0|0.0|0|0.0|0|0.0|0
0|2020-01-04|0.0|0|0.0|0|0.0|0|0.0|0
0|2020-01-05|0.0|0|0.0|0|0.0|0|0.0|0
0|2020-01-06|0.0|0|0.0|0|0.0|0|0.0|0
0|2020-01-07|0.0|0|0.0|0|0.0|0|0.0|0
0|2020-01-08|0.0|0|0.0|0|0.0|0|0.0|0
0|2020-01-09|0.0|0|0.0|0|0.0|0|0.0|0
0|2020-01-10|0.0|0|0.0|0|0.0|0|0.0|0
0|2020-01-11|0.0|0|0.0|0|0.0|0|0.0|0
0|2020-01-12|0.0|0|0.0|0|0.0|0|0.0|0
0|2020-01-13|0.0|0|0.0|0|0.0|0|0.0|0
0|2020-01-14|0.0|0|0.0|0|0.0|0|0.0|0
0|2020-01-15|0.0|0|0.0|0|0.0|0|0.0|0
0|2020-01-16|0.0|0|0.0|0|0.0|0|0.0|0
0|2020-01-17|0.0|0|0.0|0|0.0|0|0.0|0
0|2020-01-18|0.0|0|0.0|0|0.0|0|0.0|0
0|2020-01-19|0.0|0|0.0|0|0.0|0|0.0|0
0|2020-01-20|0.0|0|0.0|0|0.0|0|0.0|0
0|2020-01-21|0.0|0|0.0|0|0.0|0|0.0|0
0|2020-01-22|0.0|0|0.0|0|0.0|0|0.0|0
0|2020-01-23|0.0|0|0.0|0|0.0|0|0.0|0
0|2020-01-24|0.0|0|0.0|0|0.0|0|0.0|0
0|2020-01-25|0.0|0|0.0|0|0.0|0|0.0|0
0|2020-01-26|0.0|0|0.0|0|0.0|0|0.0|0
0|2020-01-27|0.0|0|0.0|0|0.0|0|0.0|0
0|2020-01-28|0.0|0|0.0|0|0.0|0|0.0|0
0|2020-01-29|0.0|0|0.0|0|0.0|0|0.0|0
0|2020-01-30|0.0|0|0.0|0|43.4375|0|0.5520833333333334|0
0|2020-01-31|0.0|0|0.0|0|56.25|0|0.7083333333333334|0
0|2020-02-01|0.0|0|0.0|0|68.95833333333333|0|0.8333333333333334|0
0|2020-02-02|0.0|0|0.0|0|190.15625|0|5.421875|0
0|2020-02-03|0.0|0|0.0|0|217.5|0|5.385416666666667|0
0|2020-02-04|0.0|0|0.0|0|107.70833333333333|0|1.8958333333333333|0
0|2020-02-05|0.0|0|0.0|0|128.64583333333334|0|2.21875|0
0|2020-02-06|0.0|0|0.0|0|117.29166666666667|0|1.5208333333333333|0
0|2020-02-07|0.0|0|0.0|0|58.541666666666664|0|0.6979166666666666|0
0|2020-02-08|0.0|0|0.0|0|150.72916666666666|0|6.010416666666667|0
0|2020-02-09|0.0|0|0.0|0|183.07291666666666|0|5.697916666666667|0
0|2020-02-10|0.0|0|0.0|0|116.35416666666667|0|2.0416666666666665|0
0|2020-02-11|0.0|0|0.0|0|128.28125|0|2.6979166666666665|0
0|2020-02-12|0.0|0|0.0|0|120.15625|0|1.8072916666666667|0
