|dates|Sumner_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Sumner_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Sumner_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Sumner_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Sumner_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Sumner_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Sumner_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Sumner_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-19|2.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-20|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-03-21|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-03-22|22.0|0|22.0|0|0.0|0|0.0|100
0|2020-03-23|34.0|0|22.0|0|0.0|0|0.0|100
0|2020-03-24|34.0|0|34.0|0|0.0|0|0.0|100
0|2020-03-25|36.0|0|36.0|0|0.0|0|0.0|100
0|2020-03-26|43.0|0|43.0|0|0.0|0|0.0|100
0|2020-03-27|58.0|0|58.0|0|0.0|0|0.0|100
0|2020-03-28|82.0|0|82.0|0|0.0|0|0.0|100
0|2020-03-29|93.0|0|93.0|0|0.0|0|0.0|100
0|2020-03-30|179.0|0|164.0|0|4.0|0|0.0|100
0|2020-03-31|184.0|0|164.0|0|4.0|0|0.0|100
0|2020-04-01|201.0|0|201.0|0|4.0|0|0.0|100
0|2020-04-02|268.0|0|268.0|0|11.0|0|0.0|100
0|2020-04-03|283.0|0|283.0|0|8.0|0|0.0|100
0|2020-04-04|301.0|0|301.0|0|10.0|0|0.0|100
0|2020-04-05|321.0|0|321.0|0|10.0|0|0.0|100
0|2020-04-06|335.0|0|335.0|0|15.0|0|0.0|100
0|2020-04-07|361.0|0|361.0|0|15.0|0|0.0|100
0|2020-04-08|376.0|0|376.0|0|18.0|0|0.0|100
0|2020-04-09|389.0|0|389.0|0|20.0|0|0.0|100
0|2020-04-10|413.0|0|413.0|0|21.0|0|0.0|100
0|2020-04-11|435.0|0|435.0|0|22.0|0|0.0|100
0|2020-04-12|445.0|0|435.0|0|22.0|0|0.0|100
0|2020-04-13|454.0|0|454.0|0|26.0|0|0.0|100
0|2020-04-14|466.0|0|466.0|0|27.0|0|0.0|100
0|2020-04-15|466.0|0|478.0|0|27.0|0|0.0|100
0|2020-04-16|478.0|0|491.0|0|27.0|0|0.0|100
0|2020-04-17|491.0|0|497.0|0|28.0|0|0.0|100
0|2020-04-18|497.0|0|503.0|0|29.0|0|0.0|100
0|2020-04-19|509.0|0|509.0|0|30.0|0|0.0|100
0|2020-04-20|518.0|0|518.0|0|31.0|0|0.0|100
0|2020-04-21|530.0|0|530.0|0|31.0|0|0.0|100
0|2020-04-22|530.0|0|550.0|0|31.0|0|0.0|100
0|2020-04-23|556.0|0|556.0|0|32.0|0|0.0|100
0|2020-04-24|573.0|0|573.0|0|32.0|0|0.0|100
0|2020-04-25|584.0|0|584.0|0|34.0|0|0.0|100
0|2020-04-26|593.0|0|593.0|0|34.0|0|0.0|100
0|2020-04-27|603.0|0|603.0|0|34.0|0|0.0|100
0|2020-04-28|608.0|0|608.0|0|35.0|0|0.0|100
0|2020-04-29|619.0|0|619.0|0|37.0|0|0.0|100
0|2020-04-30|623.0|0|623.0|0|37.0|0|0.0|100
0|2020-05-01|632.0|0|632.0|0|37.0|0|0.0|100
0|2020-05-02|640.0|0|640.0|0|38.0|0|0.0|100
0|2020-05-03|653.0|0|653.0|0|38.0|0|0.0|100
0|2020-05-04|663.0|0|663.0|0|38.0|0|0.0|100
0|2020-05-05|665.0|0|665.0|0|38.0|0|0.0|100
0|2020-05-06|671.0|0|671.0|0|38.0|0|0.0|100
0|2020-05-07|672.0|0|672.0|0|38.0|0|0.0|100
0|2020-05-08|683.0|0|683.0|0|38.0|0|0.0|100
0|2020-05-09|693.0|0|693.0|0|38.0|0|0.0|100
0|2020-05-10|698.0|0|698.0|0|38.0|0|0.0|100
0|2020-05-11|699.0|0|699.0|0|38.0|0|0.0|100
0|2020-05-12|708.0|0|708.0|0|39.0|0|0.0|100
0|2020-05-13|714.0|0|714.0|0|40.0|0|0.0|100
