|dates|Williamson_Texas_UnitedStates.JHU_ConfirmedCases.data|Williamson_Texas_UnitedStates.JHU_ConfirmedCases.missing|Williamson_Texas_UnitedStates.NYT_ConfirmedCases.data|Williamson_Texas_UnitedStates.NYT_ConfirmedCases.missing|Williamson_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Williamson_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Williamson_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Williamson_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-19|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-20|8.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-21|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-22|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-23|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-03-24|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-03-25|22.0|0|22.0|0|0.0|0|0.0|100
0|2020-03-26|27.0|0|27.0|0|0.0|0|0.0|100
0|2020-03-27|34.0|0|34.0|0|0.0|0|0.0|100
0|2020-03-28|34.0|0|34.0|0|0.0|0|0.0|100
0|2020-03-29|37.0|0|37.0|0|1.0|0|0.0|100
0|2020-03-30|37.0|0|37.0|0|1.0|0|0.0|100
0|2020-03-31|42.0|0|42.0|0|1.0|0|0.0|100
0|2020-04-01|50.0|0|55.0|0|1.0|0|0.0|100
0|2020-04-02|63.0|0|55.0|0|1.0|0|0.0|100
0|2020-04-03|71.0|0|71.0|0|1.0|0|0.0|100
0|2020-04-04|71.0|0|71.0|0|1.0|0|0.0|100
0|2020-04-05|77.0|0|77.0|0|2.0|0|0.0|100
0|2020-04-06|77.0|0|81.0|0|2.0|0|0.0|100
0|2020-04-07|81.0|0|81.0|0|3.0|0|0.0|100
0|2020-04-08|87.0|0|87.0|0|4.0|0|0.0|100
0|2020-04-09|97.0|0|103.0|0|4.0|0|0.0|100
0|2020-04-10|103.0|0|110.0|0|4.0|0|0.0|100
0|2020-04-11|110.0|0|110.0|0|4.0|0|0.0|100
0|2020-04-12|113.0|0|117.0|0|4.0|0|0.0|100
0|2020-04-13|117.0|0|119.0|0|4.0|0|0.0|100
0|2020-04-14|119.0|0|124.0|0|4.0|0|0.0|100
0|2020-04-15|124.0|0|128.0|0|4.0|0|0.0|100
0|2020-04-16|128.0|0|140.0|0|4.0|0|0.0|100
0|2020-04-17|140.0|0|146.0|0|4.0|0|0.0|100
0|2020-04-18|146.0|0|151.0|0|4.0|0|0.0|100
0|2020-04-19|151.0|0|155.0|0|4.0|0|0.0|100
0|2020-04-20|155.0|0|156.0|0|4.0|0|0.0|100
0|2020-04-21|156.0|0|158.0|0|4.0|0|0.0|100
0|2020-04-22|158.0|0|167.0|0|5.0|0|0.0|100
0|2020-04-23|167.0|0|184.0|0|5.0|0|0.0|100
0|2020-04-24|182.0|0|206.0|0|5.0|0|0.0|100
0|2020-04-25|206.0|0|211.0|0|5.0|0|0.0|100
0|2020-04-26|211.0|0|262.0|0|6.0|0|0.0|100
0|2020-04-27|262.0|0|287.0|0|6.0|0|0.0|100
0|2020-04-28|287.0|0|287.0|0|6.0|0|0.0|100
0|2020-04-29|287.0|0|293.0|0|7.0|0|0.0|100
0|2020-04-30|301.0|0|301.0|0|9.0|0|0.0|100
0|2020-05-01|306.0|0|306.0|0|10.0|0|0.0|100
0|2020-05-02|313.0|0|313.0|0|10.0|0|0.0|100
0|2020-05-03|323.0|0|323.0|0|10.0|0|0.0|100
0|2020-05-04|328.0|0|328.0|0|10.0|0|0.0|100
0|2020-05-05|333.0|0|333.0|0|11.0|0|0.0|100
0|2020-05-06|341.0|0|341.0|0|12.0|0|0.0|100
0|2020-05-07|352.0|0|352.0|0|12.0|0|0.0|100
0|2020-05-08|361.0|0|361.0|0|12.0|0|0.0|100
0|2020-05-09|368.0|0|368.0|0|13.0|0|0.0|100
0|2020-05-10|377.0|0|377.0|0|13.0|0|0.0|100
0|2020-05-11|380.0|0|380.0|0|14.0|0|0.0|100
0|2020-05-12|397.0|0|397.0|0|16.0|0|0.0|100
0|2020-05-13|424.0|0|424.0|0|16.0|0|0.0|100
