|dates|Luzerne_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Luzerne_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Luzerne_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Luzerne_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Luzerne_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Luzerne_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Luzerne_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Luzerne_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-16|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-17|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-18|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-19|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-20|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-21|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-22|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-23|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-24|21.0|0|21.0|0|0.0|0|0.0|100
0|2020-03-25|27.0|0|27.0|0|1.0|0|0.0|100
0|2020-03-26|36.0|0|36.0|0|1.0|0|0.0|100
0|2020-03-27|55.0|0|55.0|0|2.0|0|0.0|100
0|2020-03-28|65.0|0|65.0|0|2.0|0|0.0|100
0|2020-03-29|94.0|0|94.0|0|2.0|0|0.0|100
0|2020-03-30|150.0|0|150.0|0|3.0|0|0.0|100
0|2020-03-31|212.0|0|212.0|0|4.0|0|0.0|100
0|2020-04-01|282.0|0|282.0|0|4.0|0|0.0|100
0|2020-04-02|384.0|0|384.0|0|5.0|0|0.0|100
0|2020-04-03|484.0|0|484.0|0|5.0|0|0.0|100
0|2020-04-04|648.0|0|648.0|0|5.0|0|0.0|100
0|2020-04-05|741.0|0|741.0|0|5.0|0|0.0|100
0|2020-04-06|849.0|0|849.0|0|5.0|0|0.0|100
0|2020-04-07|982.0|0|982.0|0|8.0|0|0.0|100
0|2020-04-08|1134.0|0|1134.0|0|11.0|0|0.0|100
0|2020-04-09|1241.0|0|1241.0|0|12.0|0|0.0|100
0|2020-04-10|1325.0|0|1325.0|0|15.0|0|0.0|100
0|2020-04-11|1372.0|0|1372.0|0|17.0|0|0.0|100
0|2020-04-12|1411.0|0|1411.0|0|17.0|0|0.0|100
0|2020-04-13|1446.0|0|1446.0|0|21.0|0|0.0|100
0|2020-04-14|1523.0|0|1523.0|0|26.0|0|0.0|100
0|2020-04-15|1567.0|0|1567.0|0|27.0|0|0.0|100
0|2020-04-16|1611.0|0|1611.0|0|28.0|0|0.0|100
0|2020-04-17|1668.0|0|1668.0|0|31.0|0|0.0|100
0|2020-04-18|1712.0|0|1712.0|0|32.0|0|0.0|100
0|2020-04-19|1741.0|0|1741.0|0|34.0|0|0.0|100
0|2020-04-20|1767.0|0|1767.0|0|36.0|0|0.0|100
0|2020-04-21|1800.0|0|1800.0|0|50.0|0|0.0|100
0|2020-04-22|1848.0|0|1848.0|0|60.0|0|0.0|100
0|2020-04-23|1880.0|0|1880.0|0|60.0|0|0.0|100
0|2020-04-24|1921.0|0|1921.0|0|62.0|0|0.0|100
0|2020-04-25|1962.0|0|1962.0|0|66.0|0|0.0|100
0|2020-04-26|2008.0|0|2008.0|0|67.0|0|0.0|100
0|2020-04-27|2035.0|0|2035.0|0|71.0|0|0.0|100
0|2020-04-28|2078.0|0|2078.0|0|74.0|0|0.0|100
0|2020-04-29|2111.0|0|2111.0|0|82.0|0|0.0|100
0|2020-04-30|2143.0|0|2143.0|0|88.0|0|0.0|100
0|2020-05-01|2173.0|0|2173.0|0|92.0|0|0.0|100
0|2020-05-02|2211.0|0|2211.0|0|97.0|0|0.0|100
0|2020-05-03|2240.0|0|2240.0|0|97.0|0|0.0|100
0|2020-05-04|2255.0|0|2255.0|0|101.0|0|0.0|100
0|2020-05-05|2280.0|0|2280.0|0|104.0|0|0.0|100
0|2020-05-06|2306.0|0|2306.0|0|107.0|0|0.0|100
0|2020-05-07|2332.0|0|2332.0|0|114.0|0|0.0|100
0|2020-05-08|2347.0|0|2347.0|0|120.0|0|0.0|100
0|2020-05-09|2356.0|0|2356.0|0|111.0|0|0.0|100
0|2020-05-10|2416.0|0|2416.0|0|111.0|0|0.0|100
