|dates|Gadsden_Florida_UnitedStates.JHU_ConfirmedCases.data|Gadsden_Florida_UnitedStates.JHU_ConfirmedCases.missing|Gadsden_Florida_UnitedStates.NYT_ConfirmedCases.data|Gadsden_Florida_UnitedStates.NYT_ConfirmedCases.missing|Gadsden_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Gadsden_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Gadsden_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Gadsden_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|1.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|1.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-21|1.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-22|1.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-23|1.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-24|1.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-25|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-26|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-27|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-28|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-29|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-30|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-31|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-04-01|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-04-02|2.0|0|1.0|0|0.0|0|0.0|100
0|2020-04-03|3.0|0|2.0|0|0.0|0|0.0|100
0|2020-04-04|4.0|0|3.0|0|0.0|0|0.0|100
0|2020-04-05|4.0|0|3.0|0|0.0|0|0.0|100
0|2020-04-06|5.0|0|4.0|0|0.0|0|0.0|100
0|2020-04-07|6.0|0|5.0|0|0.0|0|0.0|100
0|2020-04-08|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-04-09|10.0|0|11.0|0|0.0|0|0.0|100
0|2020-04-10|14.0|0|13.0|0|0.0|0|0.0|100
0|2020-04-11|14.0|0|13.0|0|0.0|0|0.0|100
0|2020-04-12|17.0|0|16.0|0|0.0|0|0.0|100
0|2020-04-13|36.0|0|35.0|0|0.0|0|0.0|100
0|2020-04-14|38.0|0|37.0|0|0.0|0|0.0|100
0|2020-04-15|40.0|0|40.0|0|0.0|0|0.0|100
0|2020-04-16|44.0|0|43.0|0|0.0|0|0.0|100
0|2020-04-17|47.0|0|46.0|0|0.0|0|0.0|100
0|2020-04-18|48.0|0|47.0|0|0.0|0|0.0|100
0|2020-04-19|51.0|0|50.0|0|0.0|0|0.0|100
0|2020-04-20|57.0|0|56.0|0|0.0|0|0.0|100
0|2020-04-21|57.0|0|56.0|0|0.0|0|0.0|100
0|2020-04-22|58.0|0|57.0|0|0.0|0|0.0|100
0|2020-04-23|69.0|0|68.0|0|0.0|0|0.0|100
0|2020-04-24|79.0|0|78.0|0|0.0|0|0.0|100
0|2020-04-25|80.0|0|79.0|0|0.0|0|0.0|100
0|2020-04-26|81.0|0|80.0|0|0.0|0|0.0|100
0|2020-04-27|87.0|0|86.0|0|0.0|0|0.0|100
0|2020-04-28|94.0|0|93.0|0|0.0|0|0.0|100
0|2020-04-29|94.0|0|93.0|0|0.0|0|0.0|100
0|2020-04-30|95.0|0|94.0|0|0.0|0|0.0|100
0|2020-05-01|103.0|0|102.0|0|0.0|0|0.0|100
0|2020-05-02|105.0|0|104.0|0|0.0|0|0.0|100
0|2020-05-03|107.0|0|106.0|0|0.0|0|0.0|100
0|2020-05-04|113.0|0|112.0|0|0.0|0|0.0|100
0|2020-05-05|115.0|0|114.0|0|0.0|0|0.0|100
0|2020-05-06|120.0|0|119.0|0|0.0|0|0.0|100
0|2020-05-07|121.0|0|120.0|0|0.0|0|0.0|100
0|2020-05-08|123.0|0|122.0|0|0.0|0|0.0|100
0|2020-05-09|128.0|0|127.0|0|0.0|0|0.0|100
0|2020-05-10|128.0|0|127.0|0|0.0|0|0.0|100
0|2020-05-11|130.0|0|129.0|0|0.0|0|0.0|100
0|2020-05-12|137.0|0|136.0|0|0.0|0|0.0|100
0|2020-05-13|139.0|0|138.0|0|1.0|0|0.0|100
