|dates|Chickasaw_Mississippi_UnitedStates.AveragePrecipitationTotal.data|Chickasaw_Mississippi_UnitedStates.AveragePrecipitationTotal.missing|Chickasaw_Mississippi_UnitedStates.AveragePrecipitation.data|Chickasaw_Mississippi_UnitedStates.AveragePrecipitation.missing|Chickasaw_Mississippi_UnitedStates.AverageWindDirection.data|Chickasaw_Mississippi_UnitedStates.AverageWindDirection.missing|Chickasaw_Mississippi_UnitedStates.AverageWindSpeed.data|Chickasaw_Mississippi_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|62.291666666666664|0|2.6875|0
0|2020-01-02|0.0010416666666666667|0|0.023104797979797986|0|115.80538558663561|0|6.1499538655788655|0
0|2020-01-03|0.035625|0|0.0010519330206830207|0|145.62958453583454|0|3.8951328763828763|0
0|2020-01-04|0.0014583333333333334|0|0.00010416666666666667|0|261.86805555555554|0|10.322569444444445|0
0|2020-01-05|0.0|0|0.0|0|102.91666666666667|0|3.6666666666666665|0
0|2020-01-06|0.0|0|0.0|0|133.64583333333334|0|4.53125|0
0|2020-01-07|0.0|0|0.0|0|202.63888888888889|0|7.708333333333333|0
0|2020-01-08|0.0|0|0.0|0|82.91666666666667|0|2.5416666666666665|0
0|2020-01-09|0.0|0|0.0|0|134.16666666666666|0|9.499999999999998|0
0|2020-01-10|0.0|0|0.003984953703703704|0|155.6178902116402|0|11.35079365079365|0
0|2020-01-11|0.0090625|0|0.01166848544973545|0|218.72966269841268|0|14.390079365079366|0
0|2020-01-12|0.0240625|0|5.9523809523809524e-05|0|130.1031746031746|0|3.407738095238095|0
0|2020-01-13|0.0|0|0.001388888888888889|0|45.93402777777778|0|1.448611111111111|0
0|2020-01-14|0.004722222222222222|0|0.01177579365079365|0|125.10515873015875|0|4.770436507936508|0
0|2020-01-15|0.04416666666666667|0|0.001369047619047619|0|172.37301587301582|0|5.220039682539682|0
0|2020-01-16|0.005416666666666667|0|0.00025|0|82.93253968253968|0|10.375496031746032|0
0|2020-01-17|0.0|0|0.0|0|106.25|0|8.694444444444445|0
0|2020-01-18|8.333333333333333e-05|0|0.0016607142857142855|0|199.9993131868132|0|11.213625610500609|0
0|2020-01-19|0.011666666666666667|0|0.0|0|328.3333333333333|0|13.395833333333334|0
0|2020-01-20|0.0|0|0.0|0|201.5625|0|9.78125|0
0|2020-01-21|0.0|0|0.0|0|141.11111111111111|0|7.645833333333333|0
0|2020-01-22|0.0|0|0.0|0|82.08333333333333|0|2.9166666666666665|0
0|2020-01-23|0.0|0|0.004505787037037037|0|131.86574074074073|0|6.671180555555558|0
0|2020-01-24|0.007395833333333333|0|8.333333333333333e-05|0|225.51091269841268|0|7.432242063492063|0
