|dates|Martin_Florida_UnitedStates.JHU_ConfirmedCases.data|Martin_Florida_UnitedStates.JHU_ConfirmedCases.missing|Martin_Florida_UnitedStates.NYT_ConfirmedCases.data|Martin_Florida_UnitedStates.NYT_ConfirmedCases.missing|Martin_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Martin_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Martin_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Martin_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-20|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-21|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-22|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-23|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-24|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-25|4.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-26|8.0|0|11.0|0|0.0|0|0.0|100
0|2020-03-27|16.0|0|17.0|0|0.0|0|0.0|100
0|2020-03-28|25.0|0|26.0|0|0.0|0|0.0|100
0|2020-03-29|26.0|0|27.0|0|0.0|0|0.0|100
0|2020-03-30|27.0|0|27.0|0|0.0|0|0.0|100
0|2020-03-31|28.0|0|28.0|0|0.0|0|0.0|100
0|2020-04-01|29.0|0|33.0|0|0.0|0|0.0|100
0|2020-04-02|34.0|0|34.0|0|0.0|0|0.0|100
0|2020-04-03|42.0|0|42.0|0|0.0|0|0.0|100
0|2020-04-04|53.0|0|53.0|0|0.0|0|0.0|100
0|2020-04-05|60.0|0|60.0|0|0.0|0|0.0|100
0|2020-04-06|83.0|0|85.0|0|0.0|0|0.0|100
0|2020-04-07|98.0|0|100.0|0|0.0|0|0.0|100
0|2020-04-08|101.0|0|108.0|0|0.0|0|0.0|100
0|2020-04-09|109.0|0|109.0|0|1.0|0|0.0|100
0|2020-04-10|111.0|0|115.0|0|2.0|0|0.0|100
0|2020-04-11|115.0|0|117.0|0|3.0|0|0.0|100
0|2020-04-12|122.0|0|122.0|0|3.0|0|0.0|100
0|2020-04-13|129.0|0|129.0|0|3.0|0|0.0|100
0|2020-04-14|135.0|0|135.0|0|3.0|0|0.0|100
0|2020-04-15|138.0|0|140.0|0|4.0|0|0.0|100
0|2020-04-16|142.0|0|142.0|0|4.0|0|0.0|100
0|2020-04-17|147.0|0|147.0|0|4.0|0|0.0|100
0|2020-04-18|148.0|0|148.0|0|4.0|0|0.0|100
0|2020-04-19|151.0|0|151.0|0|4.0|0|0.0|100
0|2020-04-20|155.0|0|155.0|0|4.0|0|0.0|100
0|2020-04-21|160.0|0|160.0|0|4.0|0|0.0|100
0|2020-04-22|161.0|0|161.0|0|4.0|0|0.0|100
0|2020-04-23|166.0|0|166.0|0|5.0|0|0.0|100
0|2020-04-24|169.0|0|169.0|0|5.0|0|0.0|100
0|2020-04-25|169.0|0|169.0|0|5.0|0|0.0|100
0|2020-04-26|174.0|0|174.0|0|5.0|0|0.0|100
0|2020-04-27|183.0|0|183.0|0|5.0|0|0.0|100
0|2020-04-28|185.0|0|185.0|0|5.0|0|0.0|100
0|2020-04-29|186.0|0|186.0|0|5.0|0|0.0|100
0|2020-04-30|191.0|0|191.0|0|6.0|0|0.0|100
0|2020-05-01|197.0|0|197.0|0|6.0|0|0.0|100
0|2020-05-02|199.0|0|199.0|0|6.0|0|0.0|100
0|2020-05-03|202.0|0|202.0|0|6.0|0|0.0|100
0|2020-05-04|215.0|0|215.0|0|6.0|0|0.0|100
0|2020-05-05|218.0|0|218.0|0|6.0|0|0.0|100
0|2020-05-06|224.0|0|224.0|0|6.0|0|0.0|100
0|2020-05-07|233.0|0|233.0|0|6.0|0|0.0|100
0|2020-05-08|243.0|0|243.0|0|6.0|0|0.0|100
0|2020-05-09|245.0|0|245.0|0|6.0|0|0.0|100
0|2020-05-10|255.0|0|255.0|0|6.0|0|0.0|100
0|2020-05-11|261.0|0|261.0|0|6.0|0|0.0|100
0|2020-05-12|274.0|0|274.0|0|6.0|0|0.0|100
0|2020-05-13|275.0|0|275.0|0|6.0|0|0.0|100
0|2020-05-14|281.0|0|281.0|0|6.0|0|0.0|100
