|dates|Hancock_Indiana_UnitedStates.JHU_ConfirmedCases.data|Hancock_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Hancock_Indiana_UnitedStates.NYT_ConfirmedCases.data|Hancock_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Hancock_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Hancock_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Hancock_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Hancock_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|1.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|1.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|1.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|1.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|1.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-21|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-22|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-23|2.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-24|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-25|8.0|0|8.0|0|1.0|0|0.0|100
0|2020-03-26|9.0|0|9.0|0|1.0|0|0.0|100
0|2020-03-27|13.0|0|14.0|0|1.0|0|0.0|100
0|2020-03-28|19.0|0|19.0|0|1.0|0|0.0|100
0|2020-03-29|22.0|0|22.0|0|1.0|0|0.0|100
0|2020-03-30|28.0|0|28.0|0|1.0|0|0.0|100
0|2020-03-31|26.0|0|26.0|0|2.0|0|0.0|100
0|2020-04-01|33.0|0|33.0|0|2.0|0|0.0|100
0|2020-04-02|37.0|0|37.0|0|2.0|0|0.0|100
0|2020-04-03|41.0|0|41.0|0|2.0|0|0.0|100
0|2020-04-04|57.0|0|57.0|0|2.0|0|0.0|100
0|2020-04-05|61.0|0|61.0|0|2.0|0|0.0|100
0|2020-04-06|72.0|0|72.0|0|2.0|0|0.0|100
0|2020-04-07|89.0|0|89.0|0|2.0|0|0.0|100
0|2020-04-08|99.0|0|99.0|0|2.0|0|0.0|100
0|2020-04-09|100.0|0|100.0|0|2.0|0|0.0|100
0|2020-04-10|109.0|0|109.0|0|4.0|0|0.0|100
0|2020-04-11|112.0|0|112.0|0|6.0|0|0.0|100
0|2020-04-12|118.0|0|118.0|0|6.0|0|0.0|100
0|2020-04-13|118.0|0|118.0|0|6.0|0|0.0|100
0|2020-04-14|121.0|0|122.0|0|6.0|0|0.0|100
0|2020-04-15|129.0|0|130.0|0|6.0|0|0.0|100
0|2020-04-16|127.0|0|128.0|0|6.0|0|0.0|100
0|2020-04-17|132.0|0|133.0|0|6.0|0|0.0|100
0|2020-04-18|135.0|0|136.0|0|6.0|0|0.0|100
0|2020-04-19|143.0|0|144.0|0|7.0|0|0.0|100
0|2020-04-20|151.0|0|152.0|0|7.0|0|0.0|100
0|2020-04-21|149.0|0|150.0|0|7.0|0|0.0|100
0|2020-04-22|151.0|0|152.0|0|7.0|0|0.0|100
0|2020-04-23|160.0|0|161.0|0|7.0|0|0.0|100
0|2020-04-24|171.0|0|172.0|0|7.0|0|0.0|100
0|2020-04-25|177.0|0|178.0|0|7.0|0|0.0|100
0|2020-04-26|178.0|0|179.0|0|7.0|0|0.0|100
0|2020-04-27|183.0|0|185.0|0|9.0|0|0.0|100
0|2020-04-28|204.0|0|206.0|0|9.0|0|0.0|100
0|2020-04-29|213.0|0|215.0|0|9.0|0|0.0|100
0|2020-04-30|218.0|0|220.0|0|9.0|0|0.0|100
0|2020-05-01|227.0|0|229.0|0|9.0|0|0.0|100
0|2020-05-02|229.0|0|231.0|0|10.0|0|0.0|100
0|2020-05-03|230.0|0|232.0|0|11.0|0|0.0|100
0|2020-05-04|231.0|0|233.0|0|11.0|0|0.0|100
0|2020-05-05|233.0|0|235.0|0|12.0|0|0.0|100
0|2020-05-06|236.0|0|239.0|0|14.0|0|0.0|100
0|2020-05-07|241.0|0|243.0|0|16.0|0|0.0|100
0|2020-05-08|246.0|0|248.0|0|17.0|0|0.0|100
0|2020-05-09|264.0|0|266.0|0|18.0|0|0.0|100
0|2020-05-10|264.0|0|266.0|0|18.0|0|0.0|100
0|2020-05-11|270.0|0|272.0|0|19.0|0|0.0|100
0|2020-05-12|270.0|0|272.0|0|19.0|0|0.0|100
0|2020-05-13|276.0|0|279.0|0|20.0|0|0.0|100
