|dates|Fairfield_Ohio_UnitedStates.JHU_ConfirmedCases.data|Fairfield_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Fairfield_Ohio_UnitedStates.NYT_ConfirmedCases.data|Fairfield_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Fairfield_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Fairfield_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Fairfield_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Fairfield_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-24|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-25|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-26|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-27|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-28|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-03-29|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-03-30|13.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-31|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-04-01|22.0|0|22.0|0|0.0|0|0.0|100
0|2020-04-02|28.0|0|28.0|0|0.0|0|0.0|100
0|2020-04-03|32.0|0|32.0|0|0.0|0|0.0|100
0|2020-04-04|36.0|0|36.0|0|0.0|0|0.0|100
0|2020-04-05|46.0|0|46.0|0|0.0|0|0.0|100
0|2020-04-06|54.0|0|54.0|0|0.0|0|0.0|100
0|2020-04-07|59.0|0|59.0|0|0.0|0|0.0|100
0|2020-04-08|65.0|0|65.0|0|0.0|0|0.0|100
0|2020-04-09|68.0|0|68.0|0|0.0|0|0.0|100
0|2020-04-10|73.0|0|73.0|0|0.0|0|0.0|100
0|2020-04-11|78.0|0|78.0|0|0.0|0|0.0|100
0|2020-04-12|81.0|0|81.0|0|0.0|0|0.0|100
0|2020-04-13|84.0|0|84.0|0|1.0|0|0.0|100
0|2020-04-14|90.0|0|90.0|0|1.0|0|0.0|100
0|2020-04-15|92.0|0|92.0|0|1.0|0|0.0|100
0|2020-04-16|96.0|0|96.0|0|2.0|0|0.0|100
0|2020-04-17|95.0|0|95.0|0|2.0|0|0.0|100
0|2020-04-18|97.0|0|97.0|0|2.0|0|0.0|100
0|2020-04-19|97.0|0|97.0|0|2.0|0|0.0|100
0|2020-04-20|99.0|0|99.0|0|2.0|0|0.0|100
0|2020-04-21|101.0|0|101.0|0|2.0|0|0.0|100
0|2020-04-22|106.0|0|106.0|0|2.0|0|0.0|100
0|2020-04-23|109.0|0|109.0|0|2.0|0|0.0|100
0|2020-04-24|108.0|0|108.0|0|2.0|0|0.0|100
0|2020-04-25|110.0|0|110.0|0|2.0|0|0.0|100
0|2020-04-26|114.0|0|114.0|0|2.0|0|0.0|100
0|2020-04-27|116.0|0|116.0|0|2.0|0|0.0|100
0|2020-04-28|121.0|0|121.0|0|2.0|0|0.0|100
0|2020-04-29|129.0|0|129.0|0|2.0|0|0.0|100
0|2020-04-30|137.0|0|137.0|0|2.0|0|0.0|100
0|2020-05-01|138.0|0|138.0|0|2.0|0|0.0|100
0|2020-05-02|140.0|0|140.0|0|2.0|0|0.0|100
0|2020-05-03|150.0|0|150.0|0|2.0|0|0.0|100
0|2020-05-04|152.0|0|152.0|0|2.0|0|0.0|100
0|2020-05-05|155.0|0|155.0|0|3.0|0|0.0|100
0|2020-05-06|158.0|0|158.0|0|3.0|0|0.0|100
0|2020-05-07|162.0|0|162.0|0|2.0|0|0.0|100
0|2020-05-08|171.0|0|171.0|0|2.0|0|0.0|100
0|2020-05-09|177.0|0|177.0|0|2.0|0|0.0|100
0|2020-05-10|177.0|0|177.0|0|2.0|0|0.0|100
0|2020-05-11|178.0|0|178.0|0|3.0|0|0.0|100
0|2020-05-12|188.0|0|188.0|0|3.0|0|0.0|100
0|2020-05-13|191.0|0|191.0|0|3.0|0|0.0|100
