|dates|Arlington_Virginia_UnitedStates.JHU_ConfirmedCases.data|Arlington_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Arlington_Virginia_UnitedStates.NYT_ConfirmedCases.data|Arlington_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Arlington_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Arlington_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Arlington_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Arlington_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|1.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|1.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-12|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-13|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-14|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-15|7.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-16|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-17|13.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-18|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-03-19|17.0|0|17.0|0|0.0|0|0.0|100
0|2020-03-20|17.0|0|17.0|0|0.0|0|0.0|100
0|2020-03-21|22.0|0|22.0|0|0.0|0|0.0|100
0|2020-03-22|26.0|0|26.0|0|0.0|0|0.0|100
0|2020-03-23|34.0|0|34.0|0|0.0|0|0.0|100
0|2020-03-24|36.0|0|36.0|0|0.0|0|0.0|100
0|2020-03-25|46.0|0|46.0|0|0.0|0|0.0|100
0|2020-03-26|54.0|0|63.0|0|0.0|0|0.0|100
0|2020-03-27|63.0|0|63.0|0|0.0|0|0.0|100
0|2020-03-28|75.0|0|75.0|0|0.0|0|0.0|100
0|2020-03-29|84.0|0|84.0|0|2.0|0|0.0|100
0|2020-03-30|86.0|0|86.0|0|2.0|0|0.0|100
0|2020-03-31|104.0|0|104.0|0|2.0|0|0.0|100
0|2020-04-01|119.0|0|119.0|0|2.0|0|0.0|100
0|2020-04-02|128.0|0|128.0|0|2.0|0|0.0|100
0|2020-04-03|135.0|0|135.0|0|2.0|0|0.0|100
0|2020-04-04|150.0|0|150.0|0|2.0|0|0.0|100
0|2020-04-05|181.0|0|181.0|0|2.0|0|0.0|100
0|2020-04-06|203.0|0|203.0|0|2.0|0|0.0|100
0|2020-04-07|237.0|0|237.0|0|2.0|0|0.0|100
0|2020-04-08|254.0|0|254.0|0|2.0|0|0.0|100
0|2020-04-09|280.0|0|280.0|0|2.0|0|0.0|100
0|2020-04-10|312.0|0|312.0|0|2.0|0|0.0|100
0|2020-04-11|349.0|0|349.0|0|2.0|0|0.0|100
0|2020-04-12|366.0|0|366.0|0|2.0|0|0.0|100
0|2020-04-13|390.0|0|390.0|0|2.0|0|0.0|100
0|2020-04-14|401.0|0|401.0|0|2.0|0|0.0|100
0|2020-04-15|420.0|0|420.0|0|2.0|0|0.0|100
0|2020-04-16|453.0|0|453.0|0|16.0|0|0.0|100
0|2020-04-17|485.0|0|485.0|0|16.0|0|0.0|100
0|2020-04-18|520.0|0|520.0|0|16.0|0|0.0|100
0|2020-04-19|575.0|0|575.0|0|16.0|0|0.0|100
0|2020-04-20|593.0|0|593.0|0|22.0|0|0.0|100
0|2020-04-21|625.0|0|625.0|0|22.0|0|0.0|100
0|2020-04-22|663.0|0|663.0|0|24.0|0|0.0|100
0|2020-04-23|686.0|0|686.0|0|24.0|0|0.0|100
0|2020-04-24|722.0|0|722.0|0|24.0|0|0.0|100
0|2020-04-25|764.0|0|764.0|0|29.0|0|0.0|100
0|2020-04-26|790.0|0|790.0|0|32.0|0|0.0|100
0|2020-04-27|836.0|0|836.0|0|32.0|0|0.0|100
0|2020-04-28|865.0|0|865.0|0|32.0|0|0.0|100
0|2020-04-29|912.0|0|912.0|0|32.0|0|0.0|100
0|2020-04-30|967.0|0|967.0|0|41.0|0|0.0|100
0|2020-05-01|1004.0|0|1004.0|0|42.0|0|0.0|100
0|2020-05-02|1044.0|0|1044.0|0|46.0|0|0.0|100
0|2020-05-03|1106.0|0|1106.0|0|46.0|0|0.0|100
0|2020-05-04|1139.0|0|1139.0|0|47.0|0|0.0|100
0|2020-05-05|1169.0|0|1169.0|0|49.0|0|0.0|100
0|2020-05-06|1169.0|0|1169.0|0|49.0|0|0.0|100
0|2020-05-07|1248.0|0|1248.0|0|52.0|0|0.0|100
0|2020-05-08|1281.0|0|1281.0|0|57.0|0|0.0|100
0|2020-05-09|1332.0|0|1332.0|0|60.0|0|0.0|100
0|2020-05-10|1368.0|0|1368.0|0|61.0|0|0.0|100
0|2020-05-11|1399.0|0|1399.0|0|60.0|0|0.0|100
0|2020-05-12|1416.0|0|1416.0|0|66.0|0|0.0|100
