|dates|St.Johns_Florida_UnitedStates.JHU_ConfirmedCases.data|St.Johns_Florida_UnitedStates.JHU_ConfirmedCases.missing|St.Johns_Florida_UnitedStates.NYT_ConfirmedCases.data|St.Johns_Florida_UnitedStates.NYT_ConfirmedCases.missing|St.Johns_Florida_UnitedStates.JHU_ConfirmedDeaths.data|St.Johns_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|St.Johns_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|St.Johns_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-12|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-13|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-14|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-15|1.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-16|1.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-17|2.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-18|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-19|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-20|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-21|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-22|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-03-23|18.0|0|18.0|0|0.0|0|0.0|100
0|2020-03-24|22.0|0|24.0|0|0.0|0|0.0|100
0|2020-03-25|26.0|0|28.0|0|1.0|0|0.0|100
0|2020-03-26|33.0|0|36.0|0|1.0|0|0.0|100
0|2020-03-27|36.0|0|42.0|0|1.0|0|0.0|100
0|2020-03-28|48.0|0|50.0|0|2.0|0|0.0|100
0|2020-03-29|50.0|0|59.0|0|2.0|0|0.0|100
0|2020-03-30|60.0|0|61.0|0|2.0|0|0.0|100
0|2020-03-31|79.0|0|79.0|0|2.0|0|0.0|100
0|2020-04-01|83.0|0|90.0|0|2.0|0|0.0|100
0|2020-04-02|102.0|0|102.0|0|2.0|0|0.0|100
0|2020-04-03|119.0|0|119.0|0|2.0|0|0.0|100
0|2020-04-04|132.0|0|132.0|0|2.0|0|0.0|100
0|2020-04-05|141.0|0|141.0|0|2.0|0|0.0|100
0|2020-04-06|146.0|0|147.0|0|2.0|0|0.0|100
0|2020-04-07|151.0|0|154.0|0|2.0|0|0.0|100
0|2020-04-08|154.0|0|156.0|0|2.0|0|0.0|100
0|2020-04-09|162.0|0|163.0|0|2.0|0|0.0|100
0|2020-04-10|163.0|0|165.0|0|2.0|0|0.0|100
0|2020-04-11|167.0|0|170.0|0|2.0|0|0.0|100
0|2020-04-12|173.0|0|173.0|0|2.0|0|0.0|100
0|2020-04-13|176.0|0|176.0|0|2.0|0|0.0|100
0|2020-04-14|177.0|0|177.0|0|2.0|0|0.0|100
0|2020-04-15|179.0|0|179.0|0|2.0|0|0.0|100
0|2020-04-16|182.0|0|182.0|0|3.0|0|0.0|100
0|2020-04-17|186.0|0|186.0|0|4.0|0|0.0|100
0|2020-04-18|188.0|0|188.0|0|4.0|0|0.0|100
0|2020-04-19|190.0|0|190.0|0|4.0|0|0.0|100
0|2020-04-20|192.0|0|192.0|0|4.0|0|0.0|100
0|2020-04-21|194.0|0|194.0|0|4.0|0|0.0|100
0|2020-04-22|195.0|0|195.0|0|4.0|0|0.0|100
0|2020-04-23|200.0|0|200.0|0|4.0|0|0.0|100
0|2020-04-24|203.0|0|203.0|0|4.0|0|0.0|100
0|2020-04-25|203.0|0|203.0|0|4.0|0|0.0|100
0|2020-04-26|204.0|0|204.0|0|4.0|0|0.0|100
0|2020-04-27|204.0|0|204.0|0|4.0|0|0.0|100
0|2020-04-28|207.0|0|207.0|0|4.0|0|0.0|100
0|2020-04-29|207.0|0|207.0|0|4.0|0|0.0|100
0|2020-04-30|208.0|0|208.0|0|4.0|0|0.0|100
0|2020-05-01|210.0|0|210.0|0|4.0|0|0.0|100
0|2020-05-02|212.0|0|212.0|0|4.0|0|0.0|100
0|2020-05-03|211.0|0|211.0|0|4.0|0|0.0|100
0|2020-05-04|211.0|0|211.0|0|4.0|0|0.0|100
0|2020-05-05|214.0|0|214.0|0|4.0|0|0.0|100
0|2020-05-06|216.0|0|216.0|0|4.0|0|0.0|100
0|2020-05-07|222.0|0|222.0|0|4.0|0|0.0|100
0|2020-05-08|223.0|0|223.0|0|4.0|0|0.0|100
0|2020-05-09|222.0|0|222.0|0|4.0|0|0.0|100
0|2020-05-10|222.0|0|222.0|0|4.0|0|0.0|100
0|2020-05-11|222.0|0|222.0|0|4.0|0|0.0|100
0|2020-05-12|223.0|0|223.0|0|4.0|0|0.0|100
0|2020-05-13|229.0|0|229.0|0|4.0|0|0.0|100
