|dates|Bedford_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Bedford_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Bedford_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Bedford_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Bedford_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Bedford_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Bedford_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Bedford_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-25|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-26|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-27|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-28|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-29|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-30|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-31|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-04-01|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-04-02|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-04-03|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-04-04|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-04-05|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-04-06|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-04-07|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-04-08|12.0|0|12.0|0|0.0|0|0.0|100
0|2020-04-09|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-04-10|15.0|0|15.0|0|1.0|0|0.0|100
0|2020-04-11|17.0|0|17.0|0|1.0|0|0.0|100
0|2020-04-12|20.0|0|17.0|0|1.0|0|0.0|100
0|2020-04-13|23.0|0|23.0|0|1.0|0|0.0|100
0|2020-04-14|25.0|0|25.0|0|2.0|0|0.0|100
0|2020-04-15|25.0|0|33.0|0|2.0|0|0.0|100
0|2020-04-16|33.0|0|40.0|0|2.0|0|0.0|100
0|2020-04-17|40.0|0|48.0|0|2.0|0|0.0|100
0|2020-04-18|48.0|0|62.0|0|2.0|0|0.0|100
0|2020-04-19|71.0|0|71.0|0|2.0|0|0.0|100
0|2020-04-20|76.0|0|76.0|0|2.0|0|0.0|100
0|2020-04-21|105.0|0|105.0|0|2.0|0|0.0|100
0|2020-04-22|105.0|0|117.0|0|2.0|0|0.0|100
0|2020-04-23|130.0|0|130.0|0|2.0|0|0.0|100
0|2020-04-24|138.0|0|138.0|0|2.0|0|0.0|100
0|2020-04-25|150.0|0|150.0|0|2.0|0|0.0|100
0|2020-04-26|159.0|0|159.0|0|2.0|0|0.0|100
0|2020-04-27|165.0|0|165.0|0|2.0|0|0.0|100
0|2020-04-28|167.0|0|167.0|0|2.0|0|0.0|100
0|2020-04-29|169.0|0|169.0|0|2.0|0|0.0|100
0|2020-04-30|173.0|0|173.0|0|2.0|0|0.0|100
0|2020-05-01|184.0|0|184.0|0|2.0|0|0.0|100
0|2020-05-02|193.0|0|193.0|0|2.0|0|0.0|100
0|2020-05-03|200.0|0|200.0|0|3.0|0|0.0|100
0|2020-05-04|200.0|0|200.0|0|3.0|0|0.0|100
0|2020-05-05|201.0|0|201.0|0|3.0|0|0.0|100
0|2020-05-06|212.0|0|212.0|0|3.0|0|0.0|100
0|2020-05-07|217.0|0|217.0|0|3.0|0|0.0|100
0|2020-05-08|222.0|0|222.0|0|3.0|0|0.0|100
0|2020-05-09|231.0|0|231.0|0|3.0|0|0.0|100
0|2020-05-10|237.0|0|237.0|0|3.0|0|0.0|100
0|2020-05-11|238.0|0|238.0|0|3.0|0|0.0|100
0|2020-05-12|239.0|0|239.0|0|3.0|0|0.0|100
0|2020-05-13|246.0|0|246.0|0|3.0|0|0.0|100
