|dates|Laclede_Missouri_UnitedStates.JHU_ConfirmedCases.data|Laclede_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Laclede_Missouri_UnitedStates.NYT_ConfirmedCases.data|Laclede_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Laclede_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Laclede_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Laclede_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Laclede_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-08|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-09|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-10|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-11|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-12|0.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-13|0.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-14|0.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-15|0.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-16|0.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-17|0.0|0|16.0|0|0.0|0|0.0|100
0|2020-03-18|0.0|0|21.0|0|0.0|0|0.0|100
0|2020-03-19|0.0|0|35.0|0|0.0|0|0.0|100
0|2020-03-20|0.0|0|73.0|0|0.0|0|0.0|100
0|2020-03-21|0.0|0|93.0|0|0.0|0|0.0|100
0|2020-03-22|0.0|0|130.0|0|0.0|0|0.0|100
0|2020-03-23|0.0|0|183.0|0|0.0|0|0.0|100
0|2020-03-24|0.0|0|287.0|0|0.0|0|0.0|100
0|2020-03-25|0.0|0|384.0|0|0.0|0|0.0|100
0|2020-03-26|0.0|0|518.0|0|0.0|0|0.0|100
0|2020-03-27|0.0|0|673.0|0|0.0|0|0.0|100
0|2020-03-28|0.0|0|840.0|0|0.0|0|0.0|100
0|2020-03-29|0.0|0|905.0|0|0.0|0|0.0|100
0|2020-03-30|0.0|0|1051.0|0|0.0|0|0.0|100
0|2020-03-31|0.0|0|1351.0|0|0.0|0|0.0|100
0|2020-04-01|0.0|0|1430.0|0|0.0|0|0.0|100
0|2020-04-02|0.0|0|1835.0|0|0.0|0|0.0|100
0|2020-04-03|0.0|0|2113.0|0|0.0|0|0.0|100
0|2020-04-04|0.0|0|2285.0|0|0.0|0|0.0|100
0|2020-04-05|0.0|0|2365.0|0|0.0|0|0.0|100
0|2020-04-06|0.0|0|2721.0|0|0.0|0|0.0|100
0|2020-04-07|0.0|0|3035.0|0|0.0|0|0.0|100
0|2020-04-08|0.0|0|3325.0|0|0.0|0|0.0|100
0|2020-04-09|0.0|0|3538.0|0|0.0|0|0.0|100
0|2020-04-10|0.0|0|3795.0|0|0.0|0|0.0|100
0|2020-04-11|0.0|0|4021.0|0|0.0|0|0.0|100
0|2020-04-12|0.0|0|4156.0|0|0.0|0|0.0|100
0|2020-04-13|0.0|0|4389.0|0|0.0|0|0.0|100
0|2020-04-14|0.0|0|4686.0|0|0.0|0|0.0|100
0|2020-04-15|0.0|0|4896.0|0|0.0|0|0.0|100
0|2020-04-16|0.0|0|5111.0|0|0.0|0|0.0|100
0|2020-04-17|0.0|0|5283.0|0|0.0|0|0.0|100
0|2020-04-18|0.0|0|5517.0|0|0.0|0|0.0|100
0|2020-04-19|0.0|0|5667.0|0|0.0|0|0.0|100
0|2020-04-20|0.0|0|5807.0|0|0.0|0|0.0|100
0|2020-04-21|0.0|0|5941.0|0|0.0|0|0.0|100
0|2020-04-22|0.0|0|6135.0|0|0.0|0|0.0|100
0|2020-04-23|0.0|0|6320.0|0|0.0|0|0.0|100
0|2020-04-24|0.0|0|6625.0|0|0.0|0|0.0|100
0|2020-04-25|0.0|0|6826.0|0|0.0|0|0.0|100
0|2020-04-26|0.0|0|6997.0|0|0.0|0|0.0|100
0|2020-04-27|0.0|0|7171.0|0|0.0|0|0.0|100
0|2020-04-28|0.0|0|7357.0|0|0.0|0|0.0|100
0|2020-04-29|0.0|0|7426.0|0|0.0|0|0.0|100
0|2020-04-30|0.0|0|7563.0|0|0.0|0|0.0|100
0|2020-05-01|0.0|0|7840.0|0|0.0|0|0.0|100
0|2020-05-02|0.0|0|8154.0|0|0.0|0|0.0|100
0|2020-05-03|0.0|0|8454.0|0|0.0|0|0.0|100
0|2020-05-04|0.0|0|8776.0|0|0.0|0|0.0|100
0|2020-05-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-09|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-05-10|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-05-11|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-05-12|3.0|0|3.0|0|0.0|0|0.0|100
