|dates|EastFeliciana_Louisiana_UnitedStates.JHU_ConfirmedCases.data|EastFeliciana_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|EastFeliciana_Louisiana_UnitedStates.NYT_ConfirmedCases.data|EastFeliciana_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|EastFeliciana_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|EastFeliciana_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|EastFeliciana_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|EastFeliciana_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-26|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-27|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-28|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-29|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-30|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-31|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-04-01|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-04-02|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-04-03|19.0|0|19.0|0|0.0|0|0.0|100
0|2020-04-04|22.0|0|22.0|0|0.0|0|0.0|100
0|2020-04-05|27.0|0|27.0|0|0.0|0|0.0|100
0|2020-04-06|39.0|0|39.0|0|0.0|0|0.0|100
0|2020-04-07|39.0|0|39.0|0|0.0|0|0.0|100
0|2020-04-08|39.0|0|39.0|0|1.0|0|0.0|100
0|2020-04-09|59.0|0|59.0|0|2.0|0|0.0|100
0|2020-04-10|65.0|0|65.0|0|2.0|0|0.0|100
0|2020-04-11|67.0|0|67.0|0|2.0|0|0.0|100
0|2020-04-12|71.0|0|71.0|0|2.0|0|0.0|100
0|2020-04-13|73.0|0|73.0|0|2.0|0|0.0|100
0|2020-04-14|77.0|0|77.0|0|4.0|0|0.0|100
0|2020-04-15|81.0|0|81.0|0|7.0|0|0.0|100
0|2020-04-16|84.0|0|84.0|0|7.0|0|0.0|100
0|2020-04-17|90.0|0|90.0|0|7.0|0|0.0|100
0|2020-04-18|90.0|0|90.0|0|7.0|0|0.0|100
0|2020-04-19|93.0|0|93.0|0|7.0|0|0.0|100
0|2020-04-20|95.0|0|95.0|0|7.0|0|0.0|100
0|2020-04-21|101.0|0|101.0|0|8.0|0|0.0|100
0|2020-04-22|102.0|0|102.0|0|10.0|0|0.0|100
0|2020-04-23|106.0|0|106.0|0|10.0|0|0.0|100
0|2020-04-24|105.0|0|105.0|0|10.0|0|0.0|100
0|2020-04-25|107.0|0|107.0|0|11.0|0|0.0|100
0|2020-04-26|108.0|0|108.0|0|11.0|0|0.0|100
0|2020-04-27|116.0|0|116.0|0|11.0|0|0.0|100
0|2020-04-28|118.0|0|118.0|0|12.0|0|0.0|100
0|2020-04-29|119.0|0|119.0|0|12.0|0|0.0|100
0|2020-04-30|122.0|0|122.0|0|14.0|0|0.0|100
0|2020-05-01|128.0|0|128.0|0|14.0|0|0.0|100
0|2020-05-02|128.0|0|128.0|0|15.0|0|0.0|100
0|2020-05-03|129.0|0|129.0|0|16.0|0|0.0|100
0|2020-05-04|130.0|0|130.0|0|16.0|0|0.0|100
0|2020-05-05|131.0|0|131.0|0|16.0|0|0.0|100
0|2020-05-06|132.0|0|132.0|0|18.0|0|0.0|100
0|2020-05-07|132.0|0|132.0|0|19.0|0|0.0|100
0|2020-05-08|133.0|0|133.0|0|19.0|0|0.0|100
0|2020-05-09|136.0|0|136.0|0|21.0|0|0.0|100
0|2020-05-10|135.0|0|135.0|0|21.0|0|0.0|100
0|2020-05-11|136.0|0|136.0|0|20.0|0|0.0|100
0|2020-05-12|140.0|0|140.0|0|20.0|0|0.0|100
