|dates|FondduLac_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|FondduLac_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|FondduLac_Wisconsin_UnitedStates.NYT_ConfirmedCases.data|FondduLac_Wisconsin_UnitedStates.NYT_ConfirmedCases.missing|FondduLac_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|FondduLac_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|FondduLac_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|FondduLac_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-12|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-13|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-14|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-15|7.0|0|11.0|0|0.0|0|0.0|100
0|2020-03-16|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-03-17|12.0|0|11.0|0|0.0|0|0.0|100
0|2020-03-18|13.0|0|12.0|0|0.0|0|0.0|100
0|2020-03-19|14.0|0|14.0|0|2.0|0|0.0|100
0|2020-03-20|14.0|0|14.0|0|1.0|0|0.0|100
0|2020-03-21|15.0|0|15.0|0|1.0|0|0.0|100
0|2020-03-22|16.0|0|16.0|0|1.0|0|0.0|100
0|2020-03-23|16.0|0|16.0|0|1.0|0|0.0|100
0|2020-03-24|18.0|0|18.0|0|1.0|0|0.0|100
0|2020-03-25|18.0|0|18.0|0|1.0|0|0.0|100
0|2020-03-26|17.0|0|17.0|0|1.0|0|0.0|100
0|2020-03-27|18.0|0|19.0|0|1.0|0|0.0|100
0|2020-03-28|20.0|0|20.0|0|1.0|0|0.0|100
0|2020-03-29|20.0|0|20.0|0|1.0|0|0.0|100
0|2020-03-30|21.0|0|22.0|0|2.0|0|0.0|100
0|2020-03-31|22.0|0|22.0|0|2.0|0|0.0|100
0|2020-04-01|24.0|0|24.0|0|2.0|0|0.0|100
0|2020-04-02|28.0|0|28.0|0|2.0|0|0.0|100
0|2020-04-03|30.0|0|30.0|0|2.0|0|0.0|100
0|2020-04-04|30.0|0|36.0|0|2.0|0|0.0|100
0|2020-04-05|43.0|0|43.0|0|2.0|0|0.0|100
0|2020-04-06|43.0|0|43.0|0|2.0|0|0.0|100
0|2020-04-07|44.0|0|44.0|0|2.0|0|0.0|100
0|2020-04-08|44.0|0|48.0|0|2.0|0|0.0|100
0|2020-04-09|49.0|0|49.0|0|2.0|0|0.0|100
0|2020-04-10|52.0|0|52.0|0|2.0|0|0.0|100
0|2020-04-11|52.0|0|52.0|0|2.0|0|0.0|100
0|2020-04-12|54.0|0|54.0|0|2.0|0|0.0|100
0|2020-04-13|57.0|0|57.0|0|2.0|0|0.0|100
0|2020-04-14|59.0|0|59.0|0|2.0|0|0.0|100
0|2020-04-15|59.0|0|59.0|0|3.0|0|0.0|100
0|2020-04-16|59.0|0|59.0|0|3.0|0|0.0|100
0|2020-04-17|61.0|0|61.0|0|3.0|0|0.0|100
0|2020-04-18|62.0|0|62.0|0|3.0|0|0.0|100
0|2020-04-19|62.0|0|62.0|0|3.0|0|0.0|100
0|2020-04-20|65.0|0|65.0|0|3.0|0|0.0|100
0|2020-04-21|65.0|0|65.0|0|3.0|0|0.0|100
0|2020-04-22|65.0|0|65.0|0|3.0|0|0.0|100
0|2020-04-23|66.0|0|66.0|0|3.0|0|0.0|100
0|2020-04-24|67.0|0|67.0|0|3.0|0|0.0|100
0|2020-04-25|67.0|0|67.0|0|3.0|0|0.0|100
0|2020-04-26|69.0|0|69.0|0|3.0|0|0.0|100
0|2020-04-27|69.0|0|69.0|0|3.0|0|0.0|100
0|2020-04-28|69.0|0|69.0|0|3.0|0|0.0|100
0|2020-04-29|69.0|0|69.0|0|3.0|0|0.0|100
0|2020-04-30|69.0|0|69.0|0|3.0|0|0.0|100
0|2020-05-01|71.0|0|71.0|0|3.0|0|0.0|100
0|2020-05-02|73.0|0|73.0|0|3.0|0|0.0|100
0|2020-05-03|73.0|0|73.0|0|3.0|0|0.0|100
0|2020-05-04|75.0|0|75.0|0|3.0|0|0.0|100
0|2020-05-05|77.0|0|77.0|0|3.0|0|0.0|100
0|2020-05-06|83.0|0|83.0|0|3.0|0|0.0|100
0|2020-05-07|84.0|0|84.0|0|3.0|0|0.0|100
0|2020-05-08|85.0|0|85.0|0|3.0|0|0.0|100
0|2020-05-09|86.0|0|86.0|0|3.0|0|0.0|100
0|2020-05-10|93.0|0|93.0|0|3.0|0|0.0|100
0|2020-05-11|101.0|0|101.0|0|3.0|0|0.0|100
0|2020-05-12|108.0|0|108.0|0|3.0|0|0.0|100
