|dates|Hays_Texas_UnitedStates.JHU_ConfirmedCases.data|Hays_Texas_UnitedStates.JHU_ConfirmedCases.missing|Hays_Texas_UnitedStates.NYT_ConfirmedCases.data|Hays_Texas_UnitedStates.NYT_ConfirmedCases.missing|Hays_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Hays_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Hays_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Hays_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-15|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-16|2.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-17|3.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-18|5.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-19|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-20|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-21|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-22|7.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-23|7.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-24|7.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-25|10.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-26|11.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-27|13.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-28|13.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-29|13.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-30|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-03-31|38.0|0|24.0|0|0.0|0|0.0|100
0|2020-04-01|42.0|0|38.0|0|0.0|0|0.0|100
0|2020-04-02|42.0|0|42.0|0|0.0|0|0.0|100
0|2020-04-03|47.0|0|47.0|0|0.0|0|0.0|100
0|2020-04-04|50.0|0|47.0|0|0.0|0|0.0|100
0|2020-04-05|54.0|0|50.0|0|0.0|0|0.0|100
0|2020-04-06|59.0|0|59.0|0|0.0|0|0.0|100
0|2020-04-07|61.0|0|59.0|0|0.0|0|0.0|100
0|2020-04-08|75.0|0|77.0|0|0.0|0|0.0|100
0|2020-04-09|77.0|0|78.0|0|0.0|0|0.0|100
0|2020-04-10|79.0|0|79.0|0|0.0|0|0.0|100
0|2020-04-11|82.0|0|82.0|0|0.0|0|0.0|100
0|2020-04-12|82.0|0|89.0|0|0.0|0|0.0|100
0|2020-04-13|82.0|0|93.0|0|0.0|0|0.0|100
0|2020-04-14|93.0|0|103.0|0|1.0|0|0.0|100
0|2020-04-15|103.0|0|104.0|0|1.0|0|0.0|100
0|2020-04-16|109.0|0|116.0|0|1.0|0|0.0|100
0|2020-04-17|117.0|0|121.0|0|1.0|0|0.0|100
0|2020-04-18|121.0|0|125.0|0|1.0|0|0.0|100
0|2020-04-19|121.0|0|127.0|0|1.0|0|0.0|100
0|2020-04-20|128.0|0|135.0|0|1.0|0|0.0|100
0|2020-04-21|128.0|0|137.0|0|1.0|0|0.0|100
0|2020-04-22|140.0|0|143.0|0|1.0|0|0.0|100
0|2020-04-23|147.0|0|147.0|0|1.0|0|0.0|100
0|2020-04-24|147.0|0|148.0|0|1.0|0|0.0|100
0|2020-04-25|148.0|0|149.0|0|1.0|0|0.0|100
0|2020-04-26|148.0|0|149.0|0|1.0|0|0.0|100
0|2020-04-27|148.0|0|155.0|0|1.0|0|0.0|100
0|2020-04-28|155.0|0|160.0|0|1.0|0|0.0|100
0|2020-04-29|161.0|0|165.0|0|1.0|0|0.0|100
0|2020-04-30|165.0|0|165.0|0|1.0|0|0.0|100
0|2020-05-01|165.0|0|167.0|0|1.0|0|0.0|100
0|2020-05-02|167.0|0|167.0|0|1.0|0|0.0|100
0|2020-05-03|167.0|0|167.0|0|1.0|0|0.0|100
0|2020-05-04|168.0|0|176.0|0|1.0|0|0.0|100
0|2020-05-05|176.0|0|183.0|0|1.0|0|0.0|100
0|2020-05-06|176.0|0|195.0|0|1.0|0|0.0|100
0|2020-05-07|176.0|0|199.0|0|1.0|0|0.0|100
0|2020-05-08|195.0|0|203.0|0|1.0|0|0.0|100
0|2020-05-09|203.0|0|204.0|0|2.0|0|0.0|100
0|2020-05-10|203.0|0|204.0|0|2.0|0|0.0|100
0|2020-05-11|203.0|0|209.0|0|2.0|0|0.0|100
0|2020-05-12|203.0|0|214.0|0|2.0|0|0.0|100
0|2020-05-13|214.0|0|217.0|0|3.0|0|0.0|100
0|2020-05-14|217.0|0|219.0|0|3.0|0|0.0|100
