|dates|Rush_Kansas_UnitedStates.JHU_ConfirmedCases.data|Rush_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Rush_Kansas_UnitedStates.NYT_ConfirmedCases.data|Rush_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Rush_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Rush_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Rush_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Rush_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-02-23|0.0|100|0.0|100|0.0|100|0.0|100
0|2020-02-24|0.0|100|0.0|100|0.0|100|0.0|100
0|2020-02-25|0.0|100|0.0|100|0.0|100|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-06-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-06-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-06-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-06-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-06-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-06-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-06-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-06-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-06-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-06-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-06-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-06-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-06-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-06-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-06-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-06-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-06-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-06-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-06-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-06-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-06-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-06-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-06-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-06-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-06-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-06-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-06-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-06-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-06-29|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-06-30|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-07-01|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-07-02|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-07-03|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-07-04|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-07-05|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-07-06|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-07-07|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-07-08|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-07-09|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-07-10|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-07-11|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-07-12|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-07-13|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-07-14|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-07-15|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-07-16|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-07-17|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-07-18|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-07-19|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-07-20|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-07-21|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-07-22|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-07-23|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-07-24|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-07-25|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-07-26|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-07-27|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-07-28|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-07-29|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-07-30|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-07-31|5.0|0|6.0|0|0.0|0|0.0|100
0|2020-08-01|5.0|0|6.0|0|0.0|0|0.0|100
0|2020-08-02|5.0|0|6.0|0|0.0|0|0.0|100
0|2020-08-03|6.0|0|7.0|0|0.0|0|0.0|100
0|2020-08-04|6.0|0|7.0|0|0.0|0|0.0|100
0|2020-08-05|6.0|0|9.0|0|0.0|0|0.0|100
0|2020-08-06|6.0|0|9.0|0|0.0|0|0.0|100
0|2020-08-07|6.0|0|9.0|0|0.0|0|0.0|100
0|2020-08-08|6.0|0|9.0|0|0.0|0|0.0|100
0|2020-08-09|6.0|0|9.0|0|0.0|0|0.0|100
0|2020-08-10|6.0|0|9.0|0|0.0|0|0.0|100
0|2020-08-11|10.0|0|9.0|0|0.0|0|0.0|100
0|2020-08-12|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-08-13|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-08-14|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-08-15|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-08-16|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-08-17|10.0|0|11.0|0|0.0|0|0.0|100
0|2020-08-18|10.0|0|11.0|0|0.0|0|0.0|100
0|2020-08-19|10.0|0|13.0|0|0.0|0|0.0|100
0|2020-08-20|10.0|0|13.0|0|0.0|0|0.0|100
0|2020-08-21|12.0|0|15.0|0|0.0|0|0.0|100
0|2020-08-22|12.0|0|15.0|0|0.0|0|0.0|100
0|2020-08-23|12.0|0|15.0|0|0.0|0|0.0|100
0|2020-08-24|13.0|0|16.0|0|0.0|0|0.0|100
0|2020-08-25|13.0|0|16.0|0|0.0|0|0.0|100
0|2020-08-26|14.0|0|17.0|0|0.0|0|0.0|100
0|2020-08-27|14.0|0|17.0|0|0.0|0|0.0|100
0|2020-08-28|15.0|0|18.0|0|0.0|0|0.0|100
0|2020-08-29|15.0|0|18.0|0|0.0|0|0.0|100
0|2020-08-30|15.0|0|18.0|0|0.0|0|0.0|100
0|2020-08-31|17.0|0|20.0|0|0.0|0|0.0|100
0|2020-09-01|17.0|0|20.0|0|0.0|0|0.0|100
0|2020-09-02|21.0|0|27.0|0|0.0|0|0.0|100
0|2020-09-03|21.0|0|27.0|0|0.0|0|0.0|100
0|2020-09-04|24.0|0|30.0|0|0.0|0|0.0|100
0|2020-09-05|24.0|0|30.0|0|0.0|0|0.0|100
0|2020-09-06|24.0|0|30.0|0|0.0|0|0.0|100
0|2020-09-07|28.0|0|34.0|0|0.0|0|0.0|100
0|2020-09-08|28.0|0|34.0|0|0.0|0|0.0|100
0|2020-09-09|29.0|0|35.0|0|0.0|0|0.0|100
0|2020-09-10|29.0|0|35.0|0|0.0|0|0.0|100
0|2020-09-11|34.0|0|36.0|0|0.0|0|0.0|100
0|2020-09-12|34.0|0|36.0|0|0.0|0|0.0|100
0|2020-09-13|34.0|0|36.0|0|0.0|0|0.0|100
0|2020-09-14|40.0|0|41.0|0|0.0|0|0.0|100
0|2020-09-15|40.0|0|41.0|0|0.0|0|0.0|100
0|2020-09-16|40.0|0|41.0|0|0.0|0|0.0|100
0|2020-09-17|40.0|0|41.0|0|0.0|0|0.0|100
0|2020-09-18|40.0|0|43.0|0|0.0|0|0.0|100
0|2020-09-19|40.0|0|43.0|0|0.0|0|0.0|100
0|2020-09-20|40.0|0|43.0|0|0.0|0|0.0|100
0|2020-09-21|40.0|0|50.0|0|0.0|0|0.0|100
0|2020-09-22|40.0|0|50.0|0|0.0|0|0.0|100
0|2020-09-23|42.0|0|53.0|0|0.0|0|0.0|100
0|2020-09-24|42.0|0|53.0|0|0.0|0|0.0|100
0|2020-09-25|42.0|0|53.0|0|0.0|0|0.0|100
0|2020-09-26|42.0|0|53.0|0|0.0|0|0.0|100
0|2020-09-27|42.0|0|53.0|0|0.0|0|0.0|100
0|2020-09-28|50.0|0|62.0|0|0.0|0|0.0|100
0|2020-09-29|50.0|0|62.0|0|0.0|0|0.0|100
0|2020-09-30|64.0|0|66.0|0|0.0|0|0.0|100
0|2020-10-01|64.0|0|66.0|0|0.0|0|0.0|100
0|2020-10-02|64.0|0|73.0|0|0.0|0|0.0|100
0|2020-10-03|64.0|0|73.0|0|0.0|0|0.0|100
0|2020-10-04|64.0|0|73.0|0|0.0|0|0.0|100
0|2020-10-05|64.0|0|75.0|0|0.0|0|0.0|100
0|2020-10-06|75.0|0|75.0|0|0.0|0|0.0|100
0|2020-10-07|64.0|0|76.0|0|0.0|0|0.0|100
0|2020-10-08|64.0|0|76.0|0|0.0|0|0.0|100
0|2020-10-09|64.0|0|81.0|0|0.0|0|0.0|100
0|2020-10-10|64.0|0|81.0|0|0.0|0|0.0|100
0|2020-10-11|64.0|0|81.0|0|0.0|0|0.0|100
0|2020-10-12|93.0|0|88.0|0|0.0|0|0.0|100
0|2020-10-13|93.0|0|88.0|0|0.0|0|0.0|100
0|2020-10-14|93.0|0|90.0|0|0.0|0|0.0|100
0|2020-10-15|93.0|0|90.0|0|0.0|0|0.0|100
0|2020-10-16|93.0|0|94.0|0|0.0|0|0.0|100
0|2020-10-17|93.0|0|94.0|0|0.0|0|0.0|100
0|2020-10-18|93.0|0|94.0|0|0.0|0|0.0|100
0|2020-10-19|98.0|0|96.0|0|0.0|0|0.0|100
0|2020-10-20|98.0|0|96.0|0|0.0|0|0.0|100
0|2020-10-21|98.0|0|98.0|0|0.0|0|0.0|100
0|2020-10-22|98.0|0|98.0|0|0.0|0|0.0|100
0|2020-10-23|98.0|0|97.0|0|0.0|0|0.0|100
0|2020-10-24|98.0|0|97.0|0|0.0|0|0.0|100
0|2020-10-25|98.0|0|97.0|0|0.0|0|0.0|100
0|2020-10-26|98.0|0|101.0|0|0.0|0|0.0|100
0|2020-10-27|98.0|0|101.0|0|0.0|0|0.0|100
0|2020-10-28|98.0|0|104.0|0|0.0|0|0.0|100
0|2020-10-29|98.0|0|104.0|0|0.0|0|0.0|100
0|2020-10-30|98.0|0|108.0|0|0.0|0|0.0|100
0|2020-10-31|98.0|0|108.0|0|0.0|0|0.0|100
0|2020-11-01|98.0|0|108.0|0|0.0|0|0.0|100
0|2020-11-02|98.0|0|110.0|0|0.0|0|0.0|100
0|2020-11-03|98.0|0|110.0|0|0.0|0|0.0|100
0|2020-11-04|98.0|0|114.0|0|0.0|0|0.0|100
0|2020-11-05|98.0|0|114.0|0|0.0|0|0.0|100
0|2020-11-06|98.0|0|118.0|0|0.0|0|0.0|100
0|2020-11-07|98.0|0|118.0|0|0.0|0|0.0|100
0|2020-11-08|98.0|0|118.0|0|0.0|0|0.0|100
0|2020-11-09|123.0|0|123.0|0|0.0|0|0.0|100
0|2020-11-10|123.0|0|123.0|0|0.0|0|0.0|100
0|2020-11-11|132.0|0|132.0|0|0.0|0|0.0|100
0|2020-11-12|132.0|0|132.0|0|0.0|0|0.0|100
0|2020-11-13|140.0|0|140.0|0|0.0|0|0.0|100
0|2020-11-14|140.0|0|140.0|0|0.0|0|0.0|100
0|2020-11-15|140.0|0|140.0|0|0.0|0|0.0|100
0|2020-11-16|156.0|0|156.0|0|0.0|0|0.0|100
0|2020-11-17|156.0|0|156.0|0|0.0|0|0.0|100
0|2020-11-18|166.0|0|166.0|0|0.0|0|0.0|100
0|2020-11-19|166.0|0|166.0|0|0.0|0|0.0|100
0|2020-11-20|181.0|0|181.0|0|0.0|0|0.0|100
0|2020-11-21|181.0|0|181.0|0|0.0|0|0.0|100
0|2020-11-22|181.0|0|181.0|0|0.0|0|0.0|100
0|2020-11-23|203.0|0|203.0|0|0.0|0|0.0|100
0|2020-11-24|203.0|0|203.0|0|0.0|0|0.0|100
0|2020-11-25|230.0|0|230.0|0|0.0|0|0.0|100
0|2020-11-26|230.0|0|230.0|0|0.0|0|0.0|100
0|2020-11-27|251.0|0|251.0|0|0.0|0|0.0|100
0|2020-11-28|251.0|0|251.0|0|0.0|0|0.0|100
0|2020-11-29|251.0|0|251.0|0|0.0|0|0.0|100
0|2020-11-30|264.0|0|264.0|0|0.0|0|0.0|100
0|2020-12-01|264.0|0|264.0|0|0.0|0|0.0|100
0|2020-12-02|323.0|0|272.0|0|0.0|0|0.0|100
0|2020-12-03|323.0|0|272.0|0|0.0|0|0.0|100
0|2020-12-04|323.0|0|284.0|0|0.0|0|0.0|100
0|2020-12-05|323.0|0|284.0|0|0.0|0|0.0|100
0|2020-12-06|323.0|0|284.0|0|0.0|0|0.0|100
0|2020-12-07|286.0|0|286.0|0|0.0|0|0.0|100
0|2020-12-08|286.0|0|286.0|0|0.0|0|0.0|100
0|2020-12-09|298.0|0|298.0|0|0.0|0|0.0|100
0|2020-12-10|298.0|0|298.0|0|0.0|0|0.0|100
0|2020-12-11|301.0|0|301.0|0|0.0|0|0.0|100
0|2020-12-12|301.0|0|301.0|0|0.0|0|0.0|100
0|2020-12-13|301.0|0|301.0|0|0.0|0|0.0|100
0|2020-12-14|308.0|0|308.0|0|0.0|0|0.0|100
0|2020-12-15|308.0|0|308.0|0|0.0|0|0.0|100
0|2020-12-16|317.0|0|317.0|0|5.0|0|0.0|100
0|2020-12-17|317.0|0|317.0|0|5.0|0|0.0|100
0|2020-12-18|323.0|0|323.0|0|5.0|0|0.0|100
0|2020-12-19|323.0|0|323.0|0|5.0|0|0.0|100
0|2020-12-20|323.0|0|323.0|0|5.0|0|0.0|100
0|2020-12-21|324.0|0|324.0|0|5.0|0|0.0|100
0|2020-12-22|324.0|0|324.0|0|5.0|0|0.0|100
0|2020-12-23|333.0|0|333.0|0|5.0|0|0.0|100
0|2020-12-24|333.0|0|333.0|0|5.0|0|0.0|100
0|2020-12-25|333.0|0|333.0|0|5.0|0|0.0|100
0|2020-12-26|333.0|0|333.0|0|5.0|0|0.0|100
0|2020-12-27|333.0|0|333.0|0|5.0|0|0.0|100
0|2020-12-28|336.0|0|336.0|0|8.0|0|0.0|100
0|2020-12-29|336.0|0|336.0|0|8.0|0|0.0|100
0|2020-12-30|343.0|0|343.0|0|8.0|0|0.0|100
0|2020-12-31|343.0|0|343.0|0|8.0|0|0.0|100
0|2021-01-01|343.0|0|343.0|0|8.0|0|0.0|100
0|2021-01-02|343.0|0|343.0|0|8.0|0|0.0|100
0|2021-01-03|343.0|0|343.0|0|8.0|0|0.0|100
0|2021-01-04|343.0|0|343.0|0|8.0|0|0.0|100
0|2021-01-05|343.0|0|343.0|0|8.0|0|0.0|100
0|2021-01-06|349.0|0|349.0|0|8.0|0|0.0|100
0|2021-01-07|349.0|0|349.0|0|8.0|0|0.0|100
0|2021-01-08|365.0|0|365.0|0|8.0|0|0.0|100
0|2021-01-09|365.0|0|365.0|0|8.0|0|0.0|100
0|2021-01-10|365.0|0|365.0|0|8.0|0|0.0|100
0|2021-01-11|370.0|0|370.0|0|8.0|0|0.0|100
0|2021-01-12|370.0|0|370.0|0|8.0|0|0.0|100
0|2021-01-13|383.0|0|383.0|0|9.0|0|0.0|100
0|2021-01-14|383.0|0|383.0|0|9.0|0|0.0|100
0|2021-01-15|391.0|0|391.0|0|10.0|0|0.0|100
0|2021-01-16|391.0|0|391.0|0|10.0|0|0.0|100
0|2021-01-17|391.0|0|391.0|0|10.0|0|0.0|100
0|2021-01-18|400.0|0|400.0|0|10.0|0|0.0|100
0|2021-01-19|400.0|0|400.0|0|10.0|0|0.0|100
0|2021-01-20|402.0|0|402.0|0|10.0|0|0.0|100
0|2021-01-21|402.0|0|402.0|0|10.0|0|0.0|100
0|2021-01-22|409.0|0|409.0|0|10.0|0|0.0|100
0|2021-01-23|409.0|0|409.0|0|10.0|0|0.0|100
0|2021-01-24|409.0|0|409.0|0|10.0|0|0.0|100
0|2021-01-25|414.0|0|414.0|0|10.0|0|0.0|100
0|2021-01-26|414.0|0|414.0|0|10.0|0|0.0|100
0|2021-01-27|416.0|0|416.0|0|10.0|0|0.0|100
0|2021-01-28|416.0|0|416.0|0|10.0|0|0.0|100
0|2021-01-29|418.0|0|418.0|0|10.0|0|0.0|100
0|2021-01-30|418.0|0|418.0|0|10.0|0|0.0|100
0|2021-01-31|418.0|0|418.0|0|10.0|0|0.0|100
0|2021-02-01|418.0|0|418.0|0|10.0|0|0.0|100
0|2021-02-02|418.0|0|418.0|0|10.0|0|0.0|100
0|2021-02-03|422.0|0|422.0|0|11.0|0|0.0|100
0|2021-02-04|422.0|0|422.0|0|11.0|0|0.0|100
0|2021-02-05|423.0|0|423.0|0|11.0|0|0.0|100
0|2021-02-06|423.0|0|423.0|0|11.0|0|0.0|100
0|2021-02-07|423.0|0|423.0|0|11.0|0|0.0|100
0|2021-02-08|423.0|0|423.0|0|11.0|0|0.0|100
0|2021-02-09|423.0|0|423.0|0|11.0|0|0.0|100
0|2021-02-10|423.0|0|423.0|0|11.0|0|0.0|100
0|2021-02-11|423.0|0|423.0|0|11.0|0|0.0|100
