|dates|OtterTail_Minnesota_UnitedStates.AveragePrecipitationTotal.data|OtterTail_Minnesota_UnitedStates.AveragePrecipitationTotal.missing|OtterTail_Minnesota_UnitedStates.AveragePrecipitation.data|OtterTail_Minnesota_UnitedStates.AveragePrecipitation.missing|OtterTail_Minnesota_UnitedStates.AverageWindDirection.data|OtterTail_Minnesota_UnitedStates.AverageWindDirection.missing|OtterTail_Minnesota_UnitedStates.AverageWindSpeed.data|OtterTail_Minnesota_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|147.70833333333334|0|4.416666666666667|0
0|2020-01-02|0.0|0|0.0|0|263.4895833333333|0|7.671875|0
0|2020-01-03|0.0|0|0.0|0|123.69791666666667|0|3.1666666666666665|0
0|2020-01-04|0.0|0|0.0|0|156.92708333333334|0|5.135416666666667|0
0|2020-01-05|0.0|0|0.0|0|263.2291666666667|0|14.3125|0
0|2020-01-06|0.0|0|0.0|0|233.59375|0|7.651041666666667|0
0|2020-01-07|0.0|0|0.0|0|283.5416666666667|0|10.449652777777777|0
0|2020-01-08|0.0|0|0.0|0|96.51041666666667|0|8.046875|0
0|2020-01-09|0.0|0|0.0|0|160.88541666666666|0|7.552083333333333|0
0|2020-01-10|0.0|0|0.0|0|272.43055555555554|0|8.04861111111111|0
0|2020-01-11|0.0|0|0.0|0|82.55208333333333|0|4.546875|0
0|2020-01-12|0.0|0|0.0|0|118.22916666666667|0|9.348958333333334|0
0|2020-01-13|0.0|0|0.0017708333333333335|0|135.26041666666666|0|10.744791666666666|0
0|2020-01-14|0.0|0|0.0|0|258.55902777777777|0|7.258680555555556|0
0|2020-01-15|0.0|0|5.208333333333334e-05|0|212.39583333333334|0|8.0|0
0|2020-01-16|0.0|0|0.0|0|155.05208333333334|0|4.322916666666667|0
0|2020-01-17|0.0|0|0.0005208333333333333|0|127.5|0|14.75|0
0|2020-01-18|0.0|0|0.0031250000000000006|0|242.23958333333334|0|13.421875|0
0|2020-01-19|0.0|0|0.0|0|300.3125|0|8.9375|0
0|2020-01-20|0.0|0|0.0|0|101.14583333333333|0|2.0520833333333335|0
0|2020-01-21|0.0|0|0.0|0|167.1875|0|10.213541666666666|0
0|2020-01-22|0.0|0|0.0|0|85.41666666666667|0|3.21875|0
0|2020-01-23|0.0|0|0.0|0|36.614583333333336|0|7.796875|0
0|2020-01-24|0.0|0|0.0|0|122.29166666666667|0|4.807291666666667|0
0|2020-01-25|0.0|0|0.0|0|182.86458333333334|0|2.6822916666666665|0
0|2020-01-26|0.0|0|0.0|0|55.572916666666664|0|2.5572916666666665|0
0|2020-01-27|0.0|0|0.0|0|214.63541666666666|0|4.229166666666667|0
0|2020-01-28|0.0|0|0.0|0|41.145833333333336|0|0.921875|0
0|2020-01-29|0.0|0|0.0|0|78.54166666666667|0|2.5729166666666665|0
0|2020-01-30|0.0|0|0.0|0|130.98958333333334|0|5.796875|0
0|2020-01-31|0.0|0|0.0031250000000000006|0|103.22916666666667|0|4.671875|0
0|2020-02-01|0.0|0|0.0|0|209.79166666666666|0|8.114583333333334|0
0|2020-02-02|0.0|0|0.0|0|286.0416666666667|0|14.166666666666666|0
0|2020-02-03|0.0|0|0.0|0|312.1354166666667|0|9.375|0
0|2020-02-04|0.0|0|0.0|0|216.30208333333334|0|3.9375|0
0|2020-02-05|0.0|0|0.0|0|194.73958333333334|0|6.8125|0
0|2020-02-06|0.0|0|0.0|0|77.76041666666667|0|2.7135416666666665|0
0|2020-02-07|0.0|0|0.0|0|297.48263888888886|0|8.03125|0
0|2020-02-08|0.0|0|0.0|0|120.10416666666667|0|3.546875|0
0|2020-02-09|0.0|0|0.0|0|204.63541666666666|0|6.479166666666667|0
0|2020-02-10|0.0|0|0.0|0|236.04166666666666|0|9.119791666666666|0
0|2020-02-11|0.0|0|0.0|0|245.52083333333334|0|10.609375|0
0|2020-02-12|0.0|0|0.0|0|279.46180555555554|0|12.053819444444443|0
0|2020-02-13|0.0|0|0.0|0|253.48958333333334|0|5.296875|0
0|2020-02-14|0.0|0|0.0|0|153.59375|0|11.979166666666666|0
0|2020-02-15|0.0|0|0.0|0|247.91666666666666|0|8.380208333333334|0
0|2020-02-16|0.0|0|0.0|0|103.90625|0|4.510416666666667|0
0|2020-02-17|0.0|0|0.0|0|184.47916666666666|0|5.916666666666667|0
0|2020-02-18|0.0|0|0.0|0|296.3020833333333|0|10.984375|0
0|2020-02-19|0.0|0|0.0|0|268.5416666666667|0|6.005208333333333|0
0|2020-02-20|0.0|0|0.0|0|141.92708333333334|0|4.453125|0
0|2020-02-21|0.0|0|0.0|0|214.01041666666666|0|8.322916666666666|0
0|2020-02-22|0.0|0|0.0|0|178.17708333333334|0|4.869791666666667|0
0|2020-02-23|0.0|0|0.0|0|271.09375|0|10.973958333333334|0
0|2020-02-24|0.0|0|0.0|0|60.208333333333336|0|2.4322916666666665|0
0|2020-02-25|0.0|0|0.0|0|298.75|0|8.458333333333334|0
0|2020-02-26|0.0|0|0.0|0|175.19097222222226|0|2.815972222222222|0
0|2020-02-27|0.0|0|0.0|0|140.36458333333334|0|2.546875|0
