|dates|Labette_Kansas_UnitedStates.AveragePrecipitationTotal.data|Labette_Kansas_UnitedStates.AveragePrecipitationTotal.missing|Labette_Kansas_UnitedStates.AveragePrecipitation.data|Labette_Kansas_UnitedStates.AveragePrecipitation.missing|Labette_Kansas_UnitedStates.AverageWindDirection.data|Labette_Kansas_UnitedStates.AverageWindDirection.missing|Labette_Kansas_UnitedStates.AverageWindSpeed.data|Labette_Kansas_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|172.08333333333334|0|10.125|0
0|2020-01-02|0.0|0|0.0|0|197.91666666666666|0|4.645833333333333|0
0|2020-01-03|0.0|0|0.0|0|328.5416666666667|0|9.291666666666666|0
0|2020-01-04|0.0|0|0.0|0|238.75|0|6.833333333333333|0
0|2020-01-05|0.0|0|0.0|0|178.33333333333334|0|6.416666666666667|0
0|2020-01-06|0.0|0|0.0|0|120.41666666666667|0|2.6666666666666665|0
0|2020-01-07|0.0|0|0.0|0|99.16666666666667|0|2.7083333333333335|0
0|2020-01-08|0.0|0|0.0|0|139.16666666666666|0|8.791666666666666|0
0|2020-01-09|0.0|0|0.0|0|189.58333333333334|0|14.173611111111109|0
0|2020-01-10|0.0|0|0.03457638888888889|0|197.8125|0|10.430555555555555|0
0|2020-01-11|0.009250000000000001|0|0.0|0|218.36607142857144|0|9.187400793650793|0
0|2020-01-12|0.0|0|0.0|0|135.9027777777778|0|6.326388888888889|0
0|2020-01-13|0.0|0|0.0|0|171.66666666666666|0|7.5625|0
0|2020-01-14|0.0|0|0.0|0|106.875|0|4.979166666666667|0
0|2020-01-15|0.0|0|0.0|0|144.93055555555554|0|10.666666666666666|0
0|2020-01-16|0.0|0|0.0|0|35.625|0|8.34375|0
0|2020-01-17|0.005625000000000001|0|0.029381944444444443|0|100.02083333333333|0|7.566666666666667|0
0|2020-01-18|0.024999999999999998|0|0.0|0|245.52083333333334|0|11.760416666666666|0
0|2020-01-19|0.0|0|0.0|0|123.75|0|6.291666666666667|0
0|2020-01-20|0.0|0|0.0|0|17.916666666666668|0|3.6666666666666665|0
0|2020-01-21|0.0|0|0.0|0|83.05555555555556|0|4.975694444444444|0
0|2020-01-22|0.0004166666666666667|0|0.010902777777777777|0|180.75396825396822|0|9.76736111111111|0
0|2020-01-23|0.0036111111111111114|0|0.0|0|264.99999999999994|0|8.951388888888888|0
0|2020-01-24|0.0004166666666666667|0|0.00020833333333333335|0|267.625|0|9.809722222222222|0
0|2020-01-25|0.0|0|0.0|0|10.833333333333334|0|2.0416666666666665|0
0|2020-01-26|0.0|0|0.0|0|103.75|0|2.375|0
0|2020-01-27|0.0|0|0.0|0|55.03472222222222|0|4.197916666666667|0
0|2020-01-28|0.0|0|0.009895833333333335|0|41.59722222222222|0|7.635416666666667|0
0|2020-01-29|0.005625000000000001|0|0.0|0|69.93055555555556|0|5.795138888888888|0
0|2020-01-30|0.0|0|0.0|0|24.20138888888889|0|1.3229166666666667|0
0|2020-01-31|0.0|0|0.0|0|110.72916666666667|0|2.84375|0
0|2020-02-01|0.0|0|0.0|0|110.41666666666667|0|3.625|0
0|2020-02-02|0.0|0|0.0|0|155.41666666666666|0|4.916666666666667|0
0|2020-02-03|0.0|0|0.0|0|252.5|0|11.583333333333334|0
0|2020-02-04|0.0|0|0.0014444444444444446|0|86.23611111111113|0|9.369444444444445|0
0|2020-02-05|0.0006944444444444445|0|0.0009166666666666666|0|136.2777777777778|0|7.7555555555555555|0
0|2020-02-06|0.00125|0|0.0|0|213.54166666666666|0|4.166666666666667|0
0|2020-02-07|0.0|0|0.0|0|170.41666666666666|0|4.125|0
0|2020-02-08|0.0|0|0.0|0|77.5|0|4.333333333333333|0
0|2020-02-09|0.0|0|0.000625|0|236.45833333333334|0|11.583333333333334|0
0|2020-02-10|0.0008333333333333334|0|0.0002777777777777778|0|73.33333333333333|0|5.527777777777778|0
0|2020-02-11|0.0004166666666666667|0|0.0|0|93.33333333333333|0|3.75|0
0|2020-02-12|0.0004166666666666667|0|0.010555555555555556|0|161.94444444444443|0|5.027777777777778|0
0|2020-02-13|0.012083333333333333|0|0.0|0|183.33333333333334|0|11.3125|0
0|2020-02-14|0.0|0|0.0|0|86.66666666666667|0|5.333333333333333|0
0|2020-02-15|0.0|0|0.0|0|132.29166666666666|0|7.8125|0
0|2020-02-16|0.0|0|0.0|0|43.125|0|3.8125|0
0|2020-02-17|0.0|0|0.0030833333333333333|0|104.86805555555556|0|3.363888888888889|0
0|2020-02-18|0.004166666666666667|0|0.0|0|34.166666666666664|0|8.25|0
0|2020-02-19|0.0|0|0.0|0|46.25|0|5.208333333333333|0
0|2020-02-20|0.0|0|0.0|0|85.41666666666667|0|7.727083333333333|0
0|2020-02-21|0.0|0|0.0|0|0.0|0|0.0|0
0|2020-02-22|0.0|0|0.0|0|0.0|0|0.0|0
0|2020-02-23|0.0|0|0.03631944444444445|0|60.86805555555555|0|3.965277777777778|0
0|2020-02-24|0.0|0|0.010138888888888892|0|3.472222222222222|0|6.986111111111112|0
0|2020-02-25|0.0|0|0.010208333333333335|0|16.25|0|7.6875|0
0|2020-02-26|0.0062499999999999995|0|0.0|0|268.6805555555556|0|9.736111111111112|0
0|2020-02-27|0.0|0|0.0|0|220.69444444444443|0|7.894444444444445|0
0|2020-02-28|0.0|0|0.0|0|193.6111111111111|0|6.743055555555556|0
0|2020-02-29|0.0|0|0.0|0|117.08333333333333|0|6.625|0
0|2020-03-01|0.0|0|0.0|0|129.86111111111111|0|7.638888888888889|0
0|2020-03-02|0.0|0|0.0|0|13.333333333333334|0|5.333333333333333|0
0|2020-03-03|0.0|0|0.0|0|70.83333333333333|0|2.3333333333333335|0
