|dates|Craighead_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Craighead_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Craighead_Arkansas_UnitedStates.NYT_ConfirmedCases.data|Craighead_Arkansas_UnitedStates.NYT_ConfirmedCases.missing|Craighead_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Craighead_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Craighead_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Craighead_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-20|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-21|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-22|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-23|4.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-24|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-25|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-26|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-27|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-28|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-29|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-30|6.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-31|8.0|0|10.0|0|0.0|0|0.0|100
0|2020-04-01|11.0|0|13.0|0|0.0|0|0.0|100
0|2020-04-02|12.0|0|13.0|0|0.0|0|0.0|100
0|2020-04-03|14.0|0|16.0|0|0.0|0|0.0|100
0|2020-04-04|16.0|0|17.0|0|0.0|0|0.0|100
0|2020-04-05|18.0|0|20.0|0|0.0|0|0.0|100
0|2020-04-06|20.0|0|22.0|0|0.0|0|0.0|100
0|2020-04-07|22.0|0|23.0|0|0.0|0|0.0|100
0|2020-04-08|23.0|0|27.0|0|0.0|0|0.0|100
0|2020-04-09|28.0|0|28.0|0|0.0|0|0.0|100
0|2020-04-10|29.0|0|31.0|0|0.0|0|0.0|100
0|2020-04-11|31.0|0|31.0|0|0.0|0|0.0|100
0|2020-04-12|31.0|0|31.0|0|0.0|0|0.0|100
0|2020-04-13|36.0|0|36.0|0|0.0|0|0.0|100
0|2020-04-14|36.0|0|36.0|0|0.0|0|0.0|100
0|2020-04-15|38.0|0|40.0|0|0.0|0|0.0|100
0|2020-04-16|40.0|0|40.0|0|1.0|0|0.0|100
0|2020-04-17|40.0|0|40.0|0|1.0|0|0.0|100
0|2020-04-18|42.0|0|43.0|0|1.0|0|0.0|100
0|2020-04-19|43.0|0|43.0|0|1.0|0|0.0|100
0|2020-04-20|44.0|0|44.0|0|1.0|0|0.0|100
0|2020-04-21|45.0|0|48.0|0|1.0|0|0.0|100
0|2020-04-22|48.0|0|49.0|0|1.0|0|0.0|100
0|2020-04-23|55.0|0|55.0|0|1.0|0|0.0|100
0|2020-04-24|58.0|0|58.0|0|1.0|0|0.0|100
0|2020-04-25|62.0|0|62.0|0|1.0|0|0.0|100
0|2020-04-26|62.0|0|62.0|0|1.0|0|0.0|100
0|2020-04-27|68.0|0|68.0|0|0.0|0|0.0|100
0|2020-04-28|70.0|0|70.0|0|0.0|0|0.0|100
0|2020-04-29|73.0|0|74.0|0|0.0|0|0.0|100
0|2020-04-30|74.0|0|74.0|0|0.0|0|0.0|100
0|2020-05-01|80.0|0|80.0|0|0.0|0|0.0|100
0|2020-05-02|81.0|0|81.0|0|0.0|0|0.0|100
0|2020-05-03|81.0|0|81.0|0|0.0|0|0.0|100
0|2020-05-04|84.0|0|84.0|0|0.0|0|0.0|100
0|2020-05-05|85.0|0|85.0|0|0.0|0|0.0|100
0|2020-05-06|88.0|0|88.0|0|0.0|0|0.0|100
0|2020-05-07|92.0|0|92.0|0|0.0|0|0.0|100
0|2020-05-08|92.0|0|92.0|0|0.0|0|0.0|100
0|2020-05-09|92.0|0|92.0|0|0.0|0|0.0|100
0|2020-05-10|97.0|0|97.0|0|0.0|0|0.0|100
0|2020-05-11|98.0|0|98.0|0|0.0|0|0.0|100
0|2020-05-12|103.0|0|103.0|0|0.0|0|0.0|100
0|2020-05-13|113.0|0|113.0|0|0.0|0|0.0|100
