|dates|Greene_NewYork_UnitedStates.JHU_ConfirmedCases.data|Greene_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Greene_NewYork_UnitedStates.NYT_ConfirmedCases.data|Greene_NewYork_UnitedStates.NYT_ConfirmedCases.missing|Greene_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Greene_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Greene_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Greene_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-16|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-17|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-18|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-19|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-20|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-21|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-22|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-23|2.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-24|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-25|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-26|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-27|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-28|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-29|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-30|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-31|10.0|0|16.0|0|0.0|0|0.0|100
0|2020-04-01|18.0|0|18.0|0|0.0|0|0.0|100
0|2020-04-02|21.0|0|21.0|0|0.0|0|0.0|100
0|2020-04-03|23.0|0|21.0|0|0.0|0|0.0|100
0|2020-04-04|24.0|0|27.0|0|0.0|0|0.0|100
0|2020-04-05|24.0|0|27.0|0|0.0|0|0.0|100
0|2020-04-06|24.0|0|27.0|0|0.0|0|0.0|100
0|2020-04-07|24.0|0|24.0|0|0.0|0|0.0|100
0|2020-04-08|25.0|0|25.0|0|0.0|0|0.0|100
0|2020-04-09|31.0|0|28.0|0|0.0|0|0.0|100
0|2020-04-10|34.0|0|34.0|0|0.0|0|0.0|100
0|2020-04-11|37.0|0|37.0|0|0.0|0|0.0|100
0|2020-04-12|44.0|0|44.0|0|0.0|0|0.0|100
0|2020-04-13|45.0|0|45.0|0|0.0|0|0.0|100
0|2020-04-14|66.0|0|66.0|0|0.0|0|0.0|100
0|2020-04-15|73.0|0|73.0|0|0.0|0|0.0|100
0|2020-04-16|74.0|0|74.0|0|0.0|0|0.0|100
0|2020-04-17|77.0|0|77.0|0|0.0|0|0.0|100
0|2020-04-18|82.0|0|82.0|0|0.0|0|0.0|100
0|2020-04-19|85.0|0|85.0|0|0.0|0|0.0|100
0|2020-04-20|86.0|0|86.0|0|0.0|0|0.0|100
0|2020-04-21|87.0|0|87.0|0|0.0|0|0.0|100
0|2020-04-22|87.0|0|87.0|0|0.0|0|0.0|100
0|2020-04-23|89.0|0|89.0|0|0.0|0|0.0|100
0|2020-04-24|90.0|0|90.0|0|5.0|0|0.0|100
0|2020-04-25|107.0|0|107.0|0|5.0|0|0.0|100
0|2020-04-26|110.0|0|110.0|0|5.0|0|0.0|100
0|2020-04-27|111.0|0|111.0|0|5.0|0|0.0|100
0|2020-04-28|112.0|0|112.0|0|5.0|0|0.0|100
0|2020-04-29|114.0|0|114.0|0|5.0|0|0.0|100
0|2020-04-30|131.0|0|131.0|0|5.0|0|0.0|100
0|2020-05-01|139.0|0|139.0|0|5.0|0|0.0|100
0|2020-05-02|142.0|0|142.0|0|5.0|0|0.0|100
0|2020-05-03|151.0|0|151.0|0|5.0|0|0.0|100
0|2020-05-04|154.0|0|154.0|0|10.0|0|0.0|100
0|2020-05-05|166.0|0|166.0|0|10.0|0|0.0|100
0|2020-05-06|188.0|0|188.0|0|10.0|0|0.0|100
0|2020-05-07|198.0|0|198.0|0|10.0|0|0.0|100
0|2020-05-08|199.0|0|199.0|0|10.0|0|0.0|100
0|2020-05-09|204.0|0|204.0|0|10.0|0|0.0|100
0|2020-05-10|206.0|0|206.0|0|10.0|0|0.0|100
0|2020-05-11|206.0|0|206.0|0|10.0|0|0.0|100
0|2020-05-12|206.0|0|206.0|0|14.0|0|0.0|100
0|2020-05-13|206.0|0|206.0|0|14.0|0|0.0|100
