|dates|St.JohntheBaptist_Louisiana_UnitedStates.JHU_ConfirmedCases.data|St.JohntheBaptist_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|St.JohntheBaptist_Louisiana_UnitedStates.NYT_ConfirmedCases.data|St.JohntheBaptist_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|St.JohntheBaptist_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|St.JohntheBaptist_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|St.JohntheBaptist_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|St.JohntheBaptist_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-15|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-16|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-17|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-18|1.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-19|2.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-20|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-21|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-22|9.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-23|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-03-24|21.0|0|21.0|0|0.0|0|0.0|100
0|2020-03-25|27.0|0|27.0|0|2.0|0|0.0|100
0|2020-03-26|38.0|0|38.0|0|2.0|0|0.0|100
0|2020-03-27|41.0|0|41.0|0|3.0|0|0.0|100
0|2020-03-28|54.0|0|54.0|0|3.0|0|0.0|100
0|2020-03-29|57.0|0|57.0|0|5.0|0|0.0|100
0|2020-03-30|75.0|0|75.0|0|8.0|0|0.0|100
0|2020-03-31|104.0|0|104.0|0|12.0|0|0.0|100
0|2020-04-01|118.0|0|118.0|0|13.0|0|0.0|100
0|2020-04-02|274.0|0|274.0|0|14.0|0|0.0|100
0|2020-04-03|290.0|0|290.0|0|17.0|0|0.0|100
0|2020-04-04|338.0|0|338.0|0|23.0|0|0.0|100
0|2020-04-05|345.0|0|345.0|0|24.0|0|0.0|100
0|2020-04-06|366.0|0|366.0|0|24.0|0|0.0|100
0|2020-04-07|415.0|0|415.0|0|34.0|0|0.0|100
0|2020-04-08|432.0|0|432.0|0|35.0|0|0.0|100
0|2020-04-09|477.0|0|477.0|0|35.0|0|0.0|100
0|2020-04-10|507.0|0|507.0|0|37.0|0|0.0|100
0|2020-04-11|538.0|0|538.0|0|38.0|0|0.0|100
0|2020-04-12|545.0|0|545.0|0|38.0|0|0.0|100
0|2020-04-13|556.0|0|556.0|0|40.0|0|0.0|100
0|2020-04-14|562.0|0|562.0|0|48.0|0|0.0|100
0|2020-04-15|569.0|0|569.0|0|47.0|0|0.0|100
0|2020-04-16|609.0|0|609.0|0|47.0|0|0.0|100
0|2020-04-17|623.0|0|623.0|0|50.0|0|0.0|100
0|2020-04-18|637.0|0|637.0|0|53.0|0|0.0|100
0|2020-04-19|642.0|0|642.0|0|53.0|0|0.0|100
0|2020-04-20|669.0|0|669.0|0|53.0|0|0.0|100
0|2020-04-21|686.0|0|686.0|0|57.0|0|0.0|100
0|2020-04-22|704.0|0|704.0|0|57.0|0|0.0|100
0|2020-04-23|721.0|0|721.0|0|59.0|0|0.0|100
0|2020-04-24|736.0|0|736.0|0|63.0|0|0.0|100
0|2020-04-25|747.0|0|747.0|0|64.0|0|0.0|100
0|2020-04-26|749.0|0|749.0|0|64.0|0|0.0|100
0|2020-04-27|751.0|0|751.0|0|64.0|0|0.0|100
0|2020-04-28|758.0|0|758.0|0|66.0|0|0.0|100
0|2020-04-29|765.0|0|765.0|0|68.0|0|0.0|100
0|2020-04-30|768.0|0|768.0|0|69.0|0|0.0|100
0|2020-05-01|771.0|0|771.0|0|71.0|0|0.0|100
0|2020-05-02|772.0|0|772.0|0|71.0|0|0.0|100
0|2020-05-03|772.0|0|772.0|0|71.0|0|0.0|100
0|2020-05-04|777.0|0|777.0|0|71.0|0|0.0|100
0|2020-05-05|782.0|0|782.0|0|75.0|0|0.0|100
0|2020-05-06|790.0|0|790.0|0|74.0|0|0.0|100
0|2020-05-07|791.0|0|791.0|0|76.0|0|0.0|100
0|2020-05-08|791.0|0|791.0|0|76.0|0|0.0|100
0|2020-05-09|801.0|0|801.0|0|76.0|0|0.0|100
0|2020-05-10|801.0|0|801.0|0|76.0|0|0.0|100
0|2020-05-11|801.0|0|801.0|0|77.0|0|0.0|100
