|dates|Hendricks_Indiana_UnitedStates.AverageDailyTemperature.data|Hendricks_Indiana_UnitedStates.AverageDailyTemperature.missing|Hendricks_Indiana_UnitedStates.AverageDewPoint.data|Hendricks_Indiana_UnitedStates.AverageDewPoint.missing|Hendricks_Indiana_UnitedStates.AverageRelativeHumidity.data|Hendricks_Indiana_UnitedStates.AverageRelativeHumidity.missing|Hendricks_Indiana_UnitedStates.AverageSurfaceAirPressure.data|Hendricks_Indiana_UnitedStates.AverageSurfaceAirPressure.missing
0|2020-01-01|38.770833333333336|0|25.791666666666668|0|61.291666666666664|0|28.967916666666667|0
0|2020-01-02|46.520833333333336|0|34.4375|0|64.3125|0|28.842847222222233|0
0|2020-01-03|44.855158730158735|0|43.579861111111114|0|95.2765873015873|0|28.893979166666664|0
0|2020-01-04|34.88194444444444|0|30.652777777777775|0|84.78472222222221|0|29.090763888888887|0
0|2020-01-05|36.013888888888886|0|26.375|0|69.66666666666667|0|29.205972222222226|0
0|2020-01-06|35.291666666666664|0|24.791666666666668|0|67.66666666666667|0|29.268333333333334|0
0|2020-01-07|36.083333333333336|0|25.041666666666668|0|66.54166666666667|0|29.15750000000001|0
0|2020-01-08|29.5|0|15.75|0|57.125|0|29.428333333333327|0
0|2020-01-09|41.30555555555555|0|23.86111111111111|0|52.958333333333336|0|29.339583333333337|0
0|2020-01-10|52.22986111111111|0|50.64826388888889|0|94.27951388888887|0|29.21114583333333|0
0|2020-01-11|51.2343253968254|0|48.532738095238095|0|90.8013888888889|0|28.846435515873015|0
0|2020-01-12|35.111111111111114|0|31.402777777777782|0|86.47222222222221|0|29.335729166666667|0
0|2020-01-13|37.76111111111111|0|32.233333333333334|0|80.72500000000001|0|29.40019444444444|0
0|2020-01-14|37.601388888888884|0|34.90277777777778|0|90.31111111111112|0|29.26333333333332|0
0|2020-01-15|39.34375|0|38.208333333333336|0|95.89583333333333|0|29.210000000000004|0
0|2020-01-16|28.972222222222218|0|21.493055555555557|0|74.0763888888889|0|29.657708333333336|0
0|2020-01-17|26.333333333333332|0|17.291666666666668|0|69.25|0|29.69458333333333|0
0|2020-01-18|33.69791666666667|0|29.524305555555554|0|85.02083333333333|0|29.066215277777776|0
0|2020-01-19|13.027777777777779|0|6.322916666666667|0|74.47222222222221|0|29.404826388888882|0
0|2020-01-20|20.437499999999996|0|13.604166666666666|0|75.09027777777779|0|29.647777777777772|0
0|2020-01-21|25.75|0|18.590277777777775|0|74.97222222222221|0|29.663333333333338|0
0|2020-01-22|27.166666666666668|0|16.916666666666668|0|66.95833333333333|0|29.42041666666667|0
0|2020-01-23|37.84722222222222|0|22.88888888888889|0|56.611111111111114|0|29.208055555555557|0
0|2020-01-24|39.48611111111111|0|38.09375|0|95.14583333333333|0|28.972256944444453|0
0|2020-01-25|33.33958333333333|0|31.20277777777778|0|91.77500000000002|0|29.040194444444452|0
0|2020-01-26|33.041666666666664|0|28.673611111111114|0|83.99305555555556|0|29.073888888888884|0
0|2020-01-27|31.131944444444446|0|27.305555555555554|0|85.60416666666667|0|29.080694444444433|0
0|2020-01-28|31.777777777777782|0|28.652777777777782|0|88.09722222222221|0|29.203402777777786|0
0|2020-01-29|32.541666666666664|0|26.34375|0|78.19791666666667|0|29.254895833333332|0
0|2020-01-30|33.541666666666664|0|25.458333333333332|0|72.66666666666667|0|29.298124999999988|0
0|2020-01-31|35.552083333333336|0|29.895833333333332|0|79.98958333333333|0|29.25437500000001|0
0|2020-02-01|36.576388888888886|0|32.40972222222222|0|85.28472222222221|0|29.077499999999997|0
0|2020-02-02|47.458333333333336|0|33.416666666666664|0|60.916666666666664|0|28.83562499999999|0
0|2020-02-03|51.25|0|37.125|0|62.666666666666664|0|28.87166666666667|0
0|2020-02-04|45.163194444444436|0|39.20138888888889|0|81.15972222222223|0|28.980763888888887|0
0|2020-02-05|32.518055555555556|0|27.01527777777778|0|80.53888888888888|0|29.042263888888886|0
0|2020-02-06|27.509375000000002|0|24.70104166666667|0|88.93020833333334|0|28.69163194444444|0
0|2020-02-07|28.4375|0|23.458333333333332|0|81.875|0|28.870833333333334|0
0|2020-02-08|30.743055555555554|0|27.395833333333332|0|87.38194444444444|0|29.24201388888889|0
0|2020-02-09|31.102083333333336|0|28.469444444444445|0|90.07708333333335|0|29.291090277777784|0
0|2020-02-10|36.105555555555554|0|32.00972222222222|0|85.44583333333333|0|29.18659722222223|0
0|2020-02-11|33.763888888888886|0|26.791666666666668|0|76.1111111111111|0|29.248194444444437|0
0|2020-02-12|31.579166666666666|0|27.9875|0|87.03541666666666|0|29.118243055555553|0
0|2020-02-13|24.892361111111114|0|21.510416666666668|0|87.10416666666667|0|29.151666666666667|0
0|2020-02-14|9.541666666666666|0|0.9583333333333334|0|69.125|0|29.62666666666667|0
0|2020-02-15|28.791666666666668|0|15.833333333333334|0|61.083333333333336|0|29.367500000000007|0
0|2020-02-16|37.75|0|27.291666666666668|0|67.08333333333333|0|29.226250000000004|0
0|2020-02-17|38.125|0|31.145833333333332|0|76.60416666666667|0|29.139375|0
0|2020-02-18|39.170833333333334|0|34.52361111111111|0|83.78333333333333|0|29.22502777777778|0
0|2020-02-19|31.083333333333332|0|21.375|0|68.29166666666667|0|29.59875|0
0|2020-02-20|25.444444444444446|0|12.458333333333334|0|58.22222222222223|0|29.68625|0
0|2020-02-21|25.208333333333332|0|8.083333333333334|0|52.583333333333336|0|29.677083333333332|0
0|2020-02-22|34.666666666666664|0|14.958333333333334|0|46.791666666666664|0|29.426666666666677|0
0|2020-02-23|43.208333333333336|0|25.791666666666668|0|50.708333333333336|0|29.188749999999995|0
0|2020-02-24|42.013888888888886|0|38.763888888888886|0|88.5763888888889|0|28.979513888888892|0
0|2020-02-25|38.94444444444444|0|37.17361111111111|0|93.61805555555554|0|28.917708333333323|0
0|2020-02-26|31.00039682539682|0|27.965873015873026|0|88.47073412698411|0|29.06480952380953|0
0|2020-02-27|29.3125|0|19.635416666666668|0|67.54166666666667|0|29.19458333333333|0
0|2020-02-28|26.052083333333332|0|19.239583333333332|0|75.61458333333333|0|29.169479166666665|0
0|2020-02-29|26.083333333333332|0|12.958333333333334|0|59.625|0|29.309166666666655|0
0|2020-03-01|45.041666666666664|0|29.541666666666668|0|55.958333333333336|0|29.096666666666675|0
0|2020-03-02|49.62499999999999|0|46.5|0|89.6736111111111|0|28.887430555555554|0
0|2020-03-03|47.038194444444436|0|36.083333333333336|0|69.15972222222221|0|28.817812500000002|0
0|2020-03-04|43.166666666666664|0|28.75|0|58.583333333333336|0|29.065416666666675|0
0|2020-03-05|42.916666666666664|0|26.541666666666668|0|58.208333333333336|0|29.15083333333334|0
0|2020-03-06|34.07638888888889|0|26.520833333333332|0|74.05555555555556|0|29.36708333333333|0
0|2020-03-07|35.875|0|20.583333333333332|0|58.541666666666664|0|29.600833333333323|0
0|2020-03-08|48.395833333333336|0|21.770833333333332|0|38.916666666666664|0|29.44770833333334|0
0|2020-03-09|57.375|0|37.6875|0|49.8125|0|29.301458333333333|0
