|dates|Multnomah_Oregon_UnitedStates.JHU_ConfirmedCases.data|Multnomah_Oregon_UnitedStates.JHU_ConfirmedCases.missing|Multnomah_Oregon_UnitedStates.NYT_ConfirmedCases.data|Multnomah_Oregon_UnitedStates.NYT_ConfirmedCases.missing|Multnomah_Oregon_UnitedStates.JHU_ConfirmedDeaths.data|Multnomah_Oregon_UnitedStates.JHU_ConfirmedDeaths.missing|Multnomah_Oregon_UnitedStates.JHU_ConfirmedRecoveries.data|Multnomah_Oregon_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-11|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-12|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-13|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-14|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-15|1.0|0|1.0|0|1.0|0|0.0|100
0|2020-03-16|1.0|0|2.0|0|1.0|0|0.0|100
0|2020-03-17|3.0|0|3.0|0|1.0|0|0.0|100
0|2020-03-18|3.0|0|3.0|0|1.0|0|0.0|100
0|2020-03-19|7.0|0|7.0|0|1.0|0|0.0|100
0|2020-03-20|12.0|0|12.0|0|1.0|0|0.0|100
0|2020-03-21|18.0|0|18.0|0|1.0|0|0.0|100
0|2020-03-22|19.0|0|19.0|0|1.0|0|0.0|100
0|2020-03-23|21.0|0|21.0|0|1.0|0|0.0|100
0|2020-03-24|25.0|0|25.0|0|2.0|0|0.0|100
0|2020-03-25|33.0|0|33.0|0|2.0|0|0.0|100
0|2020-03-26|45.0|0|45.0|0|2.0|0|0.0|100
0|2020-03-27|67.0|0|67.0|0|2.0|0|0.0|100
0|2020-03-28|81.0|0|81.0|0|2.0|0|0.0|100
0|2020-03-29|91.0|0|91.0|0|2.0|0|0.0|100
0|2020-03-30|100.0|0|100.0|0|2.0|0|0.0|100
0|2020-03-31|116.0|0|116.0|0|2.0|0|0.0|100
0|2020-04-01|134.0|0|134.0|0|3.0|0|0.0|100
0|2020-04-02|160.0|0|160.0|0|3.0|0|0.0|100
0|2020-04-03|175.0|0|175.0|0|3.0|0|0.0|100
0|2020-04-04|175.0|0|209.0|0|3.0|0|0.0|100
0|2020-04-05|233.0|0|233.0|0|7.0|0|0.0|100
0|2020-04-06|233.0|0|243.0|0|7.0|0|0.0|100
0|2020-04-07|243.0|0|258.0|0|7.0|0|0.0|100
0|2020-04-08|258.0|0|286.0|0|7.0|0|0.0|100
0|2020-04-09|302.0|0|302.0|0|13.0|0|0.0|100
0|2020-04-10|302.0|0|317.0|0|13.0|0|0.0|100
0|2020-04-11|317.0|0|343.0|0|17.0|0|0.0|100
0|2020-04-12|374.0|0|374.0|0|19.0|0|0.0|100
0|2020-04-13|398.0|0|398.0|0|19.0|0|0.0|100
0|2020-04-14|420.0|0|420.0|0|20.0|0|0.0|100
0|2020-04-15|430.0|0|430.0|0|22.0|0|0.0|100
0|2020-04-16|448.0|0|448.0|0|26.0|0|0.0|100
0|2020-04-17|467.0|0|467.0|0|28.0|0|0.0|100
0|2020-04-18|493.0|0|493.0|0|28.0|0|0.0|100
0|2020-04-19|514.0|0|514.0|0|28.0|0|0.0|100
0|2020-04-20|520.0|0|520.0|0|28.0|0|0.0|100
0|2020-04-21|542.0|0|542.0|0|29.0|0|0.0|100
0|2020-04-22|566.0|0|566.0|0|29.0|0|0.0|100
0|2020-04-23|582.0|0|582.0|0|33.0|0|0.0|100
0|2020-04-24|596.0|0|596.0|0|35.0|0|0.0|100
0|2020-04-25|623.0|0|623.0|0|35.0|0|0.0|100
0|2020-04-26|652.0|0|652.0|0|37.0|0|0.0|100
0|2020-04-27|664.0|0|664.0|0|37.0|0|0.0|100
0|2020-04-28|677.0|0|677.0|0|40.0|0|0.0|100
0|2020-04-29|696.0|0|696.0|0|42.0|0|0.0|100
0|2020-04-30|707.0|0|707.0|0|43.0|0|0.0|100
0|2020-05-01|720.0|0|720.0|0|44.0|0|0.0|100
0|2020-05-02|734.0|0|734.0|0|46.0|0|0.0|100
0|2020-05-03|739.0|0|739.0|0|46.0|0|0.0|100
0|2020-05-04|754.0|0|754.0|0|46.0|0|0.0|100
0|2020-05-05|769.0|0|769.0|0|49.0|0|0.0|100
0|2020-05-06|793.0|0|793.0|0|50.0|0|0.0|100
0|2020-05-07|809.0|0|809.0|0|52.0|0|0.0|100
0|2020-05-08|839.0|0|839.0|0|52.0|0|0.0|100
0|2020-05-09|863.0|0|863.0|0|53.0|0|0.0|100
0|2020-05-10|885.0|0|885.0|0|53.0|0|0.0|100
0|2020-05-11|899.0|0|899.0|0|53.0|0|0.0|100
0|2020-05-12|908.0|0|908.0|0|53.0|0|0.0|100
0|2020-05-13|921.0|0|921.0|0|53.0|0|0.0|100
