|dates|Barbour_WestVirginia_UnitedStates.BLS_EmployedPopulation.data|Barbour_WestVirginia_UnitedStates.BLS_EmployedPopulation.missing|Barbour_WestVirginia_UnitedStates.BLS_UnemployedPopulation.data|Barbour_WestVirginia_UnitedStates.BLS_UnemployedPopulation.missing|Barbour_WestVirginia_UnitedStates.BLS_UnemploymentRate.data|Barbour_WestVirginia_UnitedStates.BLS_UnemploymentRate.missing|Barbour_WestVirginia_UnitedStates.BLS_LaborForcePopulation.data|Barbour_WestVirginia_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|6890.5|0|482.5|0|6.544147565441476|0|7373.0|0
0|2020-01-02|6890.5|0|482.5|0|6.544147565441476|0|7373.0|0
0|2020-01-03|6890.5|0|482.5|0|6.544147565441476|0|7373.0|0
0|2020-01-04|6890.5|0|482.5|0|6.544147565441476|0|7373.0|0
0|2020-01-05|6890.5|0|482.5|0|6.544147565441476|0|7373.0|0
0|2020-01-06|6890.5|0|482.5|0|6.544147565441476|0|7373.0|0
0|2020-01-07|6890.5|0|482.5|0|6.544147565441476|0|7373.0|0
0|2020-01-08|6890.5|0|482.5|0|6.544147565441476|0|7373.0|0
0|2020-01-09|6890.5|0|482.5|0|6.544147565441476|0|7373.0|0
0|2020-01-10|6890.5|0|482.5|0|6.544147565441476|0|7373.0|0
0|2020-01-11|6890.5|0|482.5|0|6.544147565441476|0|7373.0|0
0|2020-01-12|6890.5|0|482.5|0|6.544147565441476|0|7373.0|0
0|2020-01-13|6890.5|0|482.5|0|6.544147565441476|0|7373.0|0
0|2020-01-14|6890.5|0|482.5|0|6.544147565441476|0|7373.0|0
0|2020-01-15|6890.5|0|482.5|0|6.544147565441476|0|7373.0|0
0|2020-01-16|6890.5|0|482.5|0|6.544147565441476|0|7373.0|0
0|2020-01-17|6890.5|0|482.5|0|6.544147565441476|0|7373.0|0
0|2020-01-18|6890.5|0|482.5|0|6.544147565441476|0|7373.0|0
0|2020-01-19|6890.5|0|482.5|0|6.544147565441476|0|7373.0|0
0|2020-01-20|6890.5|0|482.5|0|6.544147565441476|0|7373.0|0
0|2020-01-21|6890.5|0|482.5|0|6.544147565441476|0|7373.0|0
0|2020-01-22|6890.5|0|482.5|0|6.544147565441476|0|7373.0|0
0|2020-01-23|6890.5|0|482.5|0|6.544147565441476|0|7373.0|0
0|2020-01-24|6890.5|0|482.5|0|6.544147565441476|0|7373.0|0
0|2020-01-25|6890.5|0|482.5|0|6.544147565441476|0|7373.0|0
0|2020-01-26|6890.5|0|482.5|0|6.544147565441476|0|7373.0|0
0|2020-01-27|6890.5|0|482.5|0|6.544147565441476|0|7373.0|0
0|2020-01-28|6890.5|0|482.5|0|6.544147565441476|0|7373.0|0
0|2020-01-29|6890.5|0|482.5|0|6.544147565441476|0|7373.0|0
0|2020-01-30|6890.5|0|482.5|0|6.544147565441476|0|7373.0|0
0|2020-01-31|6890.5|0|482.5|0|6.544147565441476|0|7373.0|0
0|2020-02-01|6994.5|0|526.0|0|6.994215810119008|0|7520.5|0
0|2020-02-02|6994.5|0|526.0|0|6.994215810119008|0|7520.5|0
0|2020-02-03|6994.5|0|526.0|0|6.994215810119008|0|7520.5|0
0|2020-02-04|6994.5|0|526.0|0|6.994215810119008|0|7520.5|0
0|2020-02-05|6994.5|0|526.0|0|6.994215810119008|0|7520.5|0
0|2020-02-06|6994.5|0|526.0|0|6.994215810119008|0|7520.5|0
0|2020-02-07|6994.5|0|526.0|0|6.994215810119008|0|7520.5|0
0|2020-02-08|6994.5|0|526.0|0|6.994215810119008|0|7520.5|0
0|2020-02-09|6994.5|0|526.0|0|6.994215810119008|0|7520.5|0
0|2020-02-10|6994.5|0|526.0|0|6.994215810119008|0|7520.5|0
0|2020-02-11|6994.5|0|526.0|0|6.994215810119008|0|7520.5|0
0|2020-02-12|6994.5|0|526.0|0|6.994215810119008|0|7520.5|0
0|2020-02-13|6994.5|0|526.0|0|6.994215810119008|0|7520.5|0
0|2020-02-14|6994.5|0|526.0|0|6.994215810119008|0|7520.5|0
0|2020-02-15|6994.5|0|526.0|0|6.994215810119008|0|7520.5|0
0|2020-02-16|6994.5|0|526.0|0|6.994215810119008|0|7520.5|0
0|2020-02-17|6994.5|0|526.0|0|6.994215810119008|0|7520.5|0
0|2020-02-18|6994.5|0|526.0|0|6.994215810119008|0|7520.5|0
0|2020-02-19|6994.5|0|526.0|0|6.994215810119008|0|7520.5|0
0|2020-02-20|6994.5|0|526.0|0|6.994215810119008|0|7520.5|0
0|2020-02-21|6994.5|0|526.0|0|6.994215810119008|0|7520.5|0
0|2020-02-22|6994.5|0|526.0|0|6.994215810119008|0|7520.5|0
0|2020-02-23|6994.5|0|526.0|0|6.994215810119008|0|7520.5|0
0|2020-02-24|6994.5|0|526.0|0|6.994215810119008|0|7520.5|0
0|2020-02-25|6994.5|0|526.0|0|6.994215810119008|0|7520.5|0
0|2020-02-26|6994.5|0|526.0|0|6.994215810119008|0|7520.5|0
0|2020-02-27|6994.5|0|526.0|0|6.994215810119008|0|7520.5|0
0|2020-02-28|6994.5|0|526.0|0|6.994215810119008|0|7520.5|0
0|2020-02-29|6994.5|0|526.0|0|6.994215810119008|0|7520.5|0
0|2020-03-01|6953.0|0|565.5|0|7.521447097160338|0|7518.5|0
0|2020-03-02|6953.0|0|565.5|0|7.521447097160338|0|7518.5|0
0|2020-03-03|6953.0|0|565.5|0|7.521447097160338|0|7518.5|0
0|2020-03-04|6953.0|0|565.5|0|7.521447097160338|0|7518.5|0
0|2020-03-05|6953.0|0|565.5|0|7.521447097160338|0|7518.5|0
0|2020-03-06|6953.0|0|565.5|0|7.521447097160338|0|7518.5|0
0|2020-03-07|6953.0|0|565.5|0|7.521447097160338|0|7518.5|0
0|2020-03-08|6953.0|0|565.5|0|7.521447097160338|0|7518.5|0
0|2020-03-09|6953.0|0|565.5|0|7.521447097160338|0|7518.5|0
0|2020-03-10|6953.0|0|565.5|0|7.521447097160338|0|7518.5|0
0|2020-03-11|6953.0|0|565.5|0|7.521447097160338|0|7518.5|0
0|2020-03-12|6953.0|0|565.5|0|7.521447097160338|0|7518.5|0
0|2020-03-13|6953.0|0|565.5|0|7.521447097160338|0|7518.5|0
0|2020-03-14|6953.0|0|565.5|0|7.521447097160338|0|7518.5|0
0|2020-03-15|6953.0|0|565.5|0|7.521447097160338|0|7518.5|0
0|2020-03-16|6953.0|0|565.5|0|7.521447097160338|0|7518.5|0
0|2020-03-17|6953.0|0|565.5|0|7.521447097160338|0|7518.5|0
0|2020-03-18|6953.0|0|565.5|0|7.521447097160338|0|7518.5|0
0|2020-03-19|6953.0|0|565.5|0|7.521447097160338|0|7518.5|0
0|2020-03-20|6953.0|0|565.5|0|7.521447097160338|0|7518.5|0
0|2020-03-21|6953.0|0|565.5|0|7.521447097160338|0|7518.5|0
0|2020-03-22|6953.0|0|565.5|0|7.521447097160338|0|7518.5|0
0|2020-03-23|6953.0|0|565.5|0|7.521447097160338|0|7518.5|0
0|2020-03-24|6953.0|0|565.5|0|7.521447097160338|0|7518.5|0
0|2020-03-25|6953.0|0|565.5|0|7.521447097160338|0|7518.5|0
0|2020-03-26|6953.0|0|565.5|0|7.521447097160338|0|7518.5|0
0|2020-03-27|6953.0|0|565.5|0|7.521447097160338|0|7518.5|0
0|2020-03-28|6953.0|0|565.5|0|7.521447097160338|0|7518.5|0
0|2020-03-29|6953.0|0|565.5|0|7.521447097160338|0|7518.5|0
0|2020-03-30|6953.0|0|565.5|0|7.521447097160338|0|7518.5|0
0|2020-03-31|6953.0|0|565.5|0|7.521447097160338|0|7518.5|0
0|2020-04-01|6003.5|0|930.5|0|13.419382751658494|0|6934.0|0
0|2020-04-02|6003.5|0|930.5|0|13.419382751658494|0|6934.0|0
