|dates|Alachua_Florida_UnitedStates.JHU_ConfirmedCases.data|Alachua_Florida_UnitedStates.JHU_ConfirmedCases.missing|Alachua_Florida_UnitedStates.NYT_ConfirmedCases.data|Alachua_Florida_UnitedStates.NYT_ConfirmedCases.missing|Alachua_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Alachua_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Alachua_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Alachua_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-11|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-12|1.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-13|2.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-14|1.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-15|1.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-16|1.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-17|4.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-18|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-19|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-03-20|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-03-21|25.0|0|25.0|0|0.0|0|0.0|100
0|2020-03-22|35.0|0|35.0|0|0.0|0|0.0|100
0|2020-03-23|36.0|0|37.0|0|0.0|0|0.0|100
0|2020-03-24|37.0|0|37.0|0|0.0|0|0.0|100
0|2020-03-25|45.0|0|46.0|0|0.0|0|0.0|100
0|2020-03-26|49.0|0|53.0|0|0.0|0|0.0|100
0|2020-03-27|57.0|0|60.0|0|0.0|0|0.0|100
0|2020-03-28|67.0|0|68.0|0|0.0|0|0.0|100
0|2020-03-29|71.0|0|72.0|0|0.0|0|0.0|100
0|2020-03-30|79.0|0|80.0|0|0.0|0|0.0|100
0|2020-03-31|87.0|0|87.0|0|0.0|0|0.0|100
0|2020-04-01|90.0|0|92.0|0|0.0|0|0.0|100
0|2020-04-02|95.0|0|95.0|0|0.0|0|0.0|100
0|2020-04-03|110.0|0|110.0|0|0.0|0|0.0|100
0|2020-04-04|116.0|0|116.0|0|0.0|0|0.0|100
0|2020-04-05|123.0|0|123.0|0|0.0|0|0.0|100
0|2020-04-06|131.0|0|133.0|0|0.0|0|0.0|100
0|2020-04-07|139.0|0|139.0|0|0.0|0|0.0|100
0|2020-04-08|144.0|0|144.0|0|0.0|0|0.0|100
0|2020-04-09|150.0|0|154.0|0|0.0|0|0.0|100
0|2020-04-10|167.0|0|167.0|0|0.0|0|0.0|100
0|2020-04-11|174.0|0|174.0|0|0.0|0|0.0|100
0|2020-04-12|215.0|0|183.0|0|0.0|0|0.0|100
0|2020-04-13|187.0|0|187.0|0|0.0|0|0.0|100
0|2020-04-14|195.0|0|195.0|0|0.0|0|0.0|100
0|2020-04-15|194.0|0|196.0|0|0.0|0|0.0|100
0|2020-04-16|200.0|0|200.0|0|0.0|0|0.0|100
0|2020-04-17|202.0|0|201.0|0|0.0|0|0.0|100
0|2020-04-18|205.0|0|205.0|0|0.0|0|0.0|100
0|2020-04-19|210.0|0|210.0|0|0.0|0|0.0|100
0|2020-04-20|218.0|0|218.0|0|0.0|0|0.0|100
0|2020-04-21|224.0|0|224.0|0|1.0|0|0.0|100
0|2020-04-22|227.0|0|227.0|0|1.0|0|0.0|100
0|2020-04-23|231.0|0|231.0|0|1.0|0|0.0|100
0|2020-04-24|244.0|0|244.0|0|1.0|0|0.0|100
0|2020-04-25|245.0|0|245.0|0|1.0|0|0.0|100
0|2020-04-26|251.0|0|251.0|0|2.0|0|0.0|100
0|2020-04-27|254.0|0|254.0|0|2.0|0|0.0|100
0|2020-04-28|255.0|0|255.0|0|2.0|0|0.0|100
0|2020-04-29|262.0|0|262.0|0|2.0|0|0.0|100
0|2020-04-30|267.0|0|267.0|0|5.0|0|0.0|100
0|2020-05-01|273.0|0|273.0|0|5.0|0|0.0|100
0|2020-05-02|275.0|0|275.0|0|5.0|0|0.0|100
0|2020-05-03|286.0|0|286.0|0|5.0|0|0.0|100
0|2020-05-04|289.0|0|289.0|0|5.0|0|0.0|100
0|2020-05-05|289.0|0|289.0|0|5.0|0|0.0|100
0|2020-05-06|295.0|0|295.0|0|5.0|0|0.0|100
0|2020-05-07|300.0|0|300.0|0|5.0|0|0.0|100
0|2020-05-08|306.0|0|306.0|0|5.0|0|0.0|100
0|2020-05-09|308.0|0|308.0|0|5.0|0|0.0|100
0|2020-05-10|312.0|0|312.0|0|5.0|0|0.0|100
0|2020-05-11|320.0|0|320.0|0|5.0|0|0.0|100
0|2020-05-12|324.0|0|324.0|0|5.0|0|0.0|100
0|2020-05-13|326.0|0|326.0|0|5.0|0|0.0|100
